RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
1072	Kulung	chɔma	(with sewa 'hommage') bow down before, salute respectfully	 ḍhognu.	vt-8 [1: cɔi- 2: cɔ- 3: cǝi- 4: cǝ- 5: cui- 6: cu- 7: ca- 8: cɔk-]	
1073	Kulung	chɔN	barley, Hordeum vulgare	 jau.	n.	
1074	Kulung	chɔNki	alternative form of chɔN			
1075	Kulung	chɔNma	1. mother's younger sister 2. wife of father's younger brother	 kānchī āmā.	n.	
1076	Kulung	chɔ:ma	be peeled off, scraped off, stripped off	 tāchinu.	vi-3 [1: chɔk- 2: chɔ:-]	
1077	Kulung	chɔ:ma	be hard (not soft)	 sāhro hunu.	vi-3 [1: chɔk- 2: chɔ:-]	352
1078	Kulung	chɔ:ma	peel off, scrape off, strip off	 tāchnu.	vt-3 [1: chɔk- 2: chɔ:- 3: chɔk-]	
1079	Kulung	chɔ:ma	1. deliver 2. pay 3. ka chɔ:ma call	1. puryāunu; 2. tirnu; 3. bolāunu.	vt-2 [1: chɔks- 2: chɔ:-]	316
1080	Kulung	chɔwa	bird	 carā.	n.	597
1081	Kulung	chubui	ashes	 kharānī.	n.	681
1082	Kulung	chuburi	far, distant	 ṭāḍhā.	adv.	324
1083	Kulung	chuchurpa	narrow	 saṃghuro.	adj.	359
1084	Kulung	chuikaN	front teeth.		n.	
1085	Kulung	chuima	tie (a knot); e.g. dog, bandage on a leg.		vt-5 [1: chui- 2: chuiy- 3: chui- 4: chun- 5: chu:-]	
1086	Kulung	chuksipa	poor	 garib.	adj.	793
1087	Kulung	khaima	take, take away	 lānu, liera jānu.	vt-5 [1: khai- 2: khaiy- 3: khai- 4: khan- 5: kha:-]	180
1088	Kulung	khakma	phlegm	 khakār.	n.	155
1089	Kulung	khal	ancestors	 purkhā.	n.	
1090	Kulung	khal	score, e.g. ik-khal twenty.		num.	125
1091	Kulung	khalamba	cold, cough	 markī rughā.	n.	397
1092	Kulung	khalem	black ant	 kamilā.	n.	126
1093	Kulung	-kham	draught (always preceded by a numeral) e.g. ik-kham 'one draught'.		n.	
1094	Kulung	khama	be satisfied (of food), ɔ:-bɔ khas-a 'I am satisfied'.		vi-3 [1: khas- 2: kha-]	913
1095	Kulung	khamawa	juice of fermented rice	 nigār.	n.	
1096	Kulung	khamma	weep	 runu.	vi-3 [1: khap- 2: kham-]	57
1097	Kulung	khamma	put down, place, place on the fire	 basālnu.	vt-4 [1: khap- 2: khapp- 3: kham-]	
1098	Kulung	khamma	cover, thatch, roof	 chāunu.	vt-4 [1: khap- 2: khapp- 3: kham-]	68
1099	Kulung	khamma	wear (clothes), put on (shoes), cover oneself (e.g. with a blanket)	 lagāunu.	vt-2 [1: khaps- 2: kham-]	68
1100	Kulung	khamma	chew	 capāunu.	vt-4 [1: kham- 2: khamm- 3: kham-]	67
1101	Kulung	khampɔwa	the peach-tree Prunus persica	 āru.	n.	
1102	Kulung	khamsi	peach	 āru.	n.	918
1103	Kulung	khandiri	September/October	 āsDvin.	n.	
1104	Kulung	khaNkhaNpa	slanting	 ṭeḍho.	adj.	
1105	Kulung	khardɔ	Kulung name of ward no. 5 in Chemsīŋ.		n.	
1106	Kulung	kharma	tie	 bāṃdhnu.	vt-1 [1: khar-]	
1107	Kulung	mikwa	tear	 āṃsu.	n.	
1108	Kulung	mima	construed with two absolutives, e.g. kɔN hakamma mi:-ɔ: 'I yawn (lit. I cause yawn)'		vi-3 [1: mi:- 2: mi-]	
1109	Kulung	mima	1. productive causativizer; construed with the gerund; 2. niN mima 'to name, call'.	1. dekhāunu	vt-4 [1: mi:- 2: mi:y- 3: mi-]	
1110	Kulung	mimcha	female	 svāsnīmānche.	n.	633
1111	Kulung	mi:ma	spurn, reject	 latārnu.	vt-5 [1: mit- 2: mitt- 3: mi:- 4: min- 5: mi:-]	610
1112	Kulung	mi:ma	think	 socnu.	vi-3 [1: min- 2: mi:-]	814
1113	Kulung	mi:ma	think, consider, remember	 socnu, samjhanu.	vi-3 [1: min- 2: mi:-]	814
1114	Kulung	mi:mcama	mi:ma ('to think' with the continuative aspectivizer) remember	 samjhanu.	vi-7	
1115	Kulung	mipɔtɔ:ma	torch, piece of burning wood	 agulṭo.	n.	
1116	Kulung	misi	human being, person	 mānche.	n.	620
1117	Kulung	mɔhimma	epilepsy	 chāre rog.	n.	
1118	Kulung	mɔksi	bear	 bhālu.	n.	607
1119	Kulung	mɔksi	1. son-in-law 2. husband of an elder or younger sibling's daughter	 juvāiṃ.	n.	815
1120	Kulung	mɔm	cloud	 bādal.	n.	816
1121	Kulung	mɔmɔ	dawn	 rimrim ujyālo.	n.	
1122	Kulung	mɔN	harvested, but unhusked rice.		n.	
1123	Kulung	mɔNkhɔ	name of a mythological bird		n.	
1124	Kulung	mɔ:bɔ	household rite.		n.	
1125	Kulung	mɔ:bɔcha	shaman	 dhāmī.	n.	
1126	Kulung	mɔrɔ:	to no purpose, free, gratis	 tyasai.	adv.	
1127	Kulung	perma	fly	 uḍnu.	vi-1 [1: per-]	649
1128	Kulung	pǝima	touch	 chunu.	vt-5 [1: pǝt- 2: pǝtt- 3: pǝi- 4: pǝn- 5: pǝ:-]	824
1129	Kulung	pǝis	waterfall	 jharnā.	n.	
1130	Kulung	pǝm	chest	 chātī.	n.	
1131	Kulung	pǝma	increase, grow	 baḍhnu.	vi-7 [1: pɔi- 2: pɔ- 3: pǝi- 4: pǝ-]	656
1132	Kulung	pha	blade of a knife	 pāṭā.	n.	676
1133	Kulung	phaima	reverse, (ex)change	 phernu.	vt-5 [1: phat- 2: phatt- 3: phai- 4: phan- 5: pha:-]	723
1134	Kulung	pham	wooden jug, measuring two mānā	 phām.	n.	
1135	Kulung	phamma	bend over, fold (clothes)	 dobryāunu, paṭyāunu.	vt-4 [1: phap- 2: phapp- 3: pham-]	695
1136	Kulung	phamphampa	messy, untidy.		adj.	
1137	Kulung	phaN	beehive	 ghār.	n.	
1138	Kulung	pha:ma	fold (clothes)	 paṭyāunu.	vt-4 [1: phaN- 2: phaNN- 3: pha:-]	
1139	Kulung	pheima	be pulled back (of the foreskin)	neparnu	vi-6 [1: phet- 2: phei- 3: phett- 4: phen- 5: phe:-]	
1140	Kulung	pheima	pull back (foreskin)	 neparnu.	vt-5 [1: phet- 2: phett- 3: phei- 4: phen- 5: phe:-]	
1141	Kulung	phemphempa	smooth, flat, even	 cepṭo.	adj.	694
1142	Kulung	pheNa	sack-cloth	 bhāŋgro.	n.	
1143	Kulung	pheri	again	 pheri.	adv.	
1144	Kulung	pheteNpheteN	talkative.		adj.	
1145	Kulung	phǝlma	walk, stroll	 ghumnu, ḍulnu.	vi-1 [1: phǝl-]	
1146	Kulung	phǝlma	stir	 gholnu.	vt-4 [1: phǝl- 2: phǝll- 3: phǝl-]	744
1147	Kulung	gugurpa	black	 kālo.	adj.	
1148	Kulung	guima	collect, gather together	 baṭulnu, sohornu.	vt-5 [1: gut- 2: gutt- 3: gui- 4: gun- 5: gu:-]	
1149	Kulung	guma	store up (grain, etc.)	 thankyāunu.	vt-4 [1: gus- 2: guss- 3: gu-]	
1150	Kulung	gumma	be hungry	 bhok lāgnu.	vi-1 [1: gum-]	105
1151	Kulung	gumma	reproach	 dhamkāunu.	vt-4 [1: gup- 2: gupp- 3: gum-]	
1152	Kulung	gumpa	deep	 gahiro.	adj.	96
1153	Kulung	guN	rainshield	 ghum.	n.	
1154	Kulung	gunumɔksi	muttering, humming		adv.	
1155	Kulung	gurma	be black	 kālo hunu.	vi-1 [1: gur-]	
1156	Kulung	hachi lǝma	sneeze.		vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-]	
1157	Kulung	hachi mima	sneeze.		vi-3 [1: mi:- 2: mi-]	
1158	Kulung	haimcima	part (company), break up.		vr [1: ha- 2: hat-]	
1159	Kulung	hakamma	yawn	 hāi.	n.	50
1160	Kulung	hakamma lǝma		 hāi garnu.	vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-]	
1161	Kulung	hakippa	later	 bhare.	adv.	
1162	Kulung	halala:pa	red, pink, orange, purple	 rāto.	adj.	425
1163	Kulung	halbu	red sky	 rāto ākāś.	n.	425
1164	Kulung	halkya	red, pink, orange, purple	 rāto.	adj.	425
1165	Kulung	-halla	alone (preceded by a possessive pronominal prefix)	 'kla'.	adv.	
1166	Kulung	halɔri	yoke	 juvā.	n.	
1167	Kulung	taima	bring	 lyāunu.	vt-5 [1: tat- 2: tatt- 3: tai- 4: tan- 5: ta:-]	567
1168	Kulung	taima	be at highest point		vi-6 [1: tat- 2: tai- 3: tatt- 4: tan- 5: ta:-]	
1169	Kulung	tama	come (from whatever direction)	 āunu.	vi-7 [1: tɔi- 2: tɔ- 3: tai- 4: ta-]	529
1170	Kulung	tama	hold out, to be given	 thāpnu.	vt-2 [1: tas- 2: ta-]	526
1171	Kulung	tamma	drip	 cuhinu.	vi-1 [1: tam-]	576
1172	Kulung	ta:ma	thrust into, force into	 khāṃdnu.	vt-4 [1: taN- 2: taNN- 3: ta:-]	
1173	Kulung	taphuwa	name of a stinking weed used for the treatment of boils and as antidote in treating snake bites	 ganhāune jhār.	n.	
1174	Kulung	tatɔ	time.		n.	560
1175	Kulung	tei	cloth	 kapaḍā.	n.	
1176	Kulung	tekri	October/November	 kārtik.	n.	
1177	Kulung	tel	village	 gāuṃ.	n.	381
1178	Kulung	telkhe	yam	 tarul.	n.	
1179	Kulung	telma	plain	 maidān.	n.	
1180	Kulung	telme	1. younger brother's wife 2. elder brother's wife's younger sister.		n.	527
1181	Kulung	telpɔ	villager	 gāuṃle.	n.	
1182	Kulung	tema	pour in, (obs.) fuck	 hālnu.	vt-2 [1: tes- 2: te-]	
1183	Kulung	temecha	female relatives (sisters etc.)		n.	
1184	Kulung	temma	suffer, endure, undergo	 sahanu, khapnu, jhelnu.	vt-2 [1: teps- 2: tem-]	
1185	Kulung	temniNka	last year	 pohor.	adv.	
1186	Kulung	te:ma	arrive	 pugnu.	vi-2 [1: tek- 2: te:-]	977
1187	Kulung	thɔ:mla	uphill	 ukālo.	adv.	
1188	Kulung	thɔ:nam	damp season (from September to November).		n.	
1189	Kulung	thudi	first beer from a batch	 jeṭhā jāṃḍ.	n.	
1190	Kulung	thuima	pull, braid, spin (on a wasnam 'handspindle')	 tānnu, kātnu.	vt-5 [1: thut- 2: thutt- 3: thui- 4: thun- 5: thu:-]	551
1191	Kulung	thum	triangular straw-basket in which fermented maize is put and to which water is added for the preparation of nurma	 chapanī.	n.	
1192	Kulung	thumma	hem	 biṭ mārnu.	vt-4 [1: thup- 2: thupp- 3: thum-]	
1193	Kulung	thunam	field	 jaggā.	n.	489
1194	Kulung	thu:ma	be stabbed in the ground (e.g. stick)	 gāḍinu.	vi-3 [1: thuks- 2: thu:-]	550
1195	Kulung	thu:ma	stab in the ground (e.g. stick)	 gāḍnu.	vt-2 [1: thuks- 2: tu:-]	550
1196	Kulung	thu:ma	pierce, prick, stab	 ghocnu.	vt-4 [1: thuN- 2: thuNN- 3: thu:-]	550
1197	Kulung	thuwa	spittle, sputum, saliva	 thuk.	n.	577
1198	Kulung	timma	push, press on	 thicnu.	vt-4 [1: tim- 2: timm- 3: tim-]	579
1199	Kulung	ti:ma	burn (of fire or light)	 balnu.	vi-4 [1: tit- 2: ti:- 3: tin-]	910
1200	Kulung	ti:ma	thread, string (e.g meat on a bamboo twig).		vi-5 [1: tik- 2: ti:- 3: tik-]	
1201	Kulung	titi	thorn, scale (of fishes, etc.)	 kāṃḍā, katlā.	n.	830
1202	Kulung	tɔbuwa	life, life span	 āyu.	n.	
1203	Kulung	tɔdi	as much as	 jati.	adv.	
1204	Kulung	tɔkci	brain	 gidī.	n.	267
1205	Kulung	tɔl	ward	 ṭol.	n.	
1206	Kulung	tɔma	look at, discern	 hernu.	vt-8 [1: tɔi- 2: tɔ- 3: tǝi- 4: tǝ- 5: tui- 6: tu- 7: ta- 8: tɔk-]	582
1207	Kulung	he:ma	cut, harvest, pick up	 ṭipnu, reṭnu.	vt-2 [1: hek- 2: he:-]	26
1208	Kulung	hep	some	 kehī.	adj.	
1209	Kulung	heplɔ	sometimes	 kahile kehī.	adv.	
1210	Kulung	heppa	some people	 kasaile.	adj.	
1211	Kulung	hǝlma	open	 kholnu, ughārnu.	vt-4 [1: hǝl- 2: hǝll- 3: hǝl-]	38
1212	Kulung	hǝmma	swell	 sunninu, phulinu.	vi-1 [1: hǝm-]	46
1213	Kulung	hǝmma	sip, lap up, slurp.		vt-4 [1: hǝp- 2: hǝpp- 3: hǝm-]	45
1214	Kulung	hǝnna	now, at this moment	 aba.	adv.	13
1215	Kulung	hǝrdi	curcuma, Curcuma longa	 besār.	n.	
1216	Kulung	hǝrma	split in two (e.g. split bamboo when making a chelm), peel off.		vt-2 [1: hǝrs- 2: hǝr-]	39
1217	Kulung	hi	blood	 ragat.	n.	24
1218	Kulung	hibunam	the shaman's magic wand, made of the bamboo species baphu (q.v.)	 phurke.	n.	
1219	Kulung	hik	wind	 hāvā.	n.	798
1220	Kulung	hik kelma	be windy	 hāvā calnu.	vi-1 [1: kel-]	
1221	Kulung	hilma	level, make level	 sammyāunu.	vt-4 [1: hil- 2: hill- 3: hil-]	
1222	Kulung	hilwapa	soggy (rice)	 gilo.	adj.	
1223	Kulung	hima	scrape, scratch	 khurkyāunu.	vt-4 [1: his- 2: hiss- 3: hi-]	915
1224	Kulung	himma	cut (with a sickle; horizontally)	 kāṭnu.	vt-4 [1: hip- 2: hipp- 3: him-]	27
1225	Kulung	hi:ma	raise, bring up (livestock, children), care for	 pālnu, hurkāunu.	vt-4 [1: hiN- 2: hiNN- 3: hi:-]	848
1226	Kulung	hirkɔ	away.		adv.	
1227	Kulung	khɔntɔdi	that much.		adv.	
1228	Kulung	khɔ:lɔ	all, every	 sab.	adv.	125
1229	Kulung	khɔ:lɔpi	everywhere.		adv.	125
1230	Kulung	khɔ:ma	cut, shave, hack (moving knife towards object)	 kāṭnu.	vt-2 [1: khɔks- 2: khɔ:-]	136
1231	Kulung	khɔ:ma	cut, shave	 kāṭnu.	vt-3 [1: kǝk- 2: kɔ:- 3: kɔk-]	136
1232	Kulung	khɔ:ma	pound (e.g. in a chumbɔ 'mortar').		vt-3 [1: khǝk- 2: khɔ:- 3: khɔk-]	181
1233	Kulung	khɔ:ma	see	 dekhnu.	vt-4 [1: khɔN- 2: khɔNN- 3: khɔ:-]	73
1234	Kulung	khɔ:skɔ	viewfinder of a photocamera.		n.	
1235	Kulung	khɔrɔ:	if	 bhane.	conj.	
1236	Kulung	khɔrɔ:dɔsɔN	although, albeit	 bhae ta pani.	conj.	
1237	Kulung	khɔrɔ:na	in that manner.		adv.	
1238	Kulung	khɔusi	cotton	 kapās.	n.	
1239	Kulung	khudɔ	honey	 maha.	n.	147
1240	Kulung	khuigi	whistle.		n.	
1241	Kulung	khuigi mǝma	whistle	 suselnu.	vt-6 [1: mui- 2: mu- 3: mǝi- 4: mǝ-]	
1242	Kulung	khuima	singe the skin of a slaughtered pig.		vt-5 [1: khut- 2: khutt- 3: khui- 4: khun- 5: khu:-]	93
1243	Kulung	khuima	wipe, wipe up	 puchnu.	vt-5 [1: khui- 2: khuiy- 3: khui- 4: khun- 5: khu:-]	
1244	Kulung	khuima	sharpen	 udhyāunu.	vt-5 [1: khui- 2: khuiy- 3: khui- 4: khun- 5: khu:-]	
1245	Kulung	khul	bark of the Daphne spec., from which paper is made	 loktā.	n.	
1246	Kulung	khulum	hole in the ground, pit	 khāḍal.	n.	419
1247	Kulung	puchɔ	worm	 kīrā.	n.	753
1248	Kulung	pui	source	 mūl.	n.	
1249	Kulung	puima	shave off (skinning an animal)	 khulkyāunu.	vt-5 [1: put- 2: putt- 3: pui- 4: pun- 5: pu:-]	
1250	Kulung	puima	boil (water), reach the boiling-point)	 umlinu.	vt-5 [1: pui- 2: puiy- 3: pui- 4: pun- 5: pu:-]	667
1251	Kulung	pukma	foam	 phīṃj.	n.	825
1252	Kulung	pumlu	bottom, buttocks	 cāk.	n.	680
1253	Kulung	pumma	wring, squeeze	 nicornu.	vt-4 [1: pup- 2: pupp- 3: pum-]	710
1254	Kulung	pumma	make a fist	 mūṭhī pārnu.	vt-2 [1: pups- 2: pum-]	826
1255	Kulung	puN	horn of a water buffalo, used as an instrument, esp. during the tɔs-festival.		n.	
1256	Kulung	punchiri	spider	 mākurā.	n.	709
1257	Kulung	puNgur	kind of bird.		n.	
1258	Kulung	pupɔ	rhesus monkey, Macaca mulata	 bāṃdar.	n.	916
1259	Kulung	pupulpa	round, spherical	 ḍalle.	adj.	953
1260	Kulung	pupulpa	any round, spherical object	 ḍallo.	n.	
1261	Kulung	puri	cucumber	 kāṃkro.	n.	591
1262	Kulung	purma	to spin a thread into a cord.		vt-2 [1: purs- 2: pur-]	751
1263	Kulung	pusǝi	husband of paternal aunt	 phupājyū.	n.	678
1264	Kulung	pusi	beauty of shape	 rup.	n.	
1265	Kulung	pusiwa	see pusi		n.	
1266	Kulung	puwɔ	roasted millet.		n.	
1267	Kulung	hals	March/April	 caitra.	n.	
1268	Kulung	hama	distribute	 bāṃḍnu.	vt-2 [1: has- 2: ha-]	797
1269	Kulung	hamma	be light	 halukā hunu.	vi-1 [1: ham-]	
1270	Kulung	hamma	stick, get stuck (in)	 aḍkanu, aljhanu.	vt-4 [1: hap- 2: happ- 3: ham-]	79
1271	Kulung	hamma	spread over, e.g. faeces over a field	 phailāunu.	vt-2 [1: haps- 2: ham-]	
1272	Kulung	haN	king	 rājā.	n.	768
1273	Kulung	ha:dem	when?, at what time?	 kahile.	pron.	48
1274	Kulung	ha:de:-i	when	 kahile.	pron.	48
1275	Kulung	ha:-kǝ lam-la-i	which way?	 kun bāṭo-bāṭa.	pron.	48
1276	Kulung	ha:pi	where?	 kahāṃ.	pron.	48
1277	Kulung	ha:rɔi	whereto?	 katā.	pron.	48
1278	Kulung	hargem	cymbals	 jhāmṭo.	n.	
1279	Kulung	harma	be dry (grains, leaves, grass, etc.).		vi-1 [1: har-]	28
1280	Kulung	harpa	dried	 sukeko.	adj.	28
1281	Kulung	hayam	very	 nikai.	adv.	36
1282	Kulung	hebɔwa	lumbar region of the back		n.	
1283	Kulung	helma	mother of son-in-law	 samdhinī.	n.	34
1284	Kulung	helpa	father of son-in-law	 samdhī.	n.	34
1285	Kulung	hemma	embrace, hug	 aṃgālo hālnu.	vt-4 [1: hep- 2: hepp- 3: hem-]	29
1286	Kulung	hendahenda	curious.		adj.	
1287	Kulung	mbal	horizontal, level	 terso.	adv.	
1288	Kulung	mei	thingummy, what-d'you-call-it		n.	
1289	Kulung	meksa	thither, towards there (on same plain, (from speaker)	 utā.	adv.	630
1290	Kulung	mektɔ	upward (from speaker)	 ubho.	adv.	
1291	Kulung	me:dɔkǝ	if it is the case.		conj.	
1292	Kulung	me:si	water buffalo	 bhaiṃsī.	n.	
1293	Kulung	meri	tail	 pucchar.	n.	629
1294	Kulung	merwa	hoarfrost		n.	
1295	Kulung	metɔNka	two years ago	 parār.	adv.	
1296	Kulung	mǝima	be finished	 saknu, siddhinu.	vi-4 [1: mǝt- 2: mǝi- 3: mǝn-]	610
1297	Kulung	mǝima	finish, complete	 siddhyāunu.	vt-5 [1: mǝt- 2: mǝtt- 3: mǝi- 4: mǝn- 5: mǝ:-]	610
1298	Kulung	mǝma	do	 garnu.	vt-6 [1: mui- 2: mu- 3: mǝi- 4: mǝ-]	606
1299	Kulung	mǝma	grandmother (either paternal or maternal; male or female speaking)	 bajyai.	n.	616
1300	Kulung	mǝmma	wipe out, erase	 meṭnu	vt-4 [1: mǝp- 2: mǝpp- 3: mǝm-]	628
1301	Kulung	mǝnpi	there, in there	 tyahāṃ.	adv.	630
1302	Kulung	mi	fire	 āgo.	n.	613
1303	Kulung	mikhicha	near.		adv.	
1304	Kulung	mikka	therefrom.		adv.	
1305	Kulung	mikma	smoke	 dhūvāṃ.	n.	74
1306	Kulung	mikpɔwa	the bamboo species Arundinaria racemosa	 māliŋgo.	n.	
1307	Kulung	bɔN	1. paternal uncle, older or younger than father 2. husband of mother's younger sister	 kākā.	n.	756
1308	Kulung	bɔNpa	wedding intermediary.		n.	
1309	Kulung	bɔ:	pig (black species)	 suŋgur.	n.	698
1310	Kulung	bɔ:ci	nine.		num.	783
1311	Kulung	bɔ:lu	stone wall	 gāro.	n.	
1312	Kulung	bɔ:ma	cook (of solid foodstuffs)	 pakāunu.	vt-2 [1: bɔks- 2: bɔ:-]	
1313	Kulung	bɔ:sma	kind of insect (resembling a fly, but a bit larger)		n.	753
1314	Kulung	bɔrɔ	frog, toad	 khasre, bhyāguto.	n.	652
1315	Kulung	bɔtɔNgali	April/May	 vaisākh.	n.	
1316	Kulung	bɔutɔ	shoulder (as seen from behind), shoulder blades	 kum.	n.	639
1317	Kulung	bɔwa	leaf, petal of a flower	 pāt.	n.	739
1318	Kulung	bu	1. elder brother 2. wife's elder sister's husband 3. husband's elder sister's husband	 dāi.	n.	668
1319	Kulung	bubu bubu	together on one spot.		adv.	
1320	Kulung	bucum	the great bear (star constellation).		n.	
1321	Kulung	buima	undress, uncloth, put off jewelry, glasses	 (lugā) kholnu.	vt-5 [1: but- 2: butt- 3: bui- 4: bun- 5: bu:-]	702
1322	Kulung	bukhɔ	small tightly-woven bamboo basket for storage of grains (archaic: pugɔ)	 ḍālo.	n.	
1323	Kulung	buksi	kind of antelope	 ghoral.	n.	
1324	Kulung	bul	July/August	 sD rāvaṇ.	n.	
1325	Kulung	bulma	run	 dagurnu.	vi-3 [1: buls- 2: bul-]	784
1326	Kulung	bululuwa	thunder	 caṭyāŋ parcha	n.	641
1327	Kulung	saka	hungry		adj.	255
1328	Kulung	sakhi	thread	 dhāgo.	n.	156
1329	Kulung	sakumbu	Kulung ritual language.		n.	
1330	Kulung	sala	brother-in-law	 sālā.	n.	
1331	Kulung	sali	sister-in-law	 sālī.	n.	
1332	Kulung	salisɔ:N	kind of weed that looks like a rice-plant.		n.	
1333	Kulung	salma	voice	 svar.	n.	
1334	Kulung	sam	root	 jaro.	n.	
1335	Kulung	samai	time	 samay.	n.	
1336	Kulung	sambeluN	hearthstone towards front of the house.		n.	
1337	Kulung	samei	eardrum.		n.	
1338	Kulung	sameimidɔ:ri	temple of the head.		n.	
1339	Kulung	samkhai	name of a vegetable	 māgan sāg.	n.	
1340	Kulung	samkhe	potato	 ālu.	n.	
1341	Kulung	samlɔme	woman married outside the clan.		n.	
1342	Kulung	samma	have enough (esp. of food)	 pugnu.	vi-3 [1: sap- 2: sam-]	278
1343	Kulung	samme	Sherpa woman.		n.	
1344	Kulung	sampa	Sherpa man.		n.	
1345	Kulung	samriN	Sherpa language.		n.	
1346	Kulung	saniwa	intelligence	 buddhi.	n.	262
1347	Kulung	khǝbǝrma lǝma	burp.		vi-7 [1: lɔi- 2: lɔ- 3: lǝi- 4: lǝ-]	
1348	Kulung	khǝljǝma	goitre	 gāṃḍ.	n.	144
1349	Kulung	khǝlma	move from one place to another	 osārnu,	vt-4 [1: khǝl- 2: khǝll- 3: kǝl-]	150
1350	Kulung	khǝm	lid of a pot	 birko, ḍhakanā.	n.	135
1351	Kulung	khǝma	collect, store up, heap up	 sāṃcnu, thupārnu.	vt-2 [1: khǝs- 2: khǝ-]	
1352	Kulung	khǝmla	ravine	 kholso.	n.	
1353	Kulung	khǝmma	pound	 kuṭnu.	vt-4 [1: khǝp- 2: khǝpp- 3: khǝm-]	
1354	Kulung	khǝmma	fan the fire, blow the fire to make it burn	 phuknu.	vt-4 [1: khǝp- 2: khǝpp- 3: khǝm-]	
1355	Kulung	khǝmma	cover, put the lid on a pot	 chopnu, ḍhāknu.	vt-4 [1: khǝp- 2: khǝpp- 3: khǝm-]	135
1356	Kulung	khǝrsamdɔ	Kulung name of ward no. 3 in  Chemsīŋ.		n.	
1357	Kulung	khi	Himalayan nettle, Girardinia diversifolia (Link) Friis, from which the fiber is used to make clothing like waistcoat, trousers, etc.	allo	n.	
1358	Kulung	khikhirpa	round, cirular	 golo.	adj.	54
1359	Kulung	khikka	then	 tyaspachi.	adv.	
1360	Kulung	khikkana	afterwards	 tyaspachi.	adv.	
1361	Kulung	khikpa	bitter	 tīto.	adj.	131
1362	Kulung	khil	faeces, ash (of a cigarette)	 guhu.	n.	52
1363	Kulung	khim	house	 ghar.	n.	60
1364	Kulung	khima	scorch, burn	 ḍaḍhnu.	vi-3 [1: khi:- 2: khi-]	133
1365	Kulung	khima	comb	 kapāl kornu.	vt-4 [1: khi:- 2: khi:y- 3: khi-]	809
1366	Kulung	khimchini	rightside (East) of the house.		n.	
1367	Kulung	khuma	be a thief.		vi-3 [1: khus- 2: khu-]	157
1368	Kulung	khuma	steal	 cornu.	vt-4 [1: khus- 2: khuss- 3: khu-]	157
1369	Kulung	khumma	bury	 gāḍnu.	vt-4 [1: khum- 2: khumm- 3: khum-]	167
1370	Kulung	khumma	cause to meet, join	 milāunu, joḍnu.	vt-4 [1: khup- 2: khupp- 3: khum-]	
1371	Kulung	khunjuna	on one's knees.		adv.	
1372	Kulung	khuNkǝ	he, that one	 tyo.	dem.	196
1373	Kulung	khuNma	chief, king	 adhyakṣa, rājā.	n.	
1374	Kulung	khunwa	pus	 pīp.	n.	186
1375	Kulung	khu:ma	wear (on head or shoulder)	 oḍhnu.	vt-2 [1: khuks- 2: khu:-]	64
1376	Kulung	khurma	carry on the back	 boknu.	vt-1 [1: khur-]	179
1377	Kulung	khururuwa	circular hand-driven millstone (also with haplology: khuruwa)	 jāṃto.	n.	145
1378	Kulung	khusma	thief (female)	 cor.	n.	157
1379	Kulung	khuspa	thief	 cor.	n.	157
1380	Kulung	khuwɔlu	ocean	 samudra.	n.	199
1381	Kulung	kiksi	kind of small fish.		n.	
1382	Kulung	kilma	plaster, smear with siṃdur	 lipnu.	vt-4 [1: kil- 2: kill- 3: kil-]	189
1383	Kulung	kima	mildew.		n.	
1384	Kulung	kima	seize	 samātnu.	vt-4 [1: ki:- 2: ki:y- 3: ki-]	
1385	Kulung	kima	frighten	 tarsāunu.	vi-3 [1: kis- 2: ki-]	805
1386	Kulung	kimma	fear	 ḍar.	n.	
1387	Kulung	wɔ:ma	enter	 pasnu.	vi-3 [1: wɔN- 2: wɔ:-]	603
1388	Kulung	wɔ:ma	cry for help	 guhārnu.	vi-3 [1: wɔk- 2: wɔ:-]	
1389	Kulung	wɔsɔ	headgear made of the feathers of peacock and chicken and worn by a nɔkchɔ or mɔ:bɔcha.		n.	
1390	Kulung	wɔwɔ	all right, in good health	 sanco.	adj.	
1391	Kulung	ya	edge of a blade of a knife	 dhār.	n.	203
1392	Kulung	yaber	wild dog, Cyon rutilans	 bvāṃso.	n.	
1393	Kulung	yachabim	broom	 kuco.	n.	
1394	Kulung	yaima	be finished	 saknu, siddhinu.	vi-4 [1: yat- 2: yai- 3: yan-]	
1395	Kulung	yaima	finish (+ infinitive)	 siddhyāunu.	vt-5 [1: yat- 2: yatt- 3: yai- 4: yan- 5: ya:-]	
1396	Kulung	yakpɔwa	name of a tree.		n.	
1397	Kulung	yama	tickle	 kutkutyāunu.	vt-2 [1: yas- 2: ya-]	222
1398	Kulung	yamma	pick (with one's finger).		vt-4 [1: yap- 2: yapp- 3: yam-]	
1399	Kulung	yasi	Indian elk	 thāral.	n.	
1400	Kulung	yemma	thresh	 kuṭnu.	vt-2 [1: yeps- 2: yem-]	204
1401	Kulung	yemma	eat greedily	 ghicnu.	vt-4 [1: yep- 2: yepp- 3: yem-]	204
1402	Kulung	yenam	rainy season, monsoon (from July to September).		n.	934
1403	Kulung	ye:ma	hear	 sunnu.	vt-2 [1: yen- 2: ye:-]	448
