RN	DOCULECT	REFLEX	CONCEPT	NEPALI	GFN	ETYMON
862	Dumi	tsenirma	fifth born (offspring or sibling)		n.adj.fem.	
863	Dumi	tsenirmi	(of a married female) fifth born (offspring or sibling)		n.fem.	
864	Dumi	tsenɨ	fifth born (offspring or sibling)		n.adj.masc.	
865	Dumi	tsenɨse	fifth born son		n.masc.	
866	Dumi	tsennɨ	1) recognize 2) select, choose	1) cinnu 2) rojnu, chānnu.	vt-5b tsend/tsen-tsents/tses-tse-tsen	
867	Dumi	tsennɨ	teach	 sikāunu.	vt-5b tsend/tsen-tsents/tses-tse-tsen	
868	Dumi	tseńsinɨ	learn	 siknu.	vr.non-erg.	
869	Dumi	tse:tnɨ	be torn or split	 phāṭnu	vi-3 tsi:ts/tsi:s-tse:t	
870	Dumi	tse:tnɨ	tear		vt-4 tsi:d/tsi:t-tsi:ts/tsi:s-tse:t	
871	Dumi	tsep	calf, calves (of the leg).		n.	
872	Dumi	tsepsa:lu	fibula		n.	
873	Dumi	tsepsu	the calf muscle (of a leg).		n.	
874	Dumi	tsǝmlikpɨ	dancer	 nāci hĩḍne.	n.	
875	Dumi	tsǝmnɨ	dance	 nācnu	vi-3 tsum-tsǝm	
876	Dumi	tsǝmnɨ	split lengthwise (sɨ 'wood', pa:bu 'bamboo')	 cirnu, phornu	vt-3 tsum-tsǝm	
877	Dumi	tsǝmpǝbhu	the tree Michelia champaca	 cāʔp-ko rukh	n.	
878	Dumi	tsǝmpǝlɨ	ant	 kamilo.	n.	
879	Dumi	tsǝmpǝlɨti:	ants' eggs.		n.	
880	Dumi	tsǝpnɨ	write	 lekhnu.	vt-2a tsǝpt/tsǝp-tsuph/tsup	
881	Dumi	hilisiʔim	the disincarnate spirit of a male who has died an inauspicious death		n.	
882	Dumi	hi:	blood	 ragat	n.	
883	Dumi	hi:knɨ	(with toksɨ 'neck') turn one's head at the neck, glance back, turn one's head around	 pharkāunu.	vt-2a hi:kt/hi:k-hi:kh/hi:k	
884	Dumi	hi:lamdɨ	blood vessel.		n.	
885	Dumi	hi:Ńsinɨ	look back and forth, look from side to side, to and fro.		vr.non-erg.	
886	Dumi	hi:tǝ	1) how much, how many; 2) intensely	 jati..., jhanai... .	adv.	
887	Dumi	hi:tǝm	how much, how many	 kati.	adv.	
888	Dumi	hi:tǝm	red	 rāto	adj.	
889	Dumi	hi:yǝ	when	 kahile.	adv.	
890	Dumi	hi:yǝ-khi:kǝ	since when	 kahile dekhi.	adv.	
891	Dumi	hipnɨ	reap (with a sickle: belo-ʔa )	 phārnu.	vt-2a hipt/hip-hiph/hip	
892	Dumi	hɨʔɨ	wind		n.	
893	Dumi	hɨktɨri:m	the tree Quercus semicarpifolia	 kharsu, karsu.	n.	
894	Dumi	hɨlnɨ	cough	 khoknu.	vi-1 hɨl	
895	Dumi	hɨlnɨ	get mixed up	 misinu.	vi-1 hɨl	
896	Dumi	hɨlnɨ	mix, blend, mix up	 misāunu,	vt-1 hɨl	
897	Dumi	hɨNnɨ	wait, await	 parkhanu.	vt-1 hɨN	
898	Dumi	hɨplo	1) hot (of liquids and bodily warmth) 2) as an intensifier in the expression: hɨplo wǝm oppressive heat, a scorcher	1) tāto	adj.	
899	Dumi	hɨrnɨ	1) fan (e.g. mi 'fire'); 2) with -nu 'nose', snore		vt-2a hɨrd/hɨr-hɨr	
900	Dumi	hɨtnɨ	burn (+ inedible, e.g. sɨ 'firewood')	 ḍaḍhnu.	vt-2a hɨt-hɨts/hɨs	
901	Dumi	kepnɨ	stick, attach, glue	 ṭāʔsnu.	vt-2a kept/kep-kiph/kip	
902	Dumi	kepnɨ	sting	 cīlnu.	vt-2a kept/kep-kiph/kip	
903	Dumi	-kǝ	perfect gerund suffix		sf.	
904	Dumi	kǝm	mouth, buccal cavity	 mukh.	n.	
905	Dumi	kǝmrisǝm				
906	Dumi	kǝmsǝm, kǝmrisǝm	moustache	 jhun%gā.	n.	
907	Dumi	kǝmtso	beak, bill, snout, mouth (of animals).		n.	
908	Dumi	kǝmtsoksi, tsoksi	1) lips (human); 2) mouth (buccal cavity) and lips; beak, bill, snout, muzzle (non-human).		n.	
909	Dumi	kǝNkɨ	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=kaNk{y}&method_proto=substring" target="_blank">kaNkɨ.</A>			
910	Dumi	-kǝy	with		postp.	
911	Dumi	khano:the	well		adv.	
912	Dumi	kha:di:m	1) sea, ocean 2) fluid, liquid	 samudra	n.	
913	Dumi	Kha:di:m-kaNkɨ	1) the Primordial Ocean, the water of the Primordial Ocean 2) the herbal millet beer potion which the shaman carries in his solotɨm.	1) mahāsamudra	n.	
914	Dumi	kha:di:mkɨ	well.		n.	
915	Dumi	kha:di:m-kɨbi	the primordial ocean shaman, an epithet of the purple clad naksö-kɨbi, q.v.		n.	
916	Dumi	kha:kpɨ	bitter	 tīto.	adj.	
917	Dumi	kha:ktɨp	gall bladder	 pito, pitto.	n.	
918	Dumi	kha:mdim	alcoholic decoction		n.	
919	Dumi	kha:nǝm	juice, extract		n.	
920	Dumi	kha:nɨ	be bitter, taste bitter		vi-1 kha:	
921	Dumi	de:lbɨ	a collection of villages, a cluster of settlements.		n.	
922	Dumi	de:lkɨ	village water source, village well.		n.	
923	Dumi	de:lme	large village, bazar.		n.	
924	Dumi	de:nɨ	colligative aspectivizer with transitive verbs		vt-4 dit-dits/dis-det	
925	Dumi	de:rnɨ	suit someone	 suhāunu.	vt-1 di:r-de:r	
926	Dumi	de:sinɨ	colligative aspectivizer with reflexive verbs		vr.non-erg	
927	Dumi	-de:y	1) about, around, near; 2) by way of.	 nera, nira	postp.	
928	Dumi	depnɨ	cover, cover up, shut off, seal	 chopnu, ḍhāknu	vt-2a dept/dep-di:ph/di:p	
929	Dumi	dǝbe:lbhu	the tree Garuga pinnata	 dabdabe.	n.	
930	Dumi	dǝkhlö	head	 ṭāuko.	n.	
931	Dumi	dǝkhlö-sa:lu	skull (in its entirety)		n.	
932	Dumi	dǝklo	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=d{@}khl{o"}&method_proto=substring" target="_blank">dǝkhlö.</A>		n.	
933	Dumi	dǝtnɨ	1) fetch (e.g. water); 2) set (a trap, e.g. pha:r 'a snare').	1 - tāpnu	vt-2a dǝt-duts/dus	
934	Dumi	dhanum	bow		n.	
935	Dumi	dha:mro:	1) cliff, precipice; 2) avalanche (with ho:tnɨ vi-3 'come' or khotnɨ vi-3 'go')	1) bhīr; 2) pahiro	n.	
936	Dumi	dha:mro:-sisa:mro:	cliffs and escarpments, rocky mountain slopes, rock faces.		n.poet.	
937	Dumi	dhitnɨ	follow	 pachyāunu.	vt-2a dhit-dhits/dhis	
938	Dumi	ḍhukum	Streptopelia spp. (tranquebarica, chinensis, orientalis) species of turtledove known in Nepali by the name ḍhukur, slightly smaller than a pigeon		n.	
939	Dumi	dhunɨ	(only with third singular patient agreement) dig (e.g. a hole)	 khannu	vt-6a dha-dhuy/dhu-dhɨ-dho	
940	Dumi	dhyǝknɨ	be or become plugged up, be or become sealed off.		vi-1 dhyǝkh/dhyǝk	
941	Dumi	limtsǝmi	1) Miss; formal term of address for an unmarried woman 2) marriageable young man.	sus!rī	n.	
942	Dumi	linɨ	frolicsome aspectivizer 'prance about'		vi-3 liN-li	
943	Dumi	li:	penis	 lāḍo	n.	
944	Dumi	li:m	sprout, shoot, bud	 ṭusā, munā.	n.	
945	Dumi	li:mtɨm	cultivated plants.		n.	
946	Dumi	li:spu	some species of bamboo suitable for making coyā	 coyā bāʔs.	n.	
947	Dumi	li:tnɨ				
948	Dumi	litnɨ	cut	 kāṭnu.	vt-2a lid/lit-lits/lis	
949	Dumi	litnɨ	turn around, turn over, overturn	 palṭyāunu.	vt-2a lit-lits/lis	
950	Dumi	litnsinɨ	turn over	 palṭinu.	vr.non-erg.	
951	Dumi	lɨ	sturdy large triangular woven basket, made of split bamboo (Nep. bāʔs or nigālā), open at the top, carried on the back and suspended from a wicker-strap lashed across the forehead, employed by porters for transporting freight or fieldhands in transporting and distributing manure or by women in carrying jugs of water and other household freight, etc.; a stick with a horizontal portion at the top, used in conjunction with the lɨ  both as a walking stick and as a support for the thoNga during rest pauses, the horizontal portion of the cane fitting neatly underneath the bottom of the triangular basket	 ḍoko.	n.	
952	Dumi	lɨʔɨ	corpse	 lās!.	n.	
953	Dumi	lɨboʔo	the language Nepali.		n.	
954	Dumi	lɨboʔomɨl	ethnonym denoting the Nepalis (viz., Bāhun, Chetrī ), those who speak lɨboʔo or Nepali.		n.	
955	Dumi	lɨdzǝ, lɨdzǝm	millet	 kodo.	n.	
956	Dumi	lɨkdinna	the day after the day after the day after tomorrow, four days from now		adv.	
957	Dumi	lɨmnɨ	boil something in water	 usinnu.	vt-1 lɨm	
958	Dumi	lɨnɨ	1) (inceptive pseudo-aspectivizer with infinitive) to commence, to begin, to start; 2) (conjugated impersonally) be felt unto someone, make itself felt unto someone; (conjugated personally) feel like, feel: 2a) <i>so:ʔwa</i> <i>lɨnɨ</i> be hungry unto someone; 2b) <i>kɨmin</i> <i>lɨnɨ</i> be thirsty unto someone; 2c) <i>so:ʔyǝmbɨ</i> ('famine') <i>lɨnɨ</i> be in effect, be going on (of a famine); 2d) <i>di:r</i> <i>lɨnɨ</i> feel pleasure, enjoy, like; 2e) <i>minnɨ</i> <i>lɨnɨ</i>  to remember; 2g) <i>dzuʔu</i> <i>lɨnɨ</i> feel cold 2h) <i>khǝtn</i> <i>lɨnɨ</i> feel ashamed, be put to shame 3) perform, do (in lexicalized combinations): 3a) <i>bele</i> <i>lɨnɨ</i> goof around, loaf off 3b) <i>le:</i> <i>lɨnɨ</i> sing 3c) <i>mintǝlǝlǝ</i> <i>lɨnɨ</i> be deeply engrossed in thought, be pensive 3d) (with <i>gh</i>ɨmɨ</i> spinning) twirl about, rotate along an axis	2) lāgnu	vi-4 lo:-lɨ-lu	
959	Dumi	lɨNkhɨ	yeast, leaven		n.	
960	Dumi	lɨnnɨ	go under, pass under the horizon (of na:m 'the sun')		vi-3 lɨnts/lɨs-lɨt	
961	Dumi	dzɨlöm	flint, flintstone	 cakmak	n.	
962	Dumi	dzɨnɨ	be eaten, be edible.		vi-4 dzo:-dzɨ-dzuy/dzu	
963	Dumi	dzɨnɨ	durative aspectivizer affixed to intransitive verb stems		vi-4 dzo:-dzɨ-dzuy/dzu	
964	Dumi	dzoʔdɨme	cannibal woman.		n.	
965	Dumi	dzuʔu	cold, chill		n.	
966	Dumi	dzuʔye:m	cold (of liquids)	 ciso	adj.	
967	Dumi	dzunɨ	1) eat 2) take an oath (sɨptɨ )	1) khānu	vt-6a dza-dzuy/dzu-dzɨ-dzo	
968	Dumi	dzunɨ	durative aspectivizer affixed to transitive verb stems		vi-6a dza-dzuy/dzu-dzɨ-dzo	
969	Dumi	dzunɨmɨl	food, foodstuffs	 khāne kurāharū.	n.	
970	Dumi	dzunɨN	moon, moonshine	 jūn, candra.	n.	
971	Dumi	e:nɨ	shit, defaecate	 hagnu	vi-2 e:-i:y/i:	
972	Dumi	gaNge:rma	a species of forest bamboo (Nep. ban bāʔs ) found in the Tarāī		n.	
973	Dumi	ga:ʔnɨ	1) burn (of lamps); 2) light, lamp	1) balnu	1) vi-1 ga:/ga:ʔ 2) n.	
974	Dumi	ga:ro	wall.		n.	
975	Dumi	ghaNge:rsɨ	the thorny Crateagus (Pyracantha) crenulata, not or no longer native to Dumi-speaking territory	 ghangāru.	n.	
976	Dumi	ghɨmi	spinning, twirling about, rotation along an axis		adv.	
977	Dumi	ghokta	oesophagus, inside of the throat.		n.	
978	Dumi	ghupiri	sacred bamboo species Cephalostachyum capitatum (Nep. gopya bāʔs) which Kirāntīs are said not to be allowed to cultivate, and from which sacred implements and attributes of the Dumi shaman (Nep. dhāmī ) are made		n.	
979	Dumi	gi:mnɨ	set (of na:m 'the sun')		vi-1 gi:m	
980	Dumi	gɨmnɨ	brood (eggs)	 othryāunu	vt-1 gɨm	
981	Dumi	mɨnɨ	1) sisi mɨnɨ, observe the practice of sisi, i.e. the practice of sprinkling a bit of cooked rice onto the floor next to one's plate prior to commencement of any meal in order to feed and thereby appease any malicious spirits which might be in the house. Sisi  is performed again if anyone should enter the house or be heard rustling about outside during the course of the meal, thereby possibly unwittingly escorting a malevolent ghost to dinner from outdoors; the practice of sisi is also observed when eating out of doors on the road where the risk of being afflicted by a disincarnate spirit is greater  2) kakharɨ mɨnɨ, gargle, gurgle, esp. in preparing ti spit or to spew out phlegm 3) waʔwaʔ mɨnɨ, vomit, throw up, puke 4) bǝllǝ mɨnɨ make haste, hurry 5) samsam [&lt; sam spirit] mɨnɨ to exorcise, esp. to conduct a healing ceremony propitiate the deities (agent: naksö-sele) 6) tsili ('wrath') mɨnɨ lose one's temper	1) apsānī carāunu; 3) ulṭī garnu, vaman garnu	vt-6a ma-muy/mu-mɨ-mo	
982	Dumi	mɨnnɨ	1) do something (inanimate patient), do something unto someone (animate patient) 2) (with tɨmlo ) converse, talk [calque &lt; Nep. kurā garnu ] 3) (with golpɨ 'big') raise someone (Nep. ṭhūlo pārnu ) 4) lalikha mɨnnɨ love someone or something	1) garnu; 2) kurā garnu; 3) ṭhūlo pārnu 6) upakār garnu, bhalāi garnu 11) kām garnu.	vt-7 ma-mɨts/mɨs-mɨt-mɨ-muy/mu-mo	
983	Dumi	mɨnnɨ	be conceived (a child)		vi-3 mɨnts/mɨs-mɨt	
984	Dumi	mɨnnɨ	(with wa:lǝ 'lie') tell a lie, lie		vt-3 mɨns/mɨs-mɨt	
985	Dumi	mɨr, ɨmɨr	the pigmented (usually black) glass hairs on the culm sheathes clothing the internodes of a bamboo culm		n.	
986	Dumi	mɨtnɨ	1) auxiliary of the negative perfect and negative pluperfect of transitive verbs; 2) in the expression: -tsili boʔo mɨtnɨ make someone angry, arouse someone's ire; 3) as a causativizer, taking the bare stem of the causativized verb as a preverb, e.g. remmɨtnɨ, ri:mɨtnɨ; 4) (with dzuʔu 'cold' as non-ergatively marked agent), be afflicted by the cold, be cold, feel the cold	rīs (kurā ) uṭhāunu	1-3) vt-2a mɨd/mɨt-mɨts/mɨs 4) imp.vt-2a mɨd/mɨt-mɨts/mɨs	
987	Dumi	mɨtnsinɨ	(with rantam twirling) twirl about, spin, go around in circles		vr.non-erg.	
988	Dumi	moʔo	1) name, appellation; 2) Eternal Name given during the ceremony of nukhil dhyǝknɨ, q.v.; 3) the name giving ceremony (both the ceremony of nɨ wa:tnsinɨ during Ti:dam, Tsi:dam, Dibudam and Tsomdam and the actual ceremony of giving the Eternal Name during nukhil dhyǝknɨ ).		n.	
989	Dumi	mohe:m	like that, in that fashion, such		adv.	
990	Dumi	moktsu	1) younger sister's husband; 2) younger sister's husband's younger brother; 3) son-in-law; 4) husband of a younger or elder sibling's daughter; 5) grandson-in-law; 6) husband's younger sister's husband; 7) wife's younger sister's husband.		n.	
991	Dumi	mom	that; 2) pro., he, she, it		1) dem.art.	
992	Dumi	mombi	there		adv.	
993	Dumi	mombɨ	down there		adv.	
994	Dumi	mombu	there, over there (same altitude as point of reference)		adv.	
995	Dumi	mommɨl	they, them, those		pro.pl.	
996	Dumi	momri	bee	 mahurī.	n.	
997	Dumi	momrim khi:m	honey	 maha, madhu.	adj. + n.	
998	Dumi	momtɨ	up there		adv.	
999	Dumi	mo:ksɨ	bear.		n.	
1000	Dumi	mo:ksɨbu	species of bamboo	 bhālū bāʔs.	n.	
1001	Dumi	sa:tnɨ	be or become stopped up, close up, get or become or be clogged or silted up	 bujinu	vi-3 sa:ts:/sa:s-sa:t	
1002	Dumi	sa:tnɨ	plug up, fill in or fill up a hole or cavity	 bujyāunu	vt-2a sa:t-sa:ts/sa:s	
1003	Dumi	sa:ttunɨ	plug something up totally, fill something up in a throrough and organized fashion	 bujyāi rākhnu.	vt-6a sa:tta-sa:ttu/sa:ttuy-sa:ttɨ-sa:tto	
1004	Dumi	sa:yɨ	life force, vital force, spirit		n.	
1005	Dumi	sapho	vide <A HREF="response.cgi?flags=undnnnnp&root=config&basename=/data/sintib/dumet&first=1&text_proto=so:pho&method_proto=substring" target="_blank">so:pho</A> (2).		n.	
1006	Dumi	Sarasɨ	Dumi family name of the Bɨ́rösmi: clan		n.	
1007	Dumi	sel				
1008	Dumi	sélap	plate for cooked rice		n.	
1009	Dumi	se:r	louse	 jumrā	n.	
1010	Dumi	se:r opnɨ	to enact or perform the NiNdza: ceremony	 pitrö bujhāunu.	n. + vt-3 uph/up-op	
1011	Dumi	setnɨ	be killed, get killed		vi-3 sits/sis-set	
1012	Dumi	setnɨ	1) kill 2) extinguish (mi fire) 3) (with se:r 'louse') to louse 4) intoxicate, get drunk, inebriate (agent agreement with intoxicant, patient agreement with recreant)	1) mārnu	vt-4 sid/sit-sits/sis-set	
1013	Dumi	sewa	(less formal than asewa ) greeting; salutation	 namaste.	n.	
1014	Dumi	sewa khotnnɨ	proffer obeisance, greet someone superior to oneself in the social hierarchy by bowing before him on one's knees and touching his feet with one's forehead	 ḍhog dinu	vt-2a khotnd/khotn-khotnts/khos	
1015	Dumi	seyǝrlu	one of the three stones comprising the sɨptɨlu (q.v.), the stone situated away from the wall and nearest to the main entrance.		n.	
1016	Dumi	sǝkkǝ	skin, hide, integument, bark, peel, rind, shell	 bokro, chālā.	n.	
1017	Dumi	sǝlǝmbhu	the tree Shorea robusta	 sāl.	n.	
1018	Dumi	sǝm	body hair; feathers, plumage, scales	 rãũ	n.	
1019	Dumi	sǝmmǝ	up until, until, as far as.		postp.	
1020	Dumi	sǝnǝsɨm	the world, the Earth		n.	
1021	Dumi	wa:tmɨtnɨ	put (jewelry, ornaments) on someone (= patient)	 lagāi dinu	vt-2a wa:t mɨd/mɨt-mɨts/mɨs	
1022	Dumi	wa:tnɨ	bear (children, offspring); yean, calve, whelp	 janmāunu	vt-2a wa:d/wa:t-wa:ts/wa:s	
1023	Dumi	wa:tńsinɨ	1) put on (ornaments), put jewelry on oneself 2) give a nɨ 'name' during the Tsomdam festival or during the ceremony of nukhil dhyǝknɨ.	1) lagāunu	vr.erg.	
1024	Dumi	wa:tntsi	spindle and whorl		n.	
1025	Dumi	wa:tsɨ	manners		n.	
1026	Dumi	wa:tsɨ-wa:rɨ	breeding and cultivation, manners, proper behaviour.		n.	
1027	Dumi	wa:tto	elder brother		n.	
1028	Dumi	wa:ttolu	one of the three stones of the sɨptɨlu, the front stone away from the back wall and furthest from the main entrance.		n.	
1029	Dumi	wa:yle:sbhu	the cotton tree Bombax ceiba or malabaricum	 simbal, simal	n.	
1030	Dumi	wasɨmbhu	the tree Pinus roxburghii	 sallā-ko rukh	n.	
1031	Dumi	waysibhu	the tree Ficus roxburghii	 nibhāro	n.	
1032	Dumi	waytöri	curse (collocates with mɨnnɨ vt-7)	 sarāp.	n.	
1033	Dumi	waytöri-mɨntöri	a solemn curse, a binding lasting curse.		n.	
1034	Dumi	wǝm	1) heat (meteorological); 2) hot (of the ambient air temperature)	garmī	1) n. 2) adj.	
1035	Dumi	wǝmwǝm	the heat, the hot season.		n.	
1036	Dumi	wǝmye:m, waʔye:m	hot (of fluids)	 tāto	adj.	
1037	Dumi	wǝrnɨ	toss overhand, throw overhand, toss far	 phyāʔknu.	vt-2a wǝrd/wǝr-wǝr	
1038	Dumi	wǝrsunɨ	toss off, toss over, throw out, toss out, throw away	 phyāʔki paṭhāunu.	vt-6a wǝrsa-wǝrsuy/wǝrsu-wǝrsɨ-wǝrso	
1039	Dumi	wotnɨ	bring inside or into; carry inside or into.		vt-5a wond/won-wonts/wos-wo-won	
1040	Dumi	-ya	when, whilst.		postp.	
1041	Dumi	ʔe	particle of reported speech or 'hearsay evidential', indicating that the proposition stated in the clause has not come to the knowledge of the speaker through direct observation, but by word of mouth		adv.	
1042	Dumi	a-	possessive prefix: your (singular).		pf.	
1043	Dumi	abo	who.		pro.	
1044	Dumi	ádzǝ	at that time (in the past), once	 uhile	adv.	
1045	Dumi	ádzǝkǝ	later, later on, afterwards, subsequently	 bharai	adv.	
1046	Dumi	ádzǝkhi	then, at that time	 uhile.	adv.	
1047	Dumi	ádzǝNkhini	last year	 pohor	adv.	
1048	Dumi	ádzi:	now	 ahile.	adv.	
1049	Dumi	ádzi:kǝ	in a second, in a minute, right away	 ek chin mā	adv.	
1050	Dumi	aina	mirror.		n.	
1051	Dumi	akbu	bamboo species Arundinaria intermedia	 niŋgālo bāʔs	n.	
1052	Dumi	amla, amlam	ungulate, sheep, buffalo		n.	
1053	Dumi	amlalim	buffalo milk, cow's milk		n.	
1054	Dumi	amlam				
1055	Dumi	amnɨ	today	 āja	n.	
1056	Dumi	amsina	last night	 hijo rātī.	adv.	
1057	Dumi	an	you (singular).		pro.	
1058	Dumi	aN	I, me.		pro.	
1059	Dumi	ani	you (plural).		pro.	
1060	Dumi	ani-	your (plural).		pf.	
1061	Dumi	mo:mǝrǝNdi, mo:mǝsiʔim	the disincarnate spirit of a woman who has been murdered (particularly those who have been beaten to death), drowned, burned alive or fallen to her death		n.	
1062	Dumi	mo:mǝsiʔim				
1063	Dumi	mo:sɨsom	smoke	 dhuvā.	n.	
1064	Dumi	mo:tnɨ	1) get, receive, be endowed with; 2) in nominalized form: fate, lot		vt-2a mo:d/mo:t-mo:ts/mo:s	
1065	Dumi	mo:tsɨ	bamboo, any wild bamboo species.		n.	
1066	Dumi	mopnɨ	(with non-referential third singular patient) grope, touch around for, feel one's way about	 cāmnu.	vt-3 muph/mup-mop	
1067	Dumi	mori	embryo, fruit of the womb		n.	
1068	Dumi	mori-ki:m	womb, uterus.		n.	
1069	Dumi	mori-puma	(also mitsɨm-puma ) menstruation, menses		n.	
1070	Dumi	morombhu	the guyāʔlo tree	 guyāʔlo	n.	
1071	Dumi	mowu	over there, thither		adv.	
1072	Dumi	moykǝ	after that, then, afterwards	 tyas pachi, tyahāʔ dekhi.	n.	
1073	Dumi	mu	mother.		n.	
1074	Dumi	muhe:m	like that, suchlike, such.		adv.	
1075	Dumi	Mukuli-Ya:rita	the father of the original human family, one of the parents of Khopsi-Lɨkpa		n.myth.	
1076	Dumi	muluswasi	maize, corn	 makai	n.	
1077	Dumi	munambhu	the banyan tree Ficus bengalensis	 bar	n.	
1078	Dumi	mupla	middle, centre		n.	
1079	Dumi	mupu	belly, abdomen	 peṭ	n.	
1080	Dumi	Murahoʔ	Dumi family name of the Bɨ́rösmi: clan		n.	
1081	Dumi	repboknɨ	keep on standing	 ubhi basnu	vi-3 rip-rep + vi-1 bokh/bok	
1082	Dumi	repdzɨnɨ	remain standing, be standing	 ubhi rahanu	vi-3 rip-rep + vi-4 dzo:-dzɨ-dzuy/dzu	
1083	Dumi	repmɨtnɨ	persuade, make someone see it your way	 bujhāunu.	vt-2a rep mɨd/mɨt-mɨts/mɨs	
1084	Dumi	repmɨtnɨ	stand something up	 ubhyāunu.	vt-2a rep mɨd/mɨt-mɨts/mɨs	
1085	Dumi	repnɨ	stand	 ubhinu.	vi-3 riph/rip-rep	
1086	Dumi	repnɨ	(with -bi locative) obey someone, agree with someone, heed what someone says, consent to what someone says or demands	 ternu	vt-2a rept/rep-riph/rip	
1087	Dumi	rewo	1) elder brother's wife's younger brother; 2) elder sister's husband's younger brother; 3) younger brother's wife's elder brother; 4) younger sister's husband's elder brother		n.	
1088	Dumi	rǝlnɨ	husk (kernels from the cob; patient: muluswasi 'maize')	 carāunu.	vt-3 rul-rǝl	
1089	Dumi	rǝNgǝli:m	the disincarnate spirit of a man or woman who has died an inauspicious death		n.	
1090	Dumi	rikdzɨnɨ	rock', cf. ibdzɨnɨ ] keep on swaying back and forth, keep on rocking to and fro	 uchiṭti basnu, charkāi basnu.	vi-1 rik + vi-4 dzo:-dzɨ-dzuy/dzu [duratively aspectivized riknɨ 'sway	
1091	Dumi	riknɨ	sway, rock.		vi-1 rik	
1092	Dumi	riknɨ	strew, scatter, disperse	 sārnu.	vt-2a rikt/rik-rikh/rik	
1093	Dumi	riknsunɨ	scatter around the place, strew around	 sāri paṭhāunu.	vt-6a riksa-riksuy/riksu-riksɨ-rikso	
1094	Dumi	rim	snow.		n.	
1095	Dumi	Rimdu	Dumi family name of the Bɨ́rösmi: clan		n.	
1096	Dumi	rimdzɨ	snow (on the ground), ice.		n.	
1097	Dumi	rimdzɨ-bhöri:	small musk deer, Moschus chrysogaster	 kasturī.	n.	
1098	Dumi	rimdzɨ-kɨ	glacial meltwater.		n.	
1099	Dumi	rime	1) elder brother's wife's younger sister; 2) elder sister's husband's younger sister; 3) younger brother's wife's elder sister; 4) younger sister's husband's elder sister		n.	
1100	Dumi	Ri:be:m	1) the Primordial Mother, the mother of Na:ye:m; 2) leafless yellow parasitic creeper without roots, Cuscuta reflexa, found as an epiphyte on green shrubs and trees, esp. in the crowns of plum trees (Nep. biyar )	 ākās!belī	1) n.myth. 2) n.	
1101	Dumi	ańnamma-átsimma	in the future, at some time in the future.		adv.	
1102	Dumi	ańnamma, namma	next year		adv.	
1103	Dumi	antsi	you (dual).		pro.	
1104	Dumi	antsɨ	we (dual exclusive).		pro.	
1105	Dumi	a:lnɨ	unglue, unstick, separate things which are stuck together or otherwise attached to each other; remove (e.g. khǝ́tap 'a scab')	 ukkāunu.	vt-1 a:l	
1106	Dumi	a:nnɨ	return, bring back, take back	 pharkāunu	vt-2a a:nd/a:n-a:nts/a:s	
1107	Dumi	a:ńsinɨ	come back, go back, return	 pharkanu.	vr.non-erg.	
1108	Dumi	a:nsunɨ	escort back.		vt-2a a:n vt-6a sa-suy/su-sɨ-so	
1109	Dumi	a:rkɨ	Kiranti eau-de-vie, millet brandy, distilled from ɨmma (q.v.)	 raksī.	n.	
1110	Dumi	a:tnɨ	1) (irr. takes ergatively marked subject), say 2) impendent pseudo-aspectivizer	 bhannu	vi-3 a:ts/a:s-a:t	
1111	Dumi	a:tnɨkǝ	subordinator marking end of quote, subordinator marking subordinate object clause		sub.	
1112	Dumi	ápe:	already, before	 aghi	adv.	
1113	Dumi	ápe:khini	already, before, just	 aghi nai.	adv.	
1114	Dumi	ápe:m	that of before, last, recent, former, as before.		adj.	
1115	Dumi	appe:bhu	the tree Ficus religiosa	 pīpal ko boṭ	n.	
1116	Dumi	apsi	gum, resin	 khoṭo.	n.	
1117	Dumi	apsibhu	the tree Pinus roxburghii	 sallā ko rukh	n.	
1118	Dumi	arghe:li	Daphne canabina, plant from which the so-called Daphne paper (Nep. Nepālī kāgat ) is made, used by the Dumi to make ri:bha 'rope'	 arghelī	n.	
1119	Dumi	arɨm	other		adj.	
1120	Dumi	arkɨ	other		adj.	
1121	Dumi	tsirtunɨ	urinate in a place or onto something.		vt-6a tsirta-tsiruy/tsirtu-tsirtɨ-tsirto	
1122	Dumi	tsitsim	wife of father's younger brother		n.	
1123	Dumi	tsɨ	yes (emphatic)		expletive	
1124	Dumi	tsɨʔɨ-bɨ	bedbug, Cimex lectularius	 uḍus.	n.	
1125	Dumi	tsɨʔ́ri:lu	the Seeing Stone, one of several epithets for the mythological omniscient stone described as a shiny, polished perfectly flat slab of stone; the stone of yári:-tsɨʔ́ri: 'True Knowledge'		n.myth.	
1126	Dumi	tsɨknɨ	1) be, become, inchoative 'to be'; 2) happen to someone, be felt unto someone	 lāgnu, hunu.	1) vi-1 tsɨkh/tsɨk 2) vt-1 tsɨkh/tsɨk	
1127	Dumi	tsɨknɨ	understand (with inanimate patient); know, be familiar with (with animate patient)	 bujhnu, cinnu	vt-2a tsɨkt/tsɨk-tsɨkh/tsɨk	
1128	Dumi	tsɨkpɨ	knower, expert, specialist, connoisseur.		adj.	
1129	Dumi	tsɨlɨbutsi	small cauldron.		n.	
1130	Dumi	tsɨmrɨ	backbone, spine, spinal column		n.	
