ID	rn	reflex	GLOSS	x	srcabbr	lgid	language	srcid
934	466083	gan-to-a	comfortable (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.53-II:idx
935	466084	gan-tong	stalk; stick (n)		RB-LMMG	1945	Garo (Bangladesh)	4.670-II:idx
936	466085	gap-a	full (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.26-II:idx
937	466086	gap-et-a	fill (vt)		RB-LMMG	1945	Garo (Bangladesh)	2.26-II:idx
938	466087	ga•-pong	handle (n)		RB-LMMG	1945	Garo (Bangladesh)	5.87-II:idx
939	466088	ga-ri	auto; bus; cart (n)		RB-LMMG	1945	Garo (Bangladesh)	5.86-II:idx
940	466089	gar-jen	guardian (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
941	466090	ga-stu-a	unripe fruit (n)		RB-LMMG	1945	Garo (Bangladesh)	4.692-II:idx
942	466091	gat	guard (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
943	466092	gat-a	build; carry; load (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.62-II:idx
944	466093	ga•-tim-ra	step (n)		RB-LMMG	1945	Garo (Bangladesh)	5.637-II:idx
945	466094	ga•-|ting-dat-a	kick (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.321-II:idx
946	466095	ge•-a	plant (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.14-II:idx
947	466096	gek-a	taste strongly (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.684-II:idx
948	466097	gek-a	add to curry (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
949	466098	gek-gak-a	chatter (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
950	466099	gek-gek	hot (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.673-II:idx
951	466100	gek-gek-a	groan; whimper (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.29-II:idx
952	466101	gel-a	avoid (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.317-II:idx
953	466102	ge-na-si	beans, green (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
954	466103	gen-da	baby; infant (n)		RB-LMMG	1945	Garo (Bangladesh)	6.822-II:idx
955	466104	gen-da-pul	marigolds (n)		RB-LMMG	1945	Garo (Bangladesh)	5.28-II:idx
956	466105	geng•-	blades of grass; seedlings (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.38-II:idx
957	466106	geng-kon-a	curl; turn (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.482-II:idx
958	466107	geng-reng	filter (n)		RB-LMMG	1945	Garo (Bangladesh)	5.438-II:idx
959	466108	gen-ji	shirt; tee shirt; undershirt (n)		RB-LMMG	1945	Garo (Bangladesh)	6.521-II:idx
960	466109	giil-ja-nok	church (n)		RB-LMMG	1945	Garo (Bangladesh)	5.624-II:idx
961	466110	giit	song (n)		RB-LMMG	1945	Garo (Bangladesh)	8.83-II:idx
962	466111	gi-jip	fan (n)		RB-LMMG	1945	Garo (Bangladesh)	5.835-II:idx
963	466112	gi-jo-a	fuss; screech (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.29-II:idx
964	466113	gil-	slices (cls)		RB-LMMG	1945	Garo (Bangladesh)	1.37-II:idx
965	466114	gil-a	beg (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.449-II:idx
966	466115	gil-as	glass (n)		RB-LMMG	1945	Garo (Bangladesh)	5.434-II:idx
967	466116	gil-chrak-a	peel (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.953-II:idx
968	466117	gil-gok-a	peel (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.953-II:idx
969	466118	gil-i-geng-i cha•-gip-a	beggars (n)		RB-LMMG	1945	Garo (Bangladesh)	8.41-II:idx
970	466119	gil-kri-a	clear up (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.323-II:idx
971	466120	gil-si-ri-a	peel; shed skin (vt)		RB-LMMG	1945	Garo (Bangladesh)	4.482-II:idx
972	466121	gim-a-a	lost (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.538-II:idx
973	466122	gim-a-et-a	lose (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.538-II:idx
974	466123	gim-bi	pot (n)		RB-LMMG	1945	Garo (Bangladesh)	5.432-II:idx
975	466124	gim-ik	all; every (n)		RB-LMMG	1945	Garo (Bangladesh)	3.343-II:idx
976	466125	gim-ik jai-ga-o	everywhere (lw)		RB-LMMG	1945	Garo (Bangladesh)	2.13-II:idx
977	466126	gim-in	because (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.13-II:idx
978	466127	gin-ang	along with; with (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.16-II:idx
979	466128	gin•-chi-ra	sieve (n)		RB-LMMG	1945	Garo (Bangladesh)	5.852-II:idx
980	466129	gin-di	flour; powder (n)		RB-LMMG	1945	Garo (Bangladesh)	5.405-II:idx
981	466130	ging	nose; snot (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
982	466131	ging et-a	blow nose (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
983	466132	ging-chi-mik-chi ong•-kat-ing-a	run, nose (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.93-II:idx
984	466133	ging-ki	snot (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
985	466134	ging-kol	nostril (n)		RB-LMMG	1945	Garo (Bangladesh)	6.22-II:idx
986	466135	ging-sik-a	smell strongly (vt)		RB-LMMG	1945	Garo (Bangladesh)	3.688-II:idx
987	466136	ging-si-mrang	fragrant (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.688-II:idx
988	466137	ging-sot-ti	pimple (n)		RB-LMMG	1945	Garo (Bangladesh)	8.955-II:idx
989	466138	ging-tong	snout (n)		RB-LMMG	1945	Garo (Bangladesh)	4.473-II:idx
990	466139	-gin-i	second; two (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3702-II:idx
991	466140	gip-a	enough; reach; sufficient (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.341-II:idx
992	466141	gip-ak-a	embrace; hug (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.531-II:idx
993	466142	gip-bok	white (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.531-II:idx
994	466143	gip-eng-pang	crosswise; sideways (n)		RB-LMMG	1945	Garo (Bangladesh)	2.34-II:idx
995	466144	gip-in	another; different; other (n)		RB-LMMG	1945	Garo (Bangladesh)	3.437-II:idx
996	466145	gip-u-a	leak; ooze (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.22-II:idx
997	466146	gi-ro	bump; joint (n)		RB-LMMG	1945	Garo (Bangladesh)	6.28-II:idx
998	466147	gi-sep-o	among; between (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.11-II:idx
999	466148	-gi-si	dried out (dns)		RB-LMMG	1945	Garo (Bangladesh)	3.74-II:idx
1000	466149	gi-sik	mind (n)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
1001	466150	gi-sik jom-a	unhappy; upset (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.742-II:idx
1002	466151	gi-sik mik-ta	knowledgeable (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
1003	466152	gi-sik nang-a	interested (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.47-II:idx
1004	466153	gi-sik ong•-chak-a	sympathize (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.741-II:idx
1005	466154	gi-sik ra•-a	remember (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.45-II:idx
1006	466155	gi-sik rak-a	intelligent (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.44-II:idx
1007	466156	gi-sik ra•-pil-a	change mind (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
1008	466157	gi-sik ron•-a	attention; pay attention (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.47-II:idx
1009	466158	gi-sik sa-a	unhappy (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.742-II:idx
1010	466159	gi-sik sok-a	smart (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.44-II:idx
1011	466160	gi-sik-a	crow (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.476-II:idx
1012	466161	gi-sik-pil•-a	reform (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
1013	466162	gi-sil-a	separate; set up household (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.657-II:idx
1014	466163	gi-sim	black (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.534-II:idx
1015	466164	gi-sim-mrang-mrang	blackish (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.534-II:idx
1016	466165	-git-a	like; resembling (cm)		RB-LMMG	1945	Garo (Bangladesh)	0.12-II:idx
1017	466166	git-al	new (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.74-II:idx
1018	466167	git-chak	red (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
1019	466168	git-chak-mrang-a	reddish (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
1020	466169	git-cham	old (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.74-II:idx
1021	466170	git-chi	hoe (n)		RB-LMMG	1945	Garo (Bangladesh)	5.831-II:idx
1022	466171	-git-chi-	insultingly (aa)		RB-LMMG	1945	Garo (Bangladesh)	7.27-II:idx
1023	466172	git-chil-a	fall down (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.326-II:idx
1024	466173	git-chit-a	torn (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1025	466174	git-chit-tong-a	torn apart (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1026	466175	git-chit-tring-trang-a	tattered (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1027	466176	git-dap-a	layers (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.647-II:idx
1028	466177	-git-ik-	suddenly; unexpectedly (aa)		RB-LMMG	1945	Garo (Bangladesh)	2.728-II:idx
1029	466178	git-ik-a	squirm; wiggle (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.482-II:idx
1030	466179	git-ik-git-ak	suddenly; unexpectedly (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.728-II:idx
1031	466180	git-ok	neck; throat (n)		RB-LMMG	1945	Garo (Bangladesh)	6.241-II:idx
1032	466181	git-ok-do•-chi	Adam's apple (n)		RB-LMMG	1945	Garo (Bangladesh)	6.241-II:idx
1033	466182	git-ok-nal	esophagus (n)		RB-LMMG	1945	Garo (Bangladesh)	6.27-II:idx
1034	466183	git-ok-srang-ja	hoarse (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.15-II:idx
1035	466184	-git-|tam	third; three (num)		RB-LMMG	1945	Garo (Bangladesh)	3.3703-II:idx
1036	466185	git-tang-a	living (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.690-II:idx
1037	466186	git-tim	neighborhood (n)		RB-LMMG	1945	Garo (Bangladesh)	8.22-II:idx
1038	466187	git-ting	green; raw; uncooked; unripe (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.692-II:idx
1039	466188	git-u-a	boil (vi)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
1040	466189	git-u-ra	lizard (n)		RB-LMMG	1945	Garo (Bangladesh)	4.441-II:idx
1041	466190	git-u-sru-a	boil ove (vi)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
1042	466191	go-a	broadcast; cast; plant; shoot; throw (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1043	466192	go-al-i-nok	cattle shed (n)		RB-LMMG	1945	Garo (Bangladesh)	5.622-II:idx
1044	466193	go-gak-a	throw at (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1045	466194	go-ja-ri	sal tree (n)		RB-LMMG	1945	Garo (Bangladesh)	4.632-II:idx
1046	466195	go-jron-a	fall down; throw around (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.326-II:idx
1047	466196	-gok-	separated (aa)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
1048	466197	-gok-	bent (aa)		RB-LMMG	1945	Garo (Bangladesh)	9.348-II:idx
1049	466198	gok-a	enthusiastic; inclined; want (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.725-II:idx
1050	466199	gok-gok-a	bend over (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.41-II:idx
1051	466200	gol•-	stick (n)		RB-LMMG	1945	Garo (Bangladesh)	4.672-II:idx
1052	466201	gol•-chok	arrow (n)		RB-LMMG	1945	Garo (Bangladesh)	5.845-II:idx
1053	466202	gol•-dik	stick (n)		RB-LMMG	1945	Garo (Bangladesh)	5.833-II:idx
1054	466203	gol•-ding-ding	chips (n)		RB-LMMG	1945	Garo (Bangladesh)	4.673-II:idx
1055	466204	gol•-ki	shabby (n)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1056	466205	gol•-kreng-a	thin (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.46-II:idx
1057	466206	gol-mo-ris	pepper (n)		RB-LMMG	1945	Garo (Bangladesh)	5.405-II:idx
1058	466207	gol-po	story (n)		RB-LMMG	1945	Garo (Bangladesh)	7.12-II:idx
1059	466208	gol•-si-ri	chips (n)		RB-LMMG	1945	Garo (Bangladesh)	4.673-II:idx
1060	466209	gom	wheat (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
1061	466210	go-min-da	squash (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
1062	466211	gon-do-ras	gardenia (n)		RB-LMMG	1945	Garo (Bangladesh)	5.28-II:idx
1063	466212	gong	reed (n)		RB-LMMG	1945	Garo (Bangladesh)	4.652-II:idx
1064	466213	gong•-a	inclined; want (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.725-II:idx
1065	466214	gong-brap-a	fall over (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
1066	466215	gong•-gak-a	broken (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.282-II:idx
1067	466216	gong-ge-a	bent; curved (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.318-II:idx
1068	466217	gong-ge-a	disagree; disobey (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.33-II:idx
1069	466218	gong-ge-bak-a	curve; waving (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.318-II:idx
1070	466219	gon•-gon-a	stir (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.46-II:idx
1071	466220	gong•-rak-a	fast; rapidly (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.726-II:idx
1072	466221	gong•-rak-e	quickly (adv)		RB-LMMG	1945	Garo (Bangladesh)	0.5-II:idx
1073	466222	gong•-rak-sak-sak	quickly (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.726-II:idx
1074	466223	gon-ta	bell; gong; hours (n)		RB-LMMG	1945	Garo (Bangladesh)	2.53-II:idx
1075	466224	go•-ok-a	come loose; loose; loosen; plucked (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.572-II:idx
1076	466225	gop-ma-a	chubby; fat (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.48-II:idx
1077	466226	gop-ram	grave (n)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
1078	466227	go-pri-pra•-a	scatter (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1079	466228	go-|ra	horse (n)		RB-LMMG	1945	Garo (Bangladesh)	5.35-II:idx
1080	466229	go-rai-a	stir; turn (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.645-II:idx
1081	466230	go-re-a	revolve (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.214-II:idx
1082	466231	go-ri	clock; watch (n)		RB-LMMG	1945	Garo (Bangladesh)	5.838-II:idx
1083	466232	go-rim-rim-a	roll (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1084	466233	go-ring-ri-a	swing in circle (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.253-II:idx
1085	466234	go-sri-sra-a	scatter; throw around (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1086	466235	go-stap-a	throw to ground (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.54-II:idx
1087	466236	go-wek-a	throw at (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.631-II:idx
1088	466237	gra-gra	shower (adv)		RB-LMMG	1945	Garo (Bangladesh)	4.325-II:idx
1089	466238	gran	dried (n)		RB-LMMG	1945	Garo (Bangladesh)	5.401-II:idx
1090	466239	grang	feather; wing (n)		RB-LMMG	1945	Garo (Bangladesh)	4.471-II:idx
1091	466240	grap-a	cry; wail; weep (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.29-II:idx
1092	466241	greng	bone (n)		RB-LMMG	1945	Garo (Bangladesh)	6.28-II:idx
1093	466242	gri	without (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.16-II:idx
1094	466243	gri-a	improve (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.91-II:idx
1095	466244	-grik-	each other (aa)		RB-LMMG	1945	Garo (Bangladesh)	0.41-II:idx
1096	466245	grik-a	clear, of liquids (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.714-II:idx
1097	466246	grik-a	dance (vt)		RB-LMMG	1945	Garo (Bangladesh)	8.83-II:idx
1098	466247	grim	close; together (pp)		RB-LMMG	1945	Garo (Bangladesh)	1.16-II:idx
1099	466248	grim-grim	together (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
1100	466249	grin-a	collapse; slide down (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
1101	466250	gring-a	howl (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.476-II:idx
1102	466251	grip-a	close; cover; enclose (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.62-II:idx
1103	466252	grip-dap-a	cover (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.647-II:idx
1104	466253	grip-grap	unexpectedly (adv)		RB-LMMG	1945	Garo (Bangladesh)	7.48-II:idx
1105	466254	grit	suggar cane (n)		RB-LMMG	1945	Garo (Bangladesh)	5.23-II:idx
1106	466255	gro	length (n)		RB-LMMG	1945	Garo (Bangladesh)	2.34-II:idx
1107	466256	gro	case, legal; commit; legal case (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.13-II:idx
1108	466257	gro cha•-a	compensation (vph)		RB-LMMG	1945	Garo (Bangladesh)	8.15-II:idx
1109	466258	gro dak-e	lengthwise (adv)		RB-LMMG	1945	Garo (Bangladesh)	2.34-II:idx
1110	466259	grong	feelers; horn (n)		RB-LMMG	1945	Garo (Bangladesh)	4.473-II:idx
1111	466260	grong-a	meet (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.317-II:idx
1112	466261	grop-a	collapse (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.212-II:idx
1113	466262	gru-a	unravel (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.292-II:idx
1114	466263	gu-a	areca (n)		RB-LMMG	1945	Garo (Bangladesh)	5.22-II:idx
1115	466264	gu-al-a	forget (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.45-II:idx
1116	466265	gu-|ang	spider (n)		RB-LMMG	1945	Garo (Bangladesh)	4.464-II:idx
1117	466266	gu-a-si	rib; vein of leaf (n)		RB-LMMG	1945	Garo (Bangladesh)	6.28-II:idx
1118	466267	gu-bol	dung (n)		RB-LMMG	1945	Garo (Bangladesh)	4.475-II:idx
1119	466268	gu-gu-a	lonely; miss (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.743-II:idx
1120	466269	gul-ap	rose (n)		RB-LMMG	1945	Garo (Bangladesh)	5.28-II:idx
1121	466270	gul•-gul-a	thunder (vi)		RB-LMMG	1945	Garo (Bangladesh)	4.342-II:idx
1122	466271	gul-gul-a	round; spherical (vi)		RB-LMMG	1945	Garo (Bangladesh)	2.313-II:idx
1123	466272	gu-me	brother in law (n)		RB-LMMG	1945	Garo (Bangladesh)	6.614-II:idx
1124	466273	gu-na	wire (n)		RB-LMMG	1945	Garo (Bangladesh)	5.88-II:idx
1125	466274	gu-ri	fog; mist (n)		RB-LMMG	1945	Garo (Bangladesh)	4.329-II:idx
1126	466275	gu-ru-ma	sugar (n)		RB-LMMG	1945	Garo (Bangladesh)	5.405-II:idx
1127	466276	gus	bribe (n)		RB-LMMG	1945	Garo (Bangladesh)	8.442-II:idx
1128	466277	gut-am	button (n)		RB-LMMG	1945	Garo (Bangladesh)	6.598-II:idx
1129	466278	ha•-	earth; ground; land; soil (n)		RB-LMMG	1945	Garo (Bangladesh)	4.242-II:idx
1130	466279	ha re-wa-a	dirty with earth (vi)		RB-LMMG	1945	Garo (Bangladesh)	3.716-II:idx
1131	466280	ha•-ba	fields (n)		RB-LMMG	1945	Garo (Bangladesh)	5.112-II:idx
1132	466281	ha•-ba hu•-a	cultivate; slash and burn (vph)		RB-LMMG	1945	Garo (Bangladesh)	5.113-II:idx
1133	466282	ha•-ba song-ba	property (n)		RB-LMMG	1945	Garo (Bangladesh)	8.423-II:idx
1134	466283	ha•-bol	firewood (n)		RB-LMMG	1945	Garo (Bangladesh)	5.423-II:idx
1135	466284	ha•-bol-nok	wood shed (n)		RB-LMMG	1945	Garo (Bangladesh)	5.622-II:idx
1136	466285	ha•-bri	hill; mountain (n)		RB-LMMG	1945	Garo (Bangladesh)	4.232-II:idx
1137	466286	ha-bu-a	bathe (vi)		RB-LMMG	1945	Garo (Bangladesh)	6.57-II:idx
1138	466287	ha-bu-dil-a	bathe (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.57-II:idx
1139	466288	ha•-chik	hill; mountain; slope (n)		RB-LMMG	1945	Garo (Bangladesh)	4.232-II:idx
1140	466289	ha•-dam	location; place; site (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
1141	466290	ha•-dap-a	bury (vt)		RB-LMMG	1945	Garo (Bangladesh)	6.79-II:idx
1142	466291	ha-da-su-rang	dragon fly (n)		RB-LMMG	1945	Garo (Bangladesh)	4.469-II:idx
1143	466292	ha•-dip-ek	mud (n)		RB-LMMG	1945	Garo (Bangladesh)	4.246-II:idx
1144	466293	ha•-dip-u	ashes (n)		RB-LMMG	1945	Garo (Bangladesh)	5.421-II:idx
1145	466294	ha•-dok	area; location; place; region (n)		RB-LMMG	1945	Garo (Bangladesh)	2.11-II:idx
1146	466295	ha•-ga	land (n)		RB-LMMG	1945	Garo (Bangladesh)	4.232-II:idx
1147	466296	ha•-gat-e	outside (adv)		RB-LMMG	1945	Garo (Bangladesh)	5.644-II:idx
1148	466297	ha•-gil-sak	earth; world (n)		RB-LMMG	1945	Garo (Bangladesh)	4.231-II:idx
1149	466298	ha•-gin-dil-a	dust (n)		RB-LMMG	1945	Garo (Bangladesh)	4.248-II:idx
1150	466299	ha•-gop	hole (n)		RB-LMMG	1945	Garo (Bangladesh)	2.38-II:idx
1151	466300	ha-guk	grasshopper (n)		RB-LMMG	1945	Garo (Bangladesh)	4.469-II:idx
1152	466301	hai•-a	know; understand (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.41-II:idx
1153	466302	hai-brens	bench (n)		RB-LMMG	1945	Garo (Bangladesh)	5.82-II:idx
1154	466303	hai•-chak-a	anticipate; expect (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.48-II:idx
1155	466304	hai-gil-a	stork (n)		RB-LMMG	1945	Garo (Bangladesh)	4.43-II:idx
1156	466305	hai•-man-a ku•-man-a	clever (vph)		RB-LMMG	1945	Garo (Bangladesh)	0.7-II:idx
1157	466306	hai•-man-a ku•-man-a	clever (vph)		RB-LMMG	1945	Garo (Bangladesh)	7.44-II:idx
1158	466307	hai•-rik-a	recognize (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.45-II:idx
1159	466308	hak-a	cough up; spit (vi)		RB-LMMG	1945	Garo (Bangladesh)	9.44-II:idx
1160	466309	ha•-keng-krak	clay (n)		RB-LMMG	1945	Garo (Bangladesh)	4.242-II:idx
1161	466310	ha•-kil-ok	hole (n)		RB-LMMG	1945	Garo (Bangladesh)	2.38-II:idx
1162	466311	ha•-kim	lineage bond (n)		RB-LMMG	1945	Garo (Bangladesh)	6.651-II:idx
1163	466312	ha•-kin	white ants (n)		RB-LMMG	1945	Garo (Bangladesh)	4.465-II:idx
1164	466313	ha•-kin-te	land, of village (n)		RB-LMMG	1945	Garo (Bangladesh)	4.244-II:idx
1165	466314	ha•-kol	hole (n)		RB-LMMG	1945	Garo (Bangladesh)	2.38-II:idx
1166	466315	ha•-kong	valley (n)		RB-LMMG	1945	Garo (Bangladesh)	4.232-II:idx
1167	466316	hal	team (n)		RB-LMMG	1945	Garo (Bangladesh)	5.154-II:idx
1168	466317	hal we-a	cultivate; plow (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.154-II:idx
1169	466318	hal-a	plow (vt)		RB-LMMG	1945	Garo (Bangladesh)	5.154-II:idx
1170	466319	hal-i	dyke (n)		RB-LMMG	1945	Garo (Bangladesh)	5.114-II:idx
1171	466320	ha•-ma	family (n)		RB-LMMG	1945	Garo (Bangladesh)	5.112-II:idx
1172	466321	ham•-a	about to; almost; ask; desire; want (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.725-II:idx
1173	466322	ha-mak	macaque; monkey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.418-II:idx
1174	466323	ha-mak rang-gol	hanuman; langur; monkey (n)		RB-LMMG	1945	Garo (Bangladesh)	4.418-II:idx
1175	466324	ha•-mang	earth; soil (n)		RB-LMMG	1945	Garo (Bangladesh)	4.242-II:idx
1176	466325	ham-chak-a	endure; put up with (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.56-II:idx
1177	466326	ham•-chrak-a	demand (vt)		RB-LMMG	1945	Garo (Bangladesh)	7.36-II:idx
1178	466327	ham•-pil-a	reverse; stir; sweep; turn (vt)		RB-LMMG	1945	Garo (Bangladesh)	9.327-II:idx
1179	466328	ham•-pok	stool (n)		RB-LMMG	1945	Garo (Bangladesh)	5.82-II:idx
1180	466329	ham-sok-a	able; capable; confident; manage (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.55-II:idx
1181	466330	han•-	body (n)		RB-LMMG	1945	Garo (Bangladesh)	6.21-II:idx
1182	466331	han bo-a	swell up (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.956-II:idx
1183	466332	han cheng•-a	drunk; healthy (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.91-II:idx
1184	466333	han•-chak-a	endure; put up with (vi)		RB-LMMG	1945	Garo (Bangladesh)	7.56-II:idx
1185	466334	han•-cheng	sand (n)		RB-LMMG	1945	Garo (Bangladesh)	4.242-II:idx
1186	466335	han•-chi	blood (n)		RB-LMMG	1945	Garo (Bangladesh)	6.29-II:idx
1187	466336	han•-dil	odor of body (n)		RB-LMMG	1945	Garo (Bangladesh)	3.688-II:idx
1188	466337	han•-ding-a	fever (vi)		RB-LMMG	1945	Garo (Bangladesh)	8.93-II:idx
1189	466338	han•-gi-sim	dark complexion (n)		RB-LMMG	1945	Garo (Bangladesh)	3.534-II:idx
1190	466339	han•-git-chak	light complexion (n)		RB-LMMG	1945	Garo (Bangladesh)	3.532-II:idx
1191	466340	hang-jang	hurriedly; without reason (adv)		RB-LMMG	1945	Garo (Bangladesh)	3.44-II:idx
1192	466341	hang•-ki	crab (n)		RB-LMMG	1945	Garo (Bangladesh)	4.458-II:idx
