GLOSS	AMBIGUITY	COVERAGE	SOURCES
tower / pagoda		1	TBL
tower / pagoda (big)		1	TBL
tower / pagoda (for spirit worship)		1	TBL
town		1	GEM-CNL
train		1	ZMYYC
transplant (rice seedlings)		1	TBL
trap		1	GEM-CNL
trap / pitfall		1	TBL
tray (wooden)		1	TBL
tread		1	ZMYYC
treasured object / treasure		1	TBL
treat / cure		1	ZMYYC
tree trunk		1	ZMYYC
tribe		1	GEM-CNL
trip-hammer for hulling rice		1	TBL
trip-hammer for hulling rice (stone)		1	TBL
trip-hammer for hulling rice (wooden)		1	TBL
trivet		1	TBL
true (words)		1	TBL
trumpet		1	GEM-CNL
trunk		1	TBL
trunk / box		1	ZMYYC
try / attempt		1	TBL
tube (bamboo) for blowing on a fire		1	TBL
tube (sheepskin pantsleg) for blowing on a fire		1	TBL
turbid / muddy		1	ZMYYC
turmeric		1	GEM-CNL
turn		1	GEM-CNL
turn (a corner)		1	TBL
turn (cause to)		1	TBL
turn (round and round)		1	TBL
turn / hand over / consign		1	TBL
turn a mill / grindstone		1	TBL
turn around		1	TBL
turn inside out (clothing) or the reverse		1	TBL
turn one's head to the back		1	TBL
turn over (on bed)		1	TBL
turnip		1	ZMYYC
turtledove		1	TBL
twenty-one		1	ZMYYC
twist (a towel)		1	TBL
twist (hemp fibers) between the palms		1	TBL
twist together		1	ZMYYC
two-stringed instrument		1	ZMYYC
ugly (bad)		1	TBL
ugly (looking)		1	TBL
umbrella		1	TBL
umbrella (lit. 'cloth hat')		1	TBL
uncle		1	GEM-CNL
uncle (maternal aunt's husband		1	ZMYYC
uncle (maternal)		1	ZMYYC
uncle (maternal) direct addres		1	ZMYYC
uncle (paternal aunt's husband		1	ZMYYC
uncle (paternal, elder)		1	ZMYYC
uncle (paternal, elder)(direct		1	ZMYYC
uncle (paternal, elder)(ref.)		1	ZMYYC
uncle (paternal, younger)		1	ZMYYC
uncle (paternal, younger)(ref)		1	ZMYYC
uncle <father's elder brother>		1	TBL
uncle <father's elder brother> (address)		1	TBL
uncle <father's older sister's husba		1	TBL
uncle <father's sister's husba		1	TBL
uncle <father's sister's husba (= father's o. bro)		1	TBL
uncle <father's sister's husband>		1	TBL
uncle <father's younger brother>		1	TBL
uncle <father's younger sister's husba		1	TBL
uncle <mother's brother>		1	TBL
uncle <mother's older brother>		1	TBL
uncle <mother's older sister's husband>		1	TBL
uncle <mother's sister's husba (= as 'mom's br.')		1	TBL
uncle <mother's sister's husband>		1	TBL
uncle <mother's younger brother>		1	TBL
uncle <mother's younger sister's husband>		1	TBL
uncle(mom's elder sis' husband		1	ZMYYC
uncooked / raw		1	TBL
under		1	GEM-CNL
under (the sky)		1	TBL
under (the table)		1	TBL
underneath		1	ZMYYC
understand / grasp		1	TBL
unit of dry measure for grain (=1 decaliter)		1	TBL
unit of dry measure for grain (lit. 'small liter')		1	TBL
unseam (clothing)		1	TBL
unseam (clothing) (causative)		1	TBL
unseam (clothing) (simplex)		1	TBL
untie / undo		1	TBL
until		1	GEM-CNL
up		1	GEM-CNL
upper half of the body		1	TBL
upper part of / upper reaches		1	TBL
upper part of / upper reaches (distal)		1	TBL
upper part of / upper reaches (headwaters)		1	TBL
upper part of / upper reaches (proximal)		1	TBL
upright		1	ZMYYC
upright (N)		1	ZMYYC
upstairs		1	TBL
upstairs (second floor, where people live)		1	TBL
upwards		1	TBL
urge / hurry / speed up		1	TBL
urinate		1	TBL
use or lean on (a walking stic		1	TBL
used / old		1	TBL
used / old (of things)		1	TBL
uvula		1	TBL
valey		1	GEM-CNL
vat / jar		1	TBL
vat / jar (copper)		1	TBL
vat / jar (pottery / earthenware)		1	TBL
vat / jar (stone)		1	TBL
vegetable (cooked)		1	TBL
vegetable (uncooked)		1	TBL
vegetable garden		1	ZMYYC
vehicle		1	ZMYYC
vertical		1	TBL
vicinity / nearby		1	TBL
vicinity / nearby (of a village)		1	TBL
vine (melon)		1	TBL
violate / breach		1	TBL
vulture (cinereous)		1	TBL
wages		1	ZMYYC
wake up (from sleep when it's loud)		1	TBL
wake up (from sleep)		1	TBL
wall (earthen, cob wall)		1	TBL
wall (stone)		1	TBL
walnut		1	TBL
want (to go)		1	TBL
want / need		1	TBL
want to eat (meat) badly		1	TBL
want;will / shall		1	ZMYYC
war		1	GEM-CNL
war, go to / battle		1	TBL
warehouse / storehouse		1	TBL
warm (oneself) near fire		1	ZMYYC
warm oneself by (a fire)		1	TBL
warn		1	GEM-CNL
warp (loom)		1	GEM-CNL
warped, be (e.g. wooden boards)		1	TBL
wart		1	TBL
wash (face)		1	GEM-CNL
wash (generic)		1	GEM-CNL
wash (hand)		1	ZMYYC
wash (pots)		1	GEM-CNL
wash (self)		1	GEM-CNL
washbasin		1	ZMYYC
watch		1	TBL
water (boiled)		1	TBL
water (in a river, well)		1	TBL
water (in a vessel)		1	TBL
water / sprinkle / irrigate		1	TBL
water / sprinkle / irrigate (earth)		1	TBL
water / sprinkle / irrigate (flowers)		1	TBL
water buffalo		1	ZMYYC
water flowers;water ground		1	ZMYYC
water mill		1	TBL
watery / thin (porridge)		1	TBL
wave		1	TBL
wave / wield		1	TBL
wax		1	GEM-CNL
we (dual, inclusive)		1	TBL
we (excl.)		1	GEM-CNL
we (incl.)		1	GEM-CNL
we (two)		1	TBL
we all		1	TBL
weak		1	GEM-CNL
wear		1	GEM-CNL
wear (a bracelet)		1	TBL
wear (a garment)		1	TBL
wear (a hat)		1	TBL
wear (a turban)		1	TBL
wear / bear		1	TBL
weasel (yellow)		1	TBL
weather		1	TBL
weave (a basket)		1	TBL
weave / knit		1	TBL
wedge (wooden)		1	TBL
weep		1	ZMYYC
weft		1	GEM-CNL
weigh		1	ZMYYC
weigh (food)		1	TBL
welcome, bid s.b. / greet		1	TBL
weld / solder		1	TBL
well (adv)		1	GEM-CNL
well (natural)		1	ZMYYC
well-behaved / lovable (child)		1	TBL
west (lit. 'sun set place')		1	TBL
what?		1	GEM-CNL
wheat bran		1	TBL
wheel		1	TBL
when		1	TBL
when?		1	GEM-CNL
where?		1	GEM-CNL
whet (a knife)		1	TBL
which		1	ZMYYC
while, a		1	TBL
whip (for urging a cow)		1	TBL
whip (for urging a horse)		1	TBL
whip / thrash		1	TBL
whip for horse		1	ZMYYC
whisper		1	GEM-CNL
who?		1	GEM-CNL
whole		1	GEM-CNL
why?		1	GEM-CNL
wicked		1	GEM-CNL
wide (in diameter) / coarse		1	TBL
wide (in diameter) / coarse (of a rope)		1	TBL
wide (in diameter) / coarse (of roasted barley)		1	TBL
wide (in diameter) / coarse (of texture)		1	TBL
wide / broad		1	TBL
wide / broad (clothing)		1	TBL
wide / broad (road)		1	TBL
widower		1	GEM-CNL
wife (address)		1	TBL
wife (proper, honorable)		1	TBL
wife (reference)		1	TBL
wife (vulgo)		1	TBL
wild goose		1	ZMYYC
win / triumph		1	ZMYYC
wind (thread onto a keel)		1	TBL
wind;gale		1	ZMYYC
wing, feather, fin		1	ZMYYC
winter (lit. 'dry season')		1	TBL
wipe (the table)		1	TBL
wipe away / erase		1	TBL
wise		1	GEM-CNL
wish		1	GEM-CNL
witch / sorceress		1	TBL
with (accompaniment)		1	GEM-CNL
withdraw / take out		1	TBL
withhold the facts / conceal		1	TBL
within		1	GEM-CNL
without		1	GEM-CNL
witness		1	GEM-CNL
wizard / sorcerer		1	TBL
wizard / sorcerer (local area)		1	TBL
wizard / sorcerer (pastoral area)		1	TBL
wok (frying)		1	TBL
wok (large, iron) / pan		1	TBL
wonderful		1	GEM-CNL
wood		1	ZMYYC
wood (timber)		1	GEM-CNL
wood / log		1	TBL
woodcut		1	TBL
woodpecker		1	TBL
wool / fleece		1	TBL
wool / fleece (goat)		1	TBL
wool / fleece (sheep)		1	TBL
word		1	GEM-CNL
word / character		1	ZMYYC
work		1	GEM-CNL
worker		1	ZMYYC
world		1	GEM-CNL
worm		1	GEM-CNL
worry / anxious, be		1	TBL
worship		1	GEM-CNL
worship / make obeisance to		1	TBL
woven, tightly (fabric)		1	TBL
wring (e.g. wet cloth)		1	ZMYYC
wrinkle		1	TBL
wrinkle (on face)		1	TBL
wrinkle (on forehead)		1	TBL
wrinkled / creased		1	TBL
wristwatch		1	ZMYYC
wrong / mistaken		1	ZMYYC
wrong / mistaken (N)		1	ZMYYC
wrong, be		1	TBL
yak		1	TBL
yak (female)		1	TBL
yak (male)		1	TBL
yam		1	GEM-CNL
yawn		1	TBL
year (age of person, animal)		1	ZMYYC
year / age		1	ZMYYC
year of the chicken		1	TBL
year of the dog		1	TBL
year of the dragon		1	TBL
year of the horse		1	TBL
year of the monkey		1	TBL
year of the mouse		1	TBL
year of the ox		1	TBL
year of the pig		1	TBL
year of the rabbit		1	TBL
year of the ram		1	TBL
year of the snake		1	TBL
year of the tiger		1	TBL
year's (work)		1	TBL
year, last		1	ZMYYC
year, next		1	ZMYYC
year, this		1	ZMYYC
yeast		1	GEM-CNL
yell / shout		1	TBL
yes		1	GEM-CNL
yesterday evening / last night		1	TBL
you (sg.)		1	ZMYYC
young woman (unmarried)		1	ZMYYC
younger brother		1	TBL
younger brother (address by o. brother)		1	TBL
younger brother (address by o. sister)		1	TBL
younger brother (address)		1	TBL
younger brother (addressby o. sister)		1	TBL
younger brother (reference)		1	TBL
younger sister		1	TBL
younger sister (address by o. brother)		1	TBL
younger sister (address by o. sister)		1	TBL
younger sister (address)		1	TBL
younger sister (reference by brothers)		1	TBL
yourself		1	TBL
yuan (Chinese money)		1	TBL
yuan (Chinese money) (lit. = clf. for flat obj.)		1	TBL
yuan (Chinese money) (renminbi)		1	TBL
yuan (Chinese money) (silver dollar)		1	TBL
zero		1	ZMYYC
February		2	TBL,ZMYYC
January		2	TBL,ZMYYC
angry		2	GEM-CNL,ZMYYC
ankle		2	GEM-CNL,TBL
answer		2	GEM-CNL,ZMYYC
ant		2	TBL,ZMYYC
armpit		2	TBL,ZMYYC
ascend		2	GEM-CNL,ZMYYC
ashes		2	GEM-CNL,ZMYYC
axe		2	GEM-CNL,TBL
baby		2	GEM-CNL,TBL
bark		2	TBL,ZMYYC
barley		2	TBL,ZMYYC
bat		2	TBL,ZMYYC
be		2	GEM-CNL,TBL
beam		2	GEM-CNL,ZMYYC
bear		2	TBL,ZMYYC
bear (fruit)		2	GEM-CNL,TBL
bear fruit		2	GEM-CNL,ZMYYC
bedbug		2	TBL,ZMYYC
bee		2	GEM-CNL,TBL
begin		2	GEM-CNL,ZMYYC
believe		2	GEM-CNL,ZMYYC
bell		2	TBL,ZMYYC
big		2	GEM-CNL,ZMYYC
birth, give		2	GEM-CNL,ZMYYC
blind person		2	TBL,ZMYYC
blue		2	TBL,ZMYYC
blunt		2	GEM-CNL,ZMYYC
boar		2	TBL,ZMYYC
boat		2	GEM-CNL,ZMYYC
boil	n,v,vi	2	GEM-CNL,ZMYYC
bone		2	GEM-CNL,TBL
bottle		2	TBL,ZMYYC
bowl		2	TBL,ZMYYC
branch		2	GEM-CNL,ZMYYC
brass		2	GEM-CNL,TBL
break		2	GEM-CNL,ZMYYC
brick		2	TBL,ZMYYC
bright		2	TBL,ZMYYC
brother (elder)		2	GEM-CNL,ZMYYC
brother (younger)		2	GEM-CNL,ZMYYC
buckwheat (sweet)		2	TBL,ZMYYC
buffalo		2	GEM-CNL,TBL
bullet		2	GEM-CNL,ZMYYC
burn		2	GEM-CNL,TBL
bury		2	GEM-CNL,TBL
buttocks		2	TBL,ZMYYC
calculate		2	TBL,ZMYYC
calf	n,nbp	2	TBL,ZMYYC
carpenter		2	TBL,ZMYYC
catch		2	GEM-CNL,ZMYYC
cattle		2	GEM-CNL,TBL
cattle (common)		2	TBL,ZMYYC
cave		2	GEM-CNL,ZMYYC
chair		2	GEM-CNL,ZMYYC
charcoal		2	GEM-CNL,TBL
cheek		2	GEM-CNL,TBL
chew		2	TBL,ZMYYC
chopper		2	TBL,ZMYYC
chopsticks		2	TBL,ZMYYC
classifier for people		2	TBL,ZMYYC
classifier for trees		2	TBL,ZMYYC
claw		2	GEM-CNL,ZMYYC
clear (water)		2	TBL,ZMYYC
cliff		2	TBL,ZMYYC
clothes		2	GEM-CNL,ZMYYC
coal		2	TBL,ZMYYC
cock		2	GEM-CNL,TBL
cold		2	GEM-CNL,ZMYYC
cook / boil (rice)		2	TBL,ZMYYC
cough		2	GEM-CNL,TBL
count		2	GEM-CNL,ZMYYC
cow		2	GEM-CNL,TBL
crooked		2	GEM-CNL,ZMYYC
crops		2	TBL,ZMYYC
crow	n,v	2	TBL,ZMYYC
cup		2	GEM-CNL,ZMYYC
dare		2	TBL,ZMYYC
daughter-in-law		2	TBL,ZMYYC
day after tomorrow		2	TBL,ZMYYC
day before yesterday		2	TBL,ZMYYC
deaf person		2	TBL,ZMYYC
deer		2	TBL,ZMYYC
descend		2	GEM-CNL,ZMYYC
dish		2	GEM-CNL,ZMYYC
ditch		2	GEM-CNL,ZMYYC
divide		2	GEM-CNL,ZMYYC
do		2	GEM-CNL,ZMYYC
doctor		2	TBL,ZMYYC
donkey		2	TBL,ZMYYC
dove		2	GEM-CNL,TBL
dragon		2	TBL,ZMYYC
dragon (sky)		2	TBL,ZMYYC
dragonfly		2	TBL,ZMYYC
drop	n,v	2	TBL,ZMYYC
dust		2	GEM-CNL,TBL
dye		2	TBL,ZMYYC
eagle		2	GEM-CNL,ZMYYC
earring		2	GEM-CNL,ZMYYC
earth		2	GEM-CNL,ZMYYC
earthworm		2	TBL,ZMYYC
empty		2	GEM-CNL,TBL
enemy		2	GEM-CNL,ZMYYC
enter		2	GEM-CNL,ZMYYC
exchange		2	TBL,ZMYYC
excrement		2	TBL,ZMYYC
expensive		2	TBL,ZMYYC
eyebrow		2	TBL,ZMYYC
far		2	GEM-CNL,ZMYYC
fart		2	TBL,ZMYYC
fast		2	GEM-CNL,ZMYYC
fat	adj,n	2	GEM-CNL,TBL
father-in-law		2	TBL,ZMYYC
fear		2	GEM-CNL,ZMYYC
feather		2	GEM-CNL,ZMYYC
field		2	GEM-CNL,ZMYYC
firewood		2	TBL,ZMYYC
fist		2	TBL,ZMYYC
float		2	TBL,ZMYYC
flow		2	GEM-CNL,ZMYYC
flute		2	GEM-CNL,ZMYYC
fog		2	TBL,ZMYYC
follow		2	GEM-CNL,TBL
forearm		2	TBL,ZMYYC
forest		2	GEM-CNL,TBL
fox		2	TBL,ZMYYC
front		2	TBL,ZMYYC
frost		2	TBL,ZMYYC
future		2	TBL,ZMYYC
get		2	GEM-CNL,ZMYYC
girl		2	GEM-CNL,TBL
give		2	GEM-CNL,TBL
glad	v,vi	2	GEM-CNL,ZMYYC
go		2	GEM-CNL,ZMYYC
go out		2	GEM-CNL,TBL
gong		2	TBL,ZMYYC
goose		2	TBL,ZMYYC
granddaughter		2	TBL,ZMYYC
grandson		2	TBL,ZMYYC
grape		2	TBL,ZMYYC
grasshopper		2	GEM-CNL,ZMYYC
grave		2	GEM-CNL,ZMYYC
grind		2	GEM-CNL,ZMYYC
guest		2	TBL,ZMYYC
gun		2	GEM-CNL,ZMYYC
gunpowder		2	TBL,ZMYYC
hail		2	TBL,ZMYYC
hair		2	GEM-CNL,TBL
hat		2	TBL,ZMYYC
he		2	GEM-CNL,TBL
hear		2	GEM-CNL,TBL
hide		2	GEM-CNL,ZMYYC
high / tall		2	TBL,ZMYYC
hole		2	GEM-CNL,ZMYYC
hook	n,v	2	GEM-CNL,TBL
horizontal		2	TBL,ZMYYC
host		2	TBL,ZMYYC
how		2	GEM-CNL,TBL
hungry		2	GEM-CNL,ZMYYC
husk		2	GEM-CNL,ZMYYC
ice		2	TBL,ZMYYC
inch		2	TBL,ZMYYC
ink		2	GEM-CNL,ZMYYC
insect / worm		2	TBL,ZMYYC
inside		2	TBL,ZMYYC
intestines		2	GEM-CNL,ZMYYC
jackal		2	GEM-CNL,TBL
king		2	GEM-CNL,TBL
kitchen		2	GEM-CNL,TBL
knead (dough)		2	TBL,ZMYYC
knee		2	GEM-CNL,TBL
kneel		2	TBL,ZMYYC
knife (long)		2	TBL,ZMYYC
ladle		2	GEM-CNL,TBL
lame person		2	TBL,ZMYYC
lamp		2	GEM-CNL,ZMYYC
language		2	GEM-CNL,ZMYYC
laugh		2	GEM-CNL,ZMYYC
leak		2	TBL,ZMYYC
left		2	TBL,ZMYYC
leg		2	GEM-CNL,ZMYYC
leopard		2	GEM-CNL,ZMYYC
lick		2	GEM-CNL,ZMYYC
lie down		2	GEM-CNL,TBL
life		2	GEM-CNL,TBL
light	adj,n	2	TBL,ZMYYC
lightning	n,v	2	GEM-CNL,TBL
lizard		2	GEM-CNL,TBL
lock		2	TBL,ZMYYC
locust		2	GEM-CNL,TBL
lose		2	GEM-CNL,ZMYYC
lose (a game)		2	TBL,ZMYYC
love		2	GEM-CNL,ZMYYC
low		2	GEM-CNL,ZMYYC
lung		2	TBL,ZMYYC
maggot		2	TBL,ZMYYC
magpie		2	TBL,ZMYYC
maize		2	GEM-CNL,ZMYYC
manage	v,vt	2	TBL,ZMYYC
many / much		2	TBL,ZMYYC
marry (a woman)		2	TBL,ZMYYC
match		2	TBL,ZMYYC
measure		2	TBL,ZMYYC
meat		2	GEM-CNL,TBL
medicine		2	TBL,ZMYYC
millet		2	GEM-CNL,TBL
mirror		2	TBL,ZMYYC
monkey		2	TBL,ZMYYC
month		2	TBL,ZMYYC
mortar		2	TBL,ZMYYC
mother-in-law		2	TBL,ZMYYC
mountain		2	GEM-CNL,ZMYYC
mouse		2	GEM-CNL,TBL
move		2	GEM-CNL,TBL
mule		2	TBL,ZMYYC
mushroom		2	TBL,ZMYYC
mute		2	TBL,ZMYYC
navel		2	GEM-CNL,TBL
nest		2	GEM-CNL,ZMYYC
net		2	GEM-CNL,TBL
night		2	GEM-CNL,ZMYYC
nine		2	TBL,ZMYYC
nineteen		2	TBL,ZMYYC
ninety		2	TBL,ZMYYC
nit		2	TBL,ZMYYC
now		2	GEM-CNL,ZMYYC
oil		2	GEM-CNL,ZMYYC
one		2	TBL,ZMYYC
open		2	GEM-CNL,TBL
oppose		2	TBL,ZMYYC
orphan		2	GEM-CNL,TBL
owl		2	GEM-CNL,TBL
pants / trousers		2	TBL,ZMYYC
paper		2	TBL,ZMYYC
pass by		2	GEM-CNL,ZMYYC
past, in the		2	TBL,ZMYYC
pea		2	TBL,ZMYYC
peach		2	TBL,ZMYYC
peacock		2	GEM-CNL,TBL
peanut		2	TBL,ZMYYC
pen		2	GEM-CNL,ZMYYC
pencil		2	TBL,ZMYYC
persimmon		2	TBL,ZMYYC
person		2	GEM-CNL,ZMYYC
pestle		2	TBL,ZMYYC
pheasant		2	TBL,ZMYYC
pick up		2	TBL,ZMYYC
pig		2	TBL,ZMYYC
pigeon		2	GEM-CNL,ZMYYC
pine		2	TBL,ZMYYC
place		2	GEM-CNL,TBL
plait		2	TBL,ZMYYC
plate		2	GEM-CNL,ZMYYC
pointed		2	TBL,ZMYYC
poison		2	GEM-CNL,ZMYYC
pond		2	TBL,ZMYYC
porcupine		2	GEM-CNL,TBL
potato		2	TBL,ZMYYC
press		2	GEM-CNL,ZMYYC
price		2	GEM-CNL,ZMYYC
prison		2	GEM-CNL,TBL
protect		2	TBL,ZMYYC
pull		2	GEM-CNL,ZMYYC
pus		2	TBL,ZMYYC
push		2	GEM-CNL,ZMYYC
rabbit		2	TBL,ZMYYC
receive		2	GEM-CNL,TBL
remember		2	TBL,ZMYYC
rest		2	TBL,ZMYYC
return	v,vt	2	TBL,ZMYYC
return (come back)		2	GEM-CNL,TBL
rib		2	GEM-CNL,TBL
rice (paddy)		2	GEM-CNL,TBL
rice (uncooked)		2	GEM-CNL,ZMYYC
right		2	TBL,ZMYYC
right / correct		2	TBL,ZMYYC
ring		2	TBL,ZMYYC
rise		2	GEM-CNL,ZMYYC
road		2	GEM-CNL,TBL
roof		2	GEM-CNL,TBL
rope		2	GEM-CNL,ZMYYC
round		2	GEM-CNL,ZMYYC
sad		2	GEM-CNL,TBL
saddle		2	TBL,ZMYYC
salty		2	TBL,ZMYYC
scold		2	TBL,ZMYYC
scratch		2	GEM-CNL,ZMYYC
second	adj,num	2	GEM-CNL,TBL
self		2	GEM-CNL,ZMYYC
servant		2	GEM-CNL,TBL
set (of the sun)		2	TBL,ZMYYC
shoot		2	GEM-CNL,ZMYYC
shout	clf,v	2	GEM-CNL,TBL
side		2	TBL,ZMYYC
sink		2	GEM-CNL,TBL
sister (elder)		2	GEM-CNL,ZMYYC
sister (younger)		2	GEM-CNL,ZMYYC
sit		2	GEM-CNL,ZMYYC
six		2	TBL,ZMYYC
sixteen		2	TBL,ZMYYC
sixty		2	TBL,ZMYYC
sleeve		2	TBL,ZMYYC
smooth		2	GEM-CNL,ZMYYC
snail		2	GEM-CNL,TBL
soap		2	TBL,ZMYYC
soldier		2	TBL,ZMYYC
some		2	GEM-CNL,TBL
son-in-law		2	TBL,ZMYYC
soul / spirit		2	TBL,ZMYYC
soup		2	TBL,ZMYYC
sow	n,v	2	GEM-CNL,TBL
speak		2	GEM-CNL,TBL
spoon		2	GEM-CNL,TBL
spring (water)		2	TBL,ZMYYC
square		2	GEM-CNL,ZMYYC
squirrel		2	GEM-CNL,TBL
stick		2	GEM-CNL,ZMYYC
sting		2	GEM-CNL,ZMYYC
stir-fry		2	TBL,ZMYYC
stomach		2	TBL,ZMYYC
stone		2	GEM-CNL,TBL
stupid		2	TBL,ZMYYC
suck		2	GEM-CNL,TBL
sugarcane		2	TBL,ZMYYC
swim		2	GEM-CNL,TBL
take		2	GEM-CNL,ZMYYC
taro		2	GEM-CNL,ZMYYC
tea		2	GEM-CNL,TBL
teacher		2	GEM-CNL,ZMYYC
tear	n,v	2	GEM-CNL,ZMYYC
tell		2	TBL,ZMYYC
temple		2	TBL,ZMYYC
ten		2	TBL,ZMYYC
ten thousand		2	TBL,ZMYYC
thief		2	GEM-CNL,TBL
thirsty		2	GEM-CNL,ZMYYC
thirteen		2	TBL,ZMYYC
thirty		2	TBL,ZMYYC
thorn		2	GEM-CNL,ZMYYC
thousand		2	TBL,ZMYYC
three		2	TBL,ZMYYC
throw		2	GEM-CNL,ZMYYC
thumb		2	GEM-CNL,TBL
tight		2	GEM-CNL,ZMYYC
tile		2	TBL,ZMYYC
tin		2	TBL,ZMYYC
tired		2	GEM-CNL,ZMYYC
tobacco		2	GEM-CNL,ZMYYC
tonight		2	GEM-CNL,TBL
torch		2	GEM-CNL,TBL
tremble		2	GEM-CNL,ZMYYC
twelve		2	TBL,ZMYYC
twenty		2	TBL,ZMYYC
untie		2	GEM-CNL,ZMYYC
valley		2	GEM-CNL,TBL
very		2	GEM-CNL,ZMYYC
voice		2	GEM-CNL,ZMYYC
vomit		2	GEM-CNL,ZMYYC
wake up		2	TBL,ZMYYC
want		2	GEM-CNL,ZMYYC
warm		2	TBL,ZMYYC
we		2	TBL,ZMYYC
we (inclusive)		2	TBL,ZMYYC
we two		2	GEM-CNL,ZMYYC
weave		2	GEM-CNL,ZMYYC
wedge		2	TBL,ZMYYC
what		2	TBL,ZMYYC
wheat		2	TBL,ZMYYC
where		2	TBL,ZMYYC
whip		2	TBL,ZMYYC
who		2	TBL,ZMYYC
wide		2	GEM-CNL,ZMYYC
widow		2	GEM-CNL,TBL
willow		2	TBL,ZMYYC
win		2	TBL,ZMYYC
winnow		2	TBL,ZMYYC
wipe		2	GEM-CNL,ZMYYC
wither		2	TBL,ZMYYC
work / labor		2	TBL,ZMYYC
wound	n,v	2	GEM-CNL,TBL
wrist		2	GEM-CNL,TBL
wrong		2	GEM-CNL,TBL
year after next		2	TBL,ZMYYC
year before last		2	TBL,ZMYYC
you		2	GEM-CNL,TBL
you (pl.)		2	TBL,ZMYYC
young man		2	GEM-CNL,ZMYYC
young woman		2	GEM-CNL,ZMYYC
I		3	GEM-CNL,TBL,ZMYYC
arm		3	GEM-CNL,TBL,ZMYYC
arrive		3	GEM-CNL,TBL,ZMYYC
arrow		3	GEM-CNL,TBL,ZMYYC
bad		3	GEM-CNL,TBL,ZMYYC
bamboo		3	GEM-CNL,TBL,ZMYYC
beard		3	GEM-CNL,TBL,ZMYYC
beautiful		3	GEM-CNL,TBL,ZMYYC
bed		3	GEM-CNL,TBL,ZMYYC
belly		3	GEM-CNL,TBL,ZMYYC
bird		3	GEM-CNL,TBL,ZMYYC
bite		3	GEM-CNL,TBL,ZMYYC
bitter		3	GEM-CNL,TBL,ZMYYC
black		3	GEM-CNL,TBL,ZMYYC
bladder		3	GEM-CNL,TBL,ZMYYC
blood		3	GEM-CNL,TBL,ZMYYC
body		3	GEM-CNL,TBL,ZMYYC
book		3	GEM-CNL,TBL,ZMYYC
bracelet		3	GEM-CNL,TBL,ZMYYC
breast		3	GEM-CNL,TBL,ZMYYC
bridge		3	GEM-CNL,TBL,ZMYYC
broom		3	GEM-CNL,TBL,ZMYYC
bud	n,nveg,v	3	GEM-CNL,TBL,ZMYYC
bull		3	GEM-CNL,TBL,ZMYYC
butterfly		3	GEM-CNL,TBL,ZMYYC
buy		3	GEM-CNL,TBL,ZMYYC
cat		3	GEM-CNL,TBL,ZMYYC
centipede		3	GEM-CNL,TBL,ZMYYC
cheap		3	GEM-CNL,TBL,ZMYYC
chest		3	GEM-CNL,TBL,ZMYYC
chicken		3	GEM-CNL,TBL,ZMYYC
child		3	GEM-CNL,TBL,ZMYYC
chin		3	GEM-CNL,TBL,ZMYYC
clean		3	GEM-CNL,TBL,ZMYYC
cloth		3	GEM-CNL,TBL,ZMYYC
cloud		3	GEM-CNL,TBL,ZMYYC
comb	n,v	3	GEM-CNL,TBL,ZMYYC
come		3	GEM-CNL,TBL,ZMYYC
copper		3	GEM-CNL,TBL,ZMYYC
cotton		3	GEM-CNL,TBL,ZMYYC
cucumber		3	GEM-CNL,TBL,ZMYYC
dance	n,v	3	GEM-CNL,TBL,ZMYYC
dark		3	GEM-CNL,TBL,ZMYYC
daughter		3	GEM-CNL,TBL,ZMYYC
deep		3	GEM-CNL,TBL,ZMYYC
dew		3	GEM-CNL,TBL,ZMYYC
die		3	GEM-CNL,TBL,ZMYYC
difficult		3	GEM-CNL,TBL,ZMYYC
dig		3	GEM-CNL,TBL,ZMYYC
dirty		3	GEM-CNL,TBL,ZMYYC
dog		3	GEM-CNL,TBL,ZMYYC
door		3	GEM-CNL,TBL,ZMYYC
dream	n,v	3	GEM-CNL,TBL,ZMYYC
drink		3	GEM-CNL,TBL,ZMYYC
drum		3	GEM-CNL,TBL,ZMYYC
dry		3	GEM-CNL,TBL,ZMYYC
duck		3	GEM-CNL,TBL,ZMYYC
ear		3	GEM-CNL,TBL,ZMYYC
early		3	GEM-CNL,TBL,ZMYYC
east		3	GEM-CNL,TBL,ZMYYC
easy		3	GEM-CNL,TBL,ZMYYC
eat		3	GEM-CNL,TBL,ZMYYC
egg		3	GEM-CNL,TBL,ZMYYC
eight		3	GEM-CNL,TBL,ZMYYC
eighteen		3	GEM-CNL,TBL,ZMYYC
eighty		3	GEM-CNL,TBL,ZMYYC
elbow		3	GEM-CNL,TBL,ZMYYC
elephant		3	GEM-CNL,TBL,ZMYYC
eleven		3	GEM-CNL,TBL,ZMYYC
eye		3	GEM-CNL,TBL,ZMYYC
face		3	GEM-CNL,TBL,ZMYYC
false		3	GEM-CNL,TBL,ZMYYC
father		3	GEM-CNL,TBL,ZMYYC
fifteen		3	GEM-CNL,TBL,ZMYYC
fifty		3	GEM-CNL,TBL,ZMYYC
fight		3	GEM-CNL,TBL,ZMYYC
finger		3	GEM-CNL,TBL,ZMYYC
fire		3	GEM-CNL,TBL,ZMYYC
first	n,num	3	GEM-CNL,TBL,ZMYYC
fish	n,v	3	GEM-CNL,TBL,ZMYYC
five		3	GEM-CNL,TBL,ZMYYC
flea		3	GEM-CNL,TBL,ZMYYC
