ID	rn	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
2160	480873	ŋraʔ-	mix together (esp. cooked grains)	vt.	RC-DOC	1977	Chepang	
2161	480874	ŋrayk-	climb as vine, with a twist, pull with twist; be caught by disease (ext.)	vit.	RC-DOC	1977	Chepang	
2162	480875	ŋri-	begin to recover, nearly recover	vai.	RC-DOC	1977	Chepang	
2163	480876	ŋriʔ-	agree (ideas)	va.	RC-DOC	1977	Chepang	
2164	480877	ŋrik-	moan with pain (small child)	vi.	RC-DOC	1977	Chepang	
2165	480878	ŋruk-	fall, tumble with neck bent (sideways), go head over heels	vi1.	RC-DOC	1977	Chepang	
2166	480879	ŋruk-	moan (child)	vi2.	RC-DOC	1977	Chepang	
2167	480880	ŋre-	begin to recover, begin to grow	va.	RC-DOC	1977	Chepang	
2168	480881	ŋreʔ-	agree (ideas, speech)	va.	RC-DOC	1977	Chepang	
2169	480882	ŋren-	listless, without appetite	va.	RC-DOC	1977	Chepang	
2170	480883	ŋro-	recuperate, be bedridden after sickness (large person)	vai.	RC-DOC	1977	Chepang	
2171	480884	ŋroʔ-	agree (speech, manner)	va.	RC-DOC	1977	Chepang	
2172	480885	ŋroŋ-	regain strength slightly	vi.	RC-DOC	1977	Chepang	
2173	480886	ŋrya-	recover partly	va.	RC-DOC	1977	Chepang	
2174	480887	ŋryaʔ-	agree, be similar (ideas, speech), be free with, fluent	va.	RC-DOC	1977	Chepang	
2175	480888	hluŋ ŋryaʔ-	agree, be similar (ideas, speech), free with, fluent	va.	RC-DOC	1977	Chepang	
2176	480889	ŋryo-	recuperate (small person)	vi.	RC-DOC	1977	Chepang	
2177	480890	ŋryok-	weak-kneed, collapse at knees (cattle, etc.)	va.	RC-DOC	1977	Chepang	
2178	480891	ŋwak	call of Demoiselle Cranes	onom.	RC-DOC	1977	Chepang	
2179	480892	ŋhi.nəm	five days ago (WD)	nt.	RC-DOC	1977	Chepang	
2180	480893	ŋhi.pu	three years hence (WD)	nt.	RC-DOC	1977	Chepang	
2181	480894	ŋhi.sə	five days hence (WD)	nt.	RC-DOC	1977	Chepang	
2182	480895	ŋhorh-	snore (WD)	vi.	RC-DOC	1977	Chepang	
2183	480896	-c(ə)	Dual Number (non-Second Person)	fn1.	RC-DOC	1977	Chepang	
2184	480897	-cə	Indefinite Future (with First Person), anti-Subjunctive (non-First Person), Negative Imperative (with 2nd Person) {-caʔ}	fn2.	RC-DOC	1977	Chepang	
2185	480898	cə-	pulled or held by hair, pulled (weeds)	vi.	RC-DOC	1977	Chepang	
2186	480899	cə.tək-	pull one or two (hairs)	vt.	RC-DOC	1977	Chepang	
2187	480900	cət-	pull one or two (hairs)	vt.	RC-DOC	1977	Chepang	
2188	480901	cən.tayʔ-	prepare, make ready (feast, gift, etc.)	vt.	RC-DOC	1977	Chepang	
2189	480902	cən.tawʔ-	prepare, make ready (feast, gift, etc.)	vt.	RC-DOC	1977	Chepang	
2190	480903	cən	crab	n.	RC-DOC	1977	Chepang	
2191	480904	cənh-	restless, fidgeting (thieving, flirtatious)	va.	RC-DOC	1977	Chepang	
2192	480905	krut cənh-	of thieving nature	va.	RC-DOC	1977	Chepang	
2193	480906	cənh.ryəw	evil-natured person	n.	RC-DOC	1977	Chepang	
2194	480907	cəp-	cover over, roof over, thatch roof, cover with grass	vt.	RC-DOC	1977	Chepang	
2195	480908	cəpəʔ-	chop up small (meat, thatch grass)	vt.	RC-DOC	1977	Chepang	
2196	480909	cəmh-	cut, sever (B)	vt1.	RC-DOC	1977	Chepang	
2197	480910	cəmh-	split (WD)	vt2.	RC-DOC	1977	Chepang	
2198	480911	cəy	gills (of fungus), fine striations	n.	RC-DOC	1977	Chepang	
2199	480912	cəy-	sound, waterproof (roof, pot)	va.	RC-DOC	1977	Chepang	
2200	480913	ku.ra cəy-	correct, sound, sensible (words)	va.	RC-DOC	1977	Chepang	
2201	480914	cəy.tya.li	plant (sp.), tree with white flowers	n.	RC-DOC	1977	Chepang	
2202	480915	cəy.mu	fungus (sp.), disc-like tree fungus with gills; lime-like growth on knees of old person - thought to be a favourable sign	n.	RC-DOC	1977	Chepang	
2203	480916	cəy.laʔ	rubbish, dust	n.	RC-DOC	1977	Chepang	
2204	480917	cəy.laʔ	place (sp.), sky of underworld (undersurface of earth)	nn.	RC-DOC	1977	Chepang	
2205	480918	cəyʔ.si	tree (sp.), plum-like, with thorns - seed is a cough medicine	n.	RC-DOC	1977	Chepang	
2206	480919	cəyŋh-	add to, supplement, place together (wraps), use double wrapping, line container	vt.	RC-DOC	1977	Chepang	
2207	480920	cərəʔ-	unevenly, partly done (burning off, ploughing, etc.)	va.	RC-DOC	1977	Chepang	
2208	480921	cərʔ-	attract, catch prey (frogs) with torchlight	vt.	RC-DOC	1977	Chepang	
2209	480922	cərʔ.chə.ni	sowing, crops	n.	RC-DOC	1977	Chepang	
2210	480923	cəl-	choose, pick out, select by hand	vt.	RC-DOC	1977	Chepang	
2211	480924	cəlh-	separate grain from husks	vt.	RC-DOC	1977	Chepang	
2212	480925	cəlh-	recover partly (spirit separated from evil spirit)	va.	RC-DOC	1977	Chepang	
2213	480926	cəw.ʔalʔ.(raŋ)	cultivated area	n.	RC-DOC	1977	Chepang	
2214	480927	cəw.ʔalʔ.diŋ	spirit of cultivated area	n.	RC-DOC	1977	Chepang	
2215	480928	cəw.də.ni	surface of the earth	n.	RC-DOC	1977	Chepang	
2216	480929	cəw.do.ʔa	horizon, bounds or edge of the earth	n.	RC-DOC	1977	Chepang	
2217	480930	cəw.do.ri	horizon, bounds or edge of the earth	n.	RC-DOC	1977	Chepang	
2218	480931	cəw.rə	corn-silk, corn tassels	n.	RC-DOC	1977	Chepang	
2219	480932	cəw.ris	upper heavens	n.	RC-DOC	1977	Chepang	
2220	480933	cəw.sə.ti	place, realm (cosmological)	n.	RC-DOC	1977	Chepang	
2221	480934	cəwʔ-	lay gumsticks (usually in a tree) to catch birds	vt.	RC-DOC	1977	Chepang	
2222	480935	hluŋ.tuk kuʔ.ti cəwʔ-	question to ascertain correctness	vt.	RC-DOC	1977	Chepang	
2223	480936	cəwh-	pound with a stick (WD)	vt.	RC-DOC	1977	Chepang	
2224	480937	ca	sore, wound	n.	RC-DOC	1977	Chepang	
2225	480938	ca-	have sores	va.	RC-DOC	1977	Chepang	
2226	480939	mik.ca	eye sores	n.	RC-DOC	1977	Chepang	
2227	480940	hmo.toŋ.ca	mouth sores	n.	RC-DOC	1977	Chepang	
2228	480941	ca-	bubble, boil, simmer, ferment	vi.	RC-DOC	1977	Chepang	
2229	480942	ca.ca.daŋʔ	wrinkled nose (bat)	onom.	RC-DOC	1977	Chepang	
2230	480943	ca.ya.ya	noise of flock (birds, etc.), of crowd	onom.	RC-DOC	1977	Chepang	
2231	480944	ca.rok	scab	n.	RC-DOC	1977	Chepang	
2232	480945	-caʔ	pair of related persons	nb.	RC-DOC	1977	Chepang	
2233	480946	-ca(ʔ)	Indefinite Future (with First Person), anti-Subjunctive (with non-First Person) - expressing hope, desire or expectation that a situation is unrealised (with Second Person effectively a Negative Imperative)	fn.	RC-DOC	1977	Chepang	
2234	480947	caʔ-	mixed (colours, kinds), variegated	va.	RC-DOC	1977	Chepang	
2235	480948	-cak	Classifier (Numeral, Human)	nmcl.	RC-DOC	1977	Chepang	
2236	480949	-cak	Augmentative, Honorific (Verbal)	fn.	RC-DOC	1977	Chepang	
2237	480950	cak-	hard of texture; difficult (ext.)	va.	RC-DOC	1977	Chepang	
2238	480951	hluŋ cak-	unwilling, dour	vr.	RC-DOC	1977	Chepang	
2239	480952	cak.ŋat	gum (hard - used in birdlime)	n.	RC-DOC	1977	Chepang	
2240	480953	caŋ	undershell (of crab)	n.	RC-DOC	1977	Chepang	
2241	480954	caŋ-	stunted, slow-growing (esp. plants)	va.	RC-DOC	1977	Chepang	
2242	480955	caŋ.raŋ	uprooted, upturned; sore inside (ext.)	onom.	RC-DOC	1977	Chepang	
2243	480956	caŋ.si	tree (sp.), very large round leaves, used as tobacco, bark as diarrhoea medicine	n.	RC-DOC	1977	Chepang	
2244	480957	caŋʔ-	add to, supplement, finish off, complete	vi.	RC-DOC	1977	Chepang	
2245	480958	can.di	silver (<N)	n.	RC-DOC	1977	Chepang	
2246	480959	canʔ-	repeat sowing, oversow, supplement	vt.	RC-DOC	1977	Chepang	
2247	480960	canh-	repeat action (esp. thieving)	vt.	RC-DOC	1977	Chepang	
2248	480961	cap-	press, hold down with weight, oppress (ext)	vt.	RC-DOC	1977	Chepang	
2249	480962	hluŋ.tuk cap-	restrain oneself	vi.	RC-DOC	1977	Chepang	
2250	480963	capaʔ-	chop up small (meat, thatch grass)	vt.	RC-DOC	1977	Chepang	
2251	480964	cam-	hold in flames (to singe, roast, etc.)	vt.	RC-DOC	1977	Chepang	
2252	480965	camʔ-	crush with (heavy) weight, press down	vt.	RC-DOC	1977	Chepang	
2253	480966	camʔ-	widespread (sickness)	va.	RC-DOC	1977	Chepang	
2254	480967	cayʔ	grass (sp.), pampas-like	n.	RC-DOC	1977	Chepang	
2255	480968	tiʔ.cayʔ	grass (sp.), grows near river	n.	RC-DOC	1977	Chepang	
2256	480969	cayʔ-	bite on, crunch small stone when eating	vt1.	RC-DOC	1977	Chepang	
2257	480970	cayʔ-	chop wood up small	vt2.	RC-DOC	1977	Chepang	
2258	480971	cayk-	split off wood, chop into kindling	vt.	RC-DOC	1977	Chepang	
2259	480972	cayŋ	fill up (hole, throat)	onom.	RC-DOC	1977	Chepang	
2260	480973	cayŋʔ-	punish, strike (child)	vt.	RC-DOC	1977	Chepang	
2261	480974	cayŋʔ.kyana	jammed full (bag, etc.)	onom.	RC-DOC	1977	Chepang	
2262	480975	cayŋh	screw up face	onom.	RC-DOC	1977	Chepang	
2263	480976	carə-	throw handful (stones, etc.)	vt.	RC-DOC	1977	Chepang	
2264	480977	carʔ-	blaze fiercely (sun)	vi.	RC-DOC	1977	Chepang	
2265	480978	carh-	sting, smart (wound)	vt.	RC-DOC	1977	Chepang	
2266	480979	cal.hi cal.hi	buzzing	onom.	RC-DOC	1977	Chepang	
2267	480980	calʔ-	spread widely, increase (cold, sickness)	vi.	RC-DOC	1977	Chepang	
2268	480981	cawʔ-	inedible because of stones or hardness, bite on stone	va.	RC-DOC	1977	Chepang	
2269	480982	cas-	nest in ground (wasps) during winter, producing young before making nest in tree	vi.	RC-DOC	1977	Chepang	
2270	480983	cas.ʔə	grain (sp.), millet variety	n.	RC-DOC	1977	Chepang	
2271	480984	-ci	Case and Person marker (Verbal - Second Person Singular Agent with First Singular Goal)	fn.	RC-DOC	1977	Chepang	
2272	480985	ci.ʔa.ro	plant (flowering), beer (met.)	n.	RC-DOC	1977	Chepang	
2273	480986	ci.ci bi.bi	scatter, go in all directions	onom.	RC-DOC	1977	Chepang	
2274	480987	ci.ci.may	small thing	adjn.	RC-DOC	1977	Chepang	
2275	480988	ci.tu.jaʔ	man (met.)	n.	RC-DOC	1977	Chepang	
2276	480989	ci.pinʔ.waʔ	bird (sp.), Ground Warbler	n.	RC-DOC	1977	Chepang	
2277	480990	ci.bi.yip	half-closed (eyes)	onom.	RC-DOC	1977	Chepang	
2278	480991	ci.ra	bundle (of fibre - kulʔ)	nb.	RC-DOC	1977	Chepang	
2279	480992	ci.rinʔ.thi	cut with fine serrations	onom.	RC-DOC	1977	Chepang	
2280	480993	ci.lam	bowl of hookah (<N cilim)	n.	RC-DOC	1977	Chepang	
2281	480994	ci.way-	peep, spy on (<N ciyaunu)	vt.	RC-DOC	1977	Chepang	
2282	480995	ciʔ-	know, understand	vt.	RC-DOC	1977	Chepang	
2283	480996	hluŋ ciʔ-	know, understand	vt.	RC-DOC	1977	Chepang	
2284	480997	ciʔ.cok	moment, brief period, (after) a while	nt.	RC-DOC	1977	Chepang	
2285	480998	cik	wart, small growth	n.	RC-DOC	1977	Chepang	
2286	480999	pryanh.cik	pockmark	n.	RC-DOC	1977	Chepang	
2287	481000	cik-	appear (forming fruit), form (fruit)	vit.	RC-DOC	1977	Chepang	
2288	481001	ciki	burp, regurgitation	n.	RC-DOC	1977	Chepang	
2289	481002	cik.ku.na.juy	insect (sp.), small bug - its blood is used to remove warts	n.	RC-DOC	1977	Chepang	
2290	481003	cik.cak	very dark	onom.	RC-DOC	1977	Chepang	
2291	481004	cik.nyam	place in underworld (dark place?)	nn.	RC-DOC	1977	Chepang	
2292	481005	cik.yamʔ	darkness after false dawn	n.	RC-DOC	1977	Chepang	
2293	481006	cik.yamʔ	place in underworld (dark place?)	nn.	RC-DOC	1977	Chepang	
2294	481007	cik.yamʔ.ʔay/to	ancestor (sp.), in underworld	nn.	RC-DOC	1977	Chepang	
2295	481008	cik.səy	seven days hence	nn.	RC-DOC	1977	Chepang	
2296	481009	cik.sayʔ	fruit (sp.), small inedible	n1.	RC-DOC	1977	Chepang	
2297	481010	cik.sayʔ	embryo (human)	n2.	RC-DOC	1977	Chepang	
2298	481011	ciŋ-	stand up, arise, get going, set off, set out	vi.	RC-DOC	1977	Chepang	
2299	481012	ciŋ.ʔini	sitting, squatting (very small person)	onom.	RC-DOC	1977	Chepang	
2300	481013	ciŋ.kə.nə	robbed, stripped completely	onom.	RC-DOC	1977	Chepang	
2301	481014	ciŋ.ka.na	robbed, stripped completely	onom.	RC-DOC	1977	Chepang	
2302	481015	ciŋ.go.he	animal, Scaly Anteater, Pangolin	n.	RC-DOC	1977	Chepang	
2303	481016	ciŋ.cyumʔ	pounding trough or hole	n.	RC-DOC	1977	Chepang	
2304	481017	ciŋ.laŋ.jaʔ	giddiness from sudden standing; spirit causing this	n.	RC-DOC	1977	Chepang	
2305	481018	ciŋ.lan	demon (sp.), dressed like a Newar merchant	n.	RC-DOC	1977	Chepang	
2306	481019	ciŋʔ-	silent, still	va.	RC-DOC	1977	Chepang	
2307	481020	ciŋʔ.caŋʔ	silent, still, quiet place	onom.	RC-DOC	1977	Chepang	
2308	481021	cit.ʔə.ro	thoughts (<N chittə + ro)	n.	RC-DOC	1977	Chepang	
2309	481022	cit.cin.da.ru	snake (sp.), about 1m. long, yellowish with red stripes	n.	RC-DOC	1977	Chepang	
2310	481023	cit.nəm	day before yesterday	nt.	RC-DOC	1977	Chepang	
2311	481024	cit.puh	two years hence (WD)	nt.	RC-DOC	1977	Chepang	
2312	481025	cit.səy	day after tomorrow	nt.	RC-DOC	1977	Chepang	
2313	481026	cin	clitoris	n.	RC-DOC	1977	Chepang	
2314	481027	cini	sugar (<N)	n.	RC-DOC	1977	Chepang	
2315	481028	cin.cipi.li	bird (sp.), Leaf Warbler	n.	RC-DOC	1977	Chepang	
2316	481029	cin.tini	sitting low, squatting (small person)	onom.	RC-DOC	1977	Chepang	
2317	481030	cinʔ	side, edge	nl.	RC-DOC	1977	Chepang	
2318	481031	cinʔ-	lie on side, stand on edge	vat.	RC-DOC	1977	Chepang	
2319	481032	cipiʔ-	chop, cut up finely	vt.	RC-DOC	1977	Chepang	
2320	481033	ciri.gini	descendants (male)	nk.	RC-DOC	1977	Chepang	
2321	481034	ciriʔ-	scratch hard surface (esp. of soil)	vt.	RC-DOC	1977	Chepang	
2322	481035	cir.ki.mir.ki	plant (sp.), Clematis, white, sweet-smelling flowers	n.	RC-DOC	1977	Chepang	
2323	481036	cirʔ-	begin to blaze (sun)	vt.	RC-DOC	1977	Chepang	
2324	481037	ciwʔ-	cheep inside egg (chicks)	vi.	RC-DOC	1977	Chepang	
2325	481038	cis.(bis)	things (<N)	n.	RC-DOC	1977	Chepang	
2326	481039	cis-	appear green , cover surface, carpet ground (small plants)	vai.	RC-DOC	1977	Chepang	
2327	481040	cis.ro	plant (sp.), red peaflower, a leguminous rambler	n.	RC-DOC	1977	Chepang	
2328	481041	cu.ʔa	ends of earth	n.	RC-DOC	1977	Chepang	
2329	481042	cu.ʔa.diŋ	spirit of the ends of the earth	nn.	RC-DOC	1977	Chepang	
2330	481043	cu.ʔa.ro	plant (sp.), flowering, Frangipani (<N cua + ro)	n.	RC-DOC	1977	Chepang	
2331	481044	cu.kul	utensil (sp.), cooking pot, earthen about 50cm. diam.	n.	RC-DOC	1977	Chepang	
2332	481045	cu.da.rut	prejudice	n.	RC-DOC	1977	Chepang	
2333	481046	cu.pə.ti.waʔ	bird (sp.), yellow breast, reddish wings	n.	RC-DOC	1977	Chepang	
2334	481047	cu.lənʔ-	tie knot (esp. slip-knot used when tying bamboo strips)	vt.	RC-DOC	1977	Chepang	
2335	481048	cuʔ	thorn, thorn-plant (gen.), barb, quill (of porcupine, etc.); married, affianced person (met.)	n.	RC-DOC	1977	Chepang	
2336	481049	cuʔ-	begin, make start at (work)	vi.	RC-DOC	1977	Chepang	
2337	481050	cu(ʔ)-	damaged, gashed, make cavity (in root when digging, in tooth by decay, etc.), be a gaping hole	vat.	RC-DOC	1977	Chepang	
2338	481051	cuʔ.goyʔ	plant (sp.), yam with sweet-tasting tuber	n.	RC-DOC	1977	Chepang	
2339	481052	cuʔ.sayʔ	fruit (sp.), small red and yellow, edible but bitter; bush bearing this fruit	n.	RC-DOC	1977	Chepang	
2340	481053	cuku cuku	worriedly, heart beating	onom.	RC-DOC	1977	Chepang	
2341	481054	cuŋ.kut	slit-like eye	adjn.	RC-DOC	1977	Chepang	
2342	481055	cuŋ.gi	utensil (sp.), small earthen storage pot, for liquids, about 15cm. diam.	n.	RC-DOC	1977	Chepang	
2343	481056	cuŋ.ruŋʔ	small-eyed person	adjn.	RC-DOC	1977	Chepang	
2344	481057	cunʔ-	bud (begin to - flowers)	vi.	RC-DOC	1977	Chepang	
2345	481058	cunʔ-	stand up (small objects)	vt.	RC-DOC	1977	Chepang	
2346	481059	cup-	enter into, be covered by (water), immerse oneself	vi.	RC-DOC	1977	Chepang	
2347	481060	cupuʔ-	chop up small (meat, thatch grass)	vt.	RC-DOC	1977	Chepang	
2348	481061	cum-	seize, grip, catch hold of	vt.	RC-DOC	1977	Chepang	
2349	481062	cumu.ri	whirling dust, dust-storm, dust-devil	n.	RC-DOC	1977	Chepang	
2350	481063	cumu.ri.lan	evil spirit of dust storm	n.	RC-DOC	1977	Chepang	
2351	481064	cuy	husked grain	n.	RC-DOC	1977	Chepang	
2352	481065	cuyk-	pinch, pick up with fingernails	vt.	RC-DOC	1977	Chepang	
2353	481066	cuyŋ.kyunu	jammed full (bag, etc.)	onom.	RC-DOC	1977	Chepang	
2354	481067	cuyŋh-	screw up face (because of light, etc.), grimace	vi.	RC-DOC	1977	Chepang	
2355	481068	cur.baŋ	curse, affliction	n.	RC-DOC	1977	Chepang	
2356	481069	curu.li	eyes closed	onom.	RC-DOC	1977	Chepang	
2357	481070	cur.diŋ.lan	evil spirit causing child to vomit by affecting mother's milk	n.	RC-DOC	1977	Chepang	
2358	481071	curʔ-	afflicted by evil spirit (esp. causing vomiting of young child)	vat.	RC-DOC	1977	Chepang	
2359	481072	culu.pu	small-buttocked person	adjn.	RC-DOC	1977	Chepang	
2360	481073	cus	frog (sp.), large green tree-living, eggs inedible	n.	RC-DOC	1977	Chepang	
2361	481074	cuh	bird trap (sp.), using gum sticks, with live termites as bait	n.	RC-DOC	1977	Chepang	
2362	481075	cuh-	wait beside (path, trap), watch for	vi.	RC-DOC	1977	Chepang	
2363	481076	cuh.tap.ro	plant (sp.), shrub, large, red flowers, Leucosceptrum canum?	n.	RC-DOC	1977	Chepang	
2364	481077	ce-	wrap around shoulders, wear under one shoulder, over the other and tied	vt.	RC-DOC	1977	Chepang	
2365	481078	ce-	bubble, boil, simmer, ferment (WD)	vi.	RC-DOC	1977	Chepang	
2366	481079	ce.ce.rok	tree (sp.)	n.	RC-DOC	1977	Chepang	
2367	481080	ce.ce.leŋ	open weave mat, platform for steaming or drying	n.	RC-DOC	1977	Chepang	
2368	481081	ce.ta.mu.sa	fungus (sp.), edible	n.	RC-DOC	1977	Chepang	
2369	481082	ce.nay	clothing (sp.), shawl, cloth wrap (esp. worn over shoulder by women)	n.	RC-DOC	1977	Chepang	
2370	481083	ce.paŋ	Chepang	nn.	RC-DOC	1977	Chepang	
2371	481084	ce.rə.la	vine (sp.), large, with broad leaves, contains drinkable water	n.	RC-DOC	1977	Chepang	
2372	481085	-ceʔ	Indefinite Future Tense (First Person Agent to Second Person Goal only)	fn.	RC-DOC	1977	Chepang	
2373	481086	cek-	be rough texture	va.	RC-DOC	1977	Chepang	
2374	481087	ceke.weŋ	musical instrument, small metal cymbals	n.	RC-DOC	1977	Chepang	
2375	481088	cek.ku.na.juy	insect (sp.), small bug with yellow markings	n.	RC-DOC	1977	Chepang	
2376	481089	cek.cek	smacking of lips	onom.	RC-DOC	1977	Chepang	
2377	481090	cek.loʔ	plant (sp.), shrub with large rough leaves - crushed to put on suppurating wound; Pilea symmeria	n.	RC-DOC	1977	Chepang	
2378	481091	ceŋ-	slow growing (esp. plant)	va.	RC-DOC	1977	Chepang	
2379	481092	ceŋe ceŋe	overfull	onom.	RC-DOC	1977	Chepang	
2380	481093	cenʔ.(baŋ)	bedrock, base rock	n.	RC-DOC	1977	Chepang	
2381	481094	cenh	half, portion	nms.	RC-DOC	1977	Chepang	
2382	481095	cenh.tek	edge, overhang	nl.	RC-DOC	1977	Chepang	
2383	481096	cepe.na capa.na	small nose, large nose?	onom.	RC-DOC	1977	Chepang	
2384	481097	cepe.ne cher.lep	small-nosed, (or fleshy-nosed) person	adjn.	RC-DOC	1977	Chepang	
2385	481098	cepeʔ-	chop up small (meat, thatch grass)	vt.	RC-DOC	1977	Chepang	
2386	481099	cem	open flooring (of loft), made of split bamboo or bark	n.	RC-DOC	1977	Chepang	
2387	481100	cer	torch stick (made of bound tityəpatik, groykrot or sənsəri stems)	n.	RC-DOC	1977	Chepang	
2388	481101	cer-	split lengthwise, shred, tear into strips (esp. a vine, to make ties)	vat.	RC-DOC	1977	Chepang	
2389	481102	meʔ cer-	split, ragged tail (of fish)	va.	RC-DOC	1977	Chepang	
2390	481103	cere.cep.ryaʔ	fish (sp.), small, with wide flattened head, Chacha chacha	n.	RC-DOC	1977	Chepang	
2391	481104	cer.kum	bird (sp.), Swallow	n.	RC-DOC	1977	Chepang	
2392	481105	cer.menʔ.pap	rolled up new feathers of bird	n.	RC-DOC	1977	Chepang	
2393	481106	cer.la	string of winding stick (kerjyu)	n1.	RC-DOC	1977	Chepang	
2394	481107	cer.la	strands of stripped bark	n2.	RC-DOC	1977	Chepang	
2395	481108	cer.hmeʔ	torch (made of thin sticks)	n.	RC-DOC	1977	Chepang	
2396	481109	cerʔ-	blaze (sun)	va.	RC-DOC	1977	Chepang	
2397	481110	cerh	bird (sp.), Bantam	n.	RC-DOC	1977	Chepang	
2398	481111	cewʔ-	see, catch sight of	vt.	RC-DOC	1977	Chepang	
2399	481112	cewh-	jab, poke (eye)	vt.	RC-DOC	1977	Chepang	
2400	481113	ceh	ladder of sticks bound to tree (like an artificial vine)	n.	RC-DOC	1977	Chepang	
2401	481114	ceh-	bind sticks to tree in order to climb it	vt.	RC-DOC	1977	Chepang	
2402	481115	co.ne	utensil (sp.), small earthen water pot (for drinking from), about 18cm. high	n1.	RC-DOC	1977	Chepang	
2403	481116	co.ne	lone monkey (Macaque) - said to have fallen off a tree at birth	n2.	RC-DOC	1977	Chepang	
2404	481117	co.ray.sayʔ	first fruit	n.	RC-DOC	1977	Chepang	
2405	481118	coʔ	child, offspring	nk.	RC-DOC	1977	Chepang	
2406	481119	coʔ	small	adj.	RC-DOC	1977	Chepang	
2407	481120	-coʔ	person	nb.	RC-DOC	1977	Chepang	
2408	481121	goy.coʔ	man, male	n.	RC-DOC	1977	Chepang	
2409	481122	momʔ.coʔ	woman, female	n.	RC-DOC	1977	Chepang	
2410	481123	-coʔ	Diminutive, indicating small size (hence sometimes also affection)	fn.	RC-DOC	1977	Chepang	
2411	481124	coʔ.kə.ma	daughter-in-law, wife of son or sibling's son	nk.	RC-DOC	1977	Chepang	
2412	481125	coʔ.gam	molar tooth (sm.)	n.	RC-DOC	1977	Chepang	
2413	481126	coʔ.ŋaʔ	fish fry, fingerlings	n.	RC-DOC	1977	Chepang	
2414	481127	-coʔ.caŋ	Diminutive	fn.	RC-DOC	1977	Chepang	
2415	481128	coʔ.coŋ.(ko.ta)	small place	n.	RC-DOC	1977	Chepang	
2416	481129	coʔ.tiʔ	stream	n.	RC-DOC	1977	Chepang	
2417	481130	coʔ.tuk	pregnancy	n.	RC-DOC	1977	Chepang	
2418	481131	coʔ.dyaŋ	daughter	nk.	RC-DOC	1977	Chepang	
2419	481132	coʔ.pom	utensil (sp.), small earthen water pot	n.	RC-DOC	1977	Chepang	
2420	481133	coʔ.yaŋ	immediate descendants	nk.	RC-DOC	1977	Chepang	
2421	481134	coʔ.yaŋ	small flies	n.	RC-DOC	1977	Chepang	
2422	481135	cok	hoof	n.	RC-DOC	1977	Chepang	
2423	481136	dom.cok	hoof	n.	RC-DOC	1977	Chepang	
2424	481137	-cok	Condescension (with Imperative), esp. to younger person	fn.	RC-DOC	1977	Chepang	
2425	481138	-cok	moment, short period	ntb.	RC-DOC	1977	Chepang	
2426	481139	ci.cok	(after) a while, a moment	nt.	RC-DOC	1977	Chepang	
2427	481140	cok-	mature, ready (beer, fruit, bee or wasp nest)	va.	RC-DOC	1977	Chepang	
2428	481141	hluŋ.tuk cok-	mature minded, bold	va.	RC-DOC	1977	Chepang	
2429	481142	cok.ta	solids, sediment (<N)	n.	RC-DOC	1977	Chepang	
2430	481143	coŋ	corner (outer angle), projection, cheekbones	n.	RC-DOC	1977	Chepang	
2431	481144	-coŋ	group of related persons	nk.	RC-DOC	1977	Chepang	
2432	481145	pəyk.coŋ	husband and wives	nk.	RC-DOC	1977	Chepang	
2433	481146	ləyʔ.məyʔ.coŋ	relatives	nk.	RC-DOC	1977	Chepang	
2434	481147	həw.coŋ	children	nk.	RC-DOC	1977	Chepang	
2435	481148	coŋ.ʔay-	merry, happy	vr.	RC-DOC	1977	Chepang	
2436	481149	cot	truly, completely (<N coti?)	adv.	RC-DOC	1977	Chepang	
2437	481150	con.co.royʔ	adolescent (female)	adjn.	RC-DOC	1977	Chepang	
2438	481151	copoʔ-	chop up small (meat, thatch grass)	vt.	RC-DOC	1977	Chepang	
