ID	DOCULECT	CONCEPT	IPA	TOKENS	NOTE	BORROWING	CHINESE	COGID	HANZI
24213	Bokar	to sleep	jup	j u p				2514	
24214	Pumi_Lanping	to forget	thə¹³mə̃⁵⁵	th ə ¹³ ◦ m ə̃ ∼ ⁵⁵				3547	
24215	Tujia	the nail (fingernail or claw)	tɕie³⁵mi⁵⁵thi²¹kho⁵⁵tha⁵⁵	tɕ i e ³⁵ ◦ m i ⁵⁵ ◦ th i ²¹ ◦ kh o ⁵⁵ ◦ th a ⁵⁵				2148	
24218	Bokar	to die	ɕiː	ɕ iː				1486	
24219	Bokar	to die	keː	k eː				1488	
24220	Lisu	to know (something)	sɯ⁵⁵	s ɯ ⁵⁵				1981	
24221	Bokar	five	o ŋo	o _ ŋ o				1647	
24226	Bokar	to lie down	ɦeːdaː	ɦ eː d aː	!			2036	
24229	Bokar	seven	kɯ nɯ|	k ɯ _ n ɯ	!			2427	
24231	Lisu	to walk	gi³³	g i ³³				2836	
24236	Pumi_Lanping	to hold	tə⁵⁵tsi¹³	t ə ⁵⁵ ◦ ts i ¹³				1895	
24242	Bokar	to hear	taː◦poŋ	t aː p o ŋ	!			1831	
24246	Dulong	to pull	ɕɯn⁵³	ɕ ɯ n ⁵³				2247	
24247	Bokar	to throw	or	o r				2767	
24249	Bokar	to push	num	n u m				2266	
24257	Bokar	to dig	koː	k oː				1492	
24261	Bokar	to play	ɕoŋ |men	ɕ o ŋ _ m e n	!			2240	
24262	Bokar	to forget	mit pen	m i t _ p e n				3547	
24264	Bokar	to smell (perceive odor) [transitive]	nam	n a m				2533	
24269	Tujia	the goat	zo³⁵	z o ³⁵		Ch 羊		3629	
24285	Bokar	to laugh	ȵir	ȵ i r				2006	
24289	Naxi	to marry (a man marries a woman)	zɿ²¹	z ɿ ²¹				3523	
24295	Bokar	twenty	keː	k eː				2815	
24297	Dulong	to marry (a man marries a woman)	lu⁵³	l u ⁵³				3530	
24301	Naxi	the river	i³³bi²¹	i ³³ ◦ b i ²¹				2330	
24308	Pumi_Lanping	to scratch	nə¹³tʂi⁵⁵	n ə ¹³ ◦ tʂ i ⁵⁵				2396	
24317	Bokar	to plant (vegetals, rice)	diː	d iː				2229	
24324	Bokar	to stand	rop	r o p				2597	
24326	Lisu	to push	de³¹	d e ³¹				2263	
24331	Lisu	I [first person singular]	ŋuɑ³³	ŋ u ɑ ³³				1955	
24336	Bokar	to know (something)	tɕen	tɕ e n				1988	
24344	Bai_Jianchuan	the tooth (front)	tso̱³³pɑ̱³³	ts o̱ ³³ ◦ p ɑ̱ ³³				2801	
24345	Bokar	to walk	in	i n				2829	
24355	Pumi_Lanping	to laugh	ʃɑ¹³	ʃ ɑ ¹³				2005	
24371	Darang_Taraon	soft	ȵim⁵⁵m̩⁵⁵	ȵ i m ⁵⁵ ◦ m̩ ⁵⁵	!	Tibetan[sɲi.mo]		3578	
24382	Naxi	the water	dʑi²¹	dʑ i ²¹				2844	
24384	Pumi_Lanping	to learn	sy⁵⁵syɛ̃¹³	s y ⁵⁵ ◦ s y ɛ̃ ∼ ¹³				3077	
24387	Lisu	this	the̱³³	th e̱ ³³				2754	
24396	Jingpho	yellow	thoi³¹	th o i ³¹				3001	
24402	Dulong	to kill	sɑt⁵⁵	s ɑ t ⁵⁵				1966	
24410	Tibetan_Written	new	gsar pa	g s a r _ p a	!			2194	
24413	Darang_Taraon	new	miŋ⁵³iŋ⁵⁵	m i ŋ ⁵³ ◦ i ŋ ⁵⁵	!			2197	
24428	Pumi_Lanping	to bite	xə¹³xquɑ¹³	x ə ¹³ ◦ x q u ɑ ¹³	!			1371	
24431	Lisu	who	ɑ³¹ mɑ̱³³	ɑ ³¹ _ m ɑ̱ ³³				2919	
24434	Lisu	what	ɑ⁵⁵ʃi³¹	ɑ ⁵⁵ ◦ ʃ i ³¹				2884	
24438	Lisu	where	ɑ̱³³ kuɑ³³	ɑ̱ ³³ _ k u ɑ ³³				2899	
24449	Naxi	the salt	tshe³³	tsh e ³³				2382	
24465	Lisu	eight	hẽ̱³¹	h ẽ̱ ∼ ³¹				1588	
24475	Bai_Jianchuan	the child (young human)	sɿ⁵⁵tsɿ³³ɲə³³xo³³	s ɿ ⁵⁵ ◦ ts ɿ ³³ ◦ ɲ ə ³³ ◦ x o ³³				3103	
24476	Lisu	the meat	xuɑ³¹nɛ̱³¹	x u ɑ ³¹ ◦ n ɛ̱ ³¹				2084	
24493	Tujia	the child (young human)	po⁵⁵li²¹tie²¹	p o ⁵⁵ ◦ l i ²¹ ◦ t i e ²¹				3102	
24499	Tujia	this	kai³⁵	k a i ³⁵				2752	
24504	Tujia	the hail	lən³⁵sai⁵⁵	l ə n ³⁵ ◦ s a i ⁵⁵				3024	
24505	Tujia	old (of person)	lau⁵⁵	l a u ⁵⁵		Chinese		2214	
24513	Lisu	short	nio⁵⁵	n i o ⁵⁵				2459	
24522	Tujia	that	ai⁵⁵	a i ⁵⁵				2689	
24523	Naxi	the eye	miə²¹	m i ə ²¹				1591	
24527	Naxi	the nose	ȵi⁵⁵mɚ²¹	ȵ i ⁵⁵ ◦ m ɚ ²¹				2205	
24551	Naxi	the mouth	nv̩⁵³	n v̩ ⁵³				2133	
24577	Naxi	the shoulder	khuɑ³³tv̩²¹	kh u ɑ ³³ ◦ t v̩ ²¹				2471	
24586	Dulong	to sleep	ip⁵⁵	i p ⁵⁵				2514	
24588	Tujia	the ice	lən³⁵pin⁵⁵tsi⁵⁵	l ə n ³⁵ ◦ p i n ⁵⁵ ◦ ts i ⁵⁵				1958	
24599	Tujia	big	tshi⁵³	tsh i ⁵³				1345	
24604	Tujia	small	pi³⁵	p i ³⁵				2524	
24607	Pumi_Lanping	to know (something)	ma¹³sə⁵⁵	m a ¹³ ◦ s ə ⁵⁵				1981	
24617	Bokar	knife	o jok	o _ j o k				3647	
24622	Jingpho	the son	la³³ʃa³¹	l a ³³ ◦ ʃ a ³¹				3125	
24624	Lisu	to kill	se̱³¹	s e̱ ³¹				1966	
24625	Daofu	the fruit	ɕhõ tho	ɕh õ ∼ _ th o		Tibetan[ɕiŋ tog]		1717	
24626	Jingpho	the son	ʃa³¹taŋ³³ʃa³¹	ʃ a ³¹ ◦ t a ŋ ³³ ◦ ʃ a ³¹				3132	
24631	Tujia	the smoke	khɯe³⁵kha²¹	kh ɯ e ³⁵ ◦ kh a ²¹				3802	
24632	Naxi	the foot	khɯ³³	kh ɯ ³³				1701	
24633	Bai_Jianchuan	firewood	ɕĩ⁵⁵	ɕ ĩ ∼ ⁵⁵		Ch		3641	
24636	Darang_Taraon	to smell (perceive odor) [transitive]	nɯŋ³⁵	n ɯ ŋ ³⁵				2533	
24637	Bai_Jianchuan	the thunder	xẽ⁵⁵ma⁴²	x ẽ ∼ ⁵⁵ ◦ m a ⁴²				2790	
24640	Tujia	short	tsoŋ⁵³	ts o ŋ ⁵³				2455	
24645	Tujia	far	ɣɯe²¹	ɣ ɯ e ²¹				1599	
24651	Dulong	to lie down	dʑɛn⁵³	dʑ ɛ n ⁵³				2037	
24655	Lisu	white	phu̱³³	ph u̱ ³³				3818	
24664	Lisu	yellow	ʃi³³	ʃ i ³³				2998	
24671	Naxi	the nail (fingernail or claw)	lɑ²¹dzɿ²¹kv̩⁵⁵	l ɑ ²¹ ◦ dz ɿ ²¹ ◦ k v̩ ⁵⁵				2150	
24675	Tibetan_Written	knife	gri	g r i				3655	
24676	Pumi_Lanping	the otter	skhɛ̃⁵⁵	s kh ɛ̃ ∼ ⁵⁵	!			3632	
24677	Pumi_Lanping	to walk	ʃə⁵⁵	ʃ ə ⁵⁵				2832	
24679	Tibetan_Written	morning	ʑogs pa	ʑ o g s _ p a	!			3600	
24683	Tujia	full	man⁵³	m a n ⁵³		Chinese		1726	
24686	Lisu	dark	mi̱ɛ̱³³tshi³⁵	m i̱ ɛ̱ ³³ ◦ tsh i ³⁵				3449	
24691	Lisu	to smell (perceive odor) [transitive]	tʃhi³¹nu̱³³ȵi³³	tʃh i ³¹ ◦ n u̱ ³³ ◦ ȵ i ³³				2533	
24692	Naxi	to play	gæ³³xɯ³³	g æ ³³ ◦ x ɯ ³³				2237	
24697	Dulong	to lick	lɑʔ⁵⁵	l ɑ ʔ ⁵⁵				2654	
24706	Dulong	the ant	ɕɯ⁵⁵ɹɔʔ⁵⁵	ɕ ɯ ⁵⁵ ◦ ɹ ɔ ʔ ⁵⁵				3212	
24742	Dulong	to steal	kɯ⁵³	k ɯ ⁵³				2611	
24755	Darang_Taraon	the father	ɑ³¹bɑ³⁵	ɑ ³¹ ◦ b ɑ ³⁵				1608	
24767	Naxi	the bone	o³³	o ³³				1397	
24779	Darang_Taraon	the frost	tɑ³¹pɹɯ³⁵	t ɑ ³¹ ◦ p ɹ ɯ ³⁵				3039	
24792	Darang_Taraon	to eat	thɑ⁵³	th ɑ ⁵³		doubtful		1575	
24807	Jingpho	the horn (keratinized skin)	n³¹|ʒuŋ³³	n ³¹ ◦ ʒ u ŋ ³³	!			1905	
24811	Jingpho	light (of weight)	tsa̱ŋ³³	ts a̱ ŋ ³³				3459	
24824	Naxi	the liver	sɚ⁵⁵	s ɚ ⁵⁵				2040	
24825	Darang_Taraon	tomorrow	ɑ³¹su⁵³n̥n⁵³	ɑ ³¹ ◦ s u ⁵³ ◦ n̥ n ⁵³				3382	
24827	Jingpho	the tail	mai³¹	m a i ³¹				2672	
24837	Bai_Jianchuan	the wife	va³³ɲi²¹	v a ³³ ◦ ɲ i ²¹				3753	
24854	Lisu	new	ʃi̱³¹	ʃ i̱ ³¹				2192	
24862	Lisu	good	dʑi³³	dʑ i ³³				1756	
24865	Lisu	the shoulder	lɛ̱³¹phɯ³³	l ɛ̱ ³¹ ◦ ph ɯ ³³				2470	
24866	Tujia	the river	xu²¹pha²¹	x u ²¹ ◦ ph a ²¹	Southwest Chinese 河壩			2323	
24873	Jingpho	who	kă³¹ tai³³	k ă ³¹ _ t a i ³³				2921	
24881	Jingpho	to flow	lui³³	l u i ³³				1671	
24883	Tujia	the lake	xu²¹	x u ²¹		Chinese		1992	
24884	Bokar	that	aː	aː				2683	
24888	Lisu	young	lɛ⁵⁵	l ɛ ⁵⁵				3856	
24897	Bai_Jianchuan	the horn (keratinized skin)	ko̱³³	k o̱ ³³				1904	
24898	Tujia	good	tsha³⁵	tsh a ³⁵				1759	
24899	Tujia	bad	tie³⁵kha⁵⁵la⁵⁵	t i e ³⁵ ◦ kh a ⁵⁵ ◦ l a ⁵⁵				1328	
24902	Jingpho	the flea	waʔ³¹khă³³li³³	w a ʔ ³¹ ◦ kh ă ³³ ◦ l i ³³	!			3191	
24912	Bai_Jianchuan	the tail	ŋa³³tu⁵⁵	ŋ a ³³ ◦ t u ⁵⁵				2670	
24916	Jingpho	the dog	kui³¹	k u i ³¹				1511	
24939	Dulong	to laugh	ɛt⁵⁵	ɛ t ⁵⁵				2001	
24947	Naxi	the woman	mi⁵⁵	m i ⁵⁵				2964	
24951	Bokar	the bamboo	jaː	j aː				3225	
25002	Darang_Taraon	to fly (move through air)	jim³⁵	j i m ³⁵				1679	
25072	Daofu	to give	fkho	f kh o	!			1742	
25076	Daofu	the flea	zɮu	z ɮ u				3191	
25103	Bokar	morning	a ro kum tɕi	a _ r o _ k u m _ tɕ i				3603	
25105	Tujia	the stick	kha²¹tsu²¹	kh a ²¹ ◦ ts u ²¹				2616	
25110	Tibetan_Written	thou [second person singular]	khjed	kh j e d				2760	
25111	Bokar	dirty	ka naŋ	k a _ n a ŋ				1499	
25122	Jingpho	big	kă³¹pa³¹	k ă ³¹ ◦ p a ³¹				1303	
25125	Bai_Jianchuan	the mosquito	mo̱³³tsɿ³³	m o̱ ³³ ◦ ts ɿ ³³				2095	
25134	Jingpho	to hear	na³¹	n a ³¹				1836	
25140	Bai_Jianchuan	the spider	to⁵⁵tɕĩ⁵⁵ŋo⁴²suɑ̃⁵⁵	t o ⁵⁵ ◦ tɕ ĩ ∼ ⁵⁵ ◦ ŋ o ⁴² ◦ s u ɑ̃ ∼ ⁵⁵				2583	
25154	Darang_Taraon	to chew	thɑ³¹mɑ⁵⁵	th ɑ ³¹ ◦ m ɑ ⁵⁵				1429	
25155	Naxi	the son	zo³³	z o ³³				3134	
25159	Tujia	to hide (conceal)	su⁵⁵su⁵⁵	s u ⁵⁵ ◦ s u ⁵⁵				1876	
25173	Dulong	the horn (keratinized skin)	dɯ⁵⁵ɹɯŋ⁵³	d ɯ ⁵⁵ ◦ ɹ ɯ ŋ ⁵³				1905	
25177	Bokar	light (of weight)	ɦuŋ tɕup	ɦ u ŋ _ tɕ u p				3458	
25181	Tujia	to sing	tshan³⁵ko⁵⁵	tsh a n ³⁵ ◦ k o ⁵⁵		Chinese		3734	
25183	Tibetan_Written	he or she [third person singular]	khoŋ	kh o ŋ				1809	
25187	Darang_Taraon	red	ɕi⁵³	ɕ i ⁵³				2292	
25191	Dulong	the bamboo	ɹm³¹mɑŋ⁵⁵	ɹ m ³¹ ◦ m ɑ ŋ ⁵⁵				3222	
25209	Lisu	the hand	lɛ̱³¹phɛ³⁵	l ɛ̱ ³¹ ◦ ph ɛ ³⁵				1802	
25214	Jingpho	the spider	n³¹ti³¹kʒam³¹	n ³¹ ◦ t i ³¹ ◦ k ʒ a m ³¹	!			2577	
25217	Daofu	the earthworm	ɕhɑ ndʑu	ɕh ɑ _ n dʑ u	!			3209	
25227	Dulong	the body hair (hair or fur)	mɯn⁵⁵	m ɯ n ⁵⁵				3557	
25238	Tujia	to hunt	si²¹tɕie⁵³	s i ²¹ ◦ tɕ i e ⁵³				1924	
25247	Tujia	to fight	ta⁵⁵xa²¹	t a ⁵⁵ ◦ x a ²¹				1637	
25252	Dulong	to hear	tɔ⁵⁵	t ɔ ⁵⁵				1834	
25256	Daofu	the ant	skhro	s kh r o	!			3212	
25260	Bai_Jianchuan	the fish	ŋo⁵⁵	ŋ o ⁵⁵				1646	
25270	Darang_Taraon	to wipe	ȵoŋ³⁵	ȵ o ŋ ³⁵				3505	
25273	Jingpho	long	kă³¹lu³¹	k ă ³¹ ◦ l u ³¹				2048	
25321	Jingpho	far	tsa̱n³³	ts a̱ n ³³				1603	
25327	Tujia	to burn [intransitive]	ta⁵⁵	t a ⁵⁵				3672	
25333	Lisu	to hide (conceal)	tʃi̱³³	tʃ i̱ ³³				1879	
25353	Bokar	bad	ka ru	k a _ r u				1323	
25359	Naxi	the tail	mæ³³	m æ ³³				2672	
25365	Bai_Jianchuan	the root	tsɿ²¹te̱³³	ts ɿ ²¹ ◦ t e̱ ³³				2345	
25370	Darang_Taraon	to scratch	wɑ⁵⁵	w ɑ ⁵⁵				2403	
25379	Bai_Jianchuan	the fruit	ɕy⁵⁵li³³tɑ⁴²xə³³	ɕ y ⁵⁵ ◦ l i ³³ ◦ t ɑ ⁴² ◦ x ə ³³				1716	
25406	Dulong	three	ɑ³¹sɯm⁵³	ɑ ³¹ ◦ s ɯ m ⁵³				2762	
25423	Tibetan_Written	the nit	sro ma	s r o _ m a				3635	
25428	Pumi_Lanping	the year	ko⁵⁵	k o ⁵⁵				2991	
25440	Dulong	to give	bi⁵³	b i ⁵³				1738	
25452	Jingpho	thick	that³¹	th a t ³¹				2716	
25453	Dulong	five	pɯ³¹ŋɑ⁵³	p ɯ ³¹ ◦ ŋ ɑ ⁵³				1647	
25455	Naxi	the dog	khɯ³³	kh ɯ ³³				1511	
25468	Lisu	to eat	dzɑ³¹	dz ɑ ³¹				1574	
25475	Dulong	six	kɹuʔ⁵⁵	k ɹ u ʔ ⁵⁵				2497	
25477	Daofu	the root	shə rko	sh ə _ r k o	!			2347	
25486	Tibetan_Written	to give	ster	s t e r	!			1744	
25515	Jingpho	young	a³¹sak³¹ʒam³³	a ³¹ ◦ s a k ³¹ ◦ ʒ a m ³³				3857	
25557	Bokar	the thunder	doŋ gum	d o ŋ _ g u m				2789	
25558	Pumi_Lanping	the nit	skhi⁵⁵tə¹³	s kh i ⁵⁵ ◦ t ə ¹³	!			3635	
25560	Darang_Taraon	to shoot (an arrow)	o⁵³ jɑ³¹	o ⁵³ _ j ɑ ³¹				2448	
25584	Daofu	to drink	thi	th i				1521	
25608	Tujia	shy	zu⁵⁵ka²¹	z u ⁵⁵ ◦ k a ²¹				2482	
25614	Pumi_Lanping	the house	tʃə̃⁵⁵	tʃ ə̃ ∼ ⁵⁵				1908	
25615	Tujia	to drink	xu²¹	x u ²¹				1522	
25625	Pumi_Lanping	the spider	bɐ¹³dʒõ⁵⁵	b ɐ ¹³ ◦ dʒ õ ∼ ⁵⁵				2572	
25644	Naxi	twenty	ȵi³³tsɚ²¹	ȵ i ³³ ◦ ts ɚ ²¹				2812	
25652	Pumi_Lanping	the earthworm	bu¹³dɑ⁵⁵	b u ¹³ ◦ d ɑ ⁵⁵				3199	
25653	Naxi	to eat	dzɿ³³	dz ɿ ³³				1574	
25666	Tujia	to chew	tɕhie²¹	tɕh i e ²¹				1424	
25671	Lisu	to laugh	xɯ³¹	x ɯ ³¹				2008	
25675	Darang_Taraon	to hide (conceal)	moŋ³⁵	m o ŋ ³⁵				1880	
25687	Darang_Taraon	to hear	thɑ³¹tiɯŋ⁵³	th ɑ ³¹ ◦ t i ɯ ŋ ⁵³				1833	
25692	Naxi	the frog	pɑ³³	p ɑ ³³				3181	
25694	Darang_Taraon	to throw	kɑ³¹dui⁵³	k ɑ ³¹ ◦ d u i ⁵³				2769	
25696	Pumi_Lanping	the ant	by⁵⁵zgie¹³	b y ⁵⁵ ◦ z g i e ¹³	!			3212	
25702	Daofu	to blow (of wind)	phɛ	ph ɛ				1386	
25727	Lisu	to burn [intransitive]	pi̱ɛ̱³³	p i̱ ɛ̱ ³³				3673	
25737	Jingpho	to laugh	mă³¹|ni³³	m ă ³¹ ◦ n i ³³	!			2006	
25742	Bai_Jianchuan	you [second person plural]	nɑ⁵⁵	n ɑ ⁵⁵				3007	
25743	Bokar	you [second person plural]	mə lu noː	m ə _ l u _ n oː				3012	
25745	Daofu	you [second person plural]	ȵi ȵi	ȵ i _ ȵ i				3007	
25746	Darang_Taraon	you [second person plural]	ɑ³¹ me⁵⁵ tɕu³¹	ɑ ³¹ _ m e ⁵⁵ _ tɕ u ³¹				3011	
25747	Dulong	you [second person plural]	nɯ³¹niŋ⁵⁵	n ɯ ³¹ ◦ n i ŋ ⁵⁵				3007	
25752	Jingpho	you [second person plural]	nan⁵⁵ the³³	n a n ⁵⁵ _ th e ³³				3007	
25757	Lisu	you [second person plural]	nu³³ wɑ¹¹	n u ³³ _ w ɑ ¹¹				3007	
25762	Naxi	you [second person plural]	u³³gɯ²¹	u ³³ ◦ g ɯ ²¹				3010	
25766	Pumi_Lanping	you [second person plural]	nɛ¹³ ʐə⁵⁵	n ɛ ¹³ _ ʐ ə ⁵⁵				3007	
25773	Tibetan_Written	you [second person plural]	khjod tsho	kh j o d _ tsh o				3009	
25775	Tujia	you [second person plural]	sie⁵⁵	s i e ⁵⁵				3008	
25786	Japhug	early	ʑatsa	ʑ a ts a				3309	
25787	Japhug	firewood	sɯɴɢoʁ	s ɯ ɴ ɢ o ʁ				3641	
25788	Japhug	to forget	jmɯt	j m ɯ t				3547	
25789	Japhug	hard	rko	r k o				3474	
25790	Japhug	the horse	mbro	m b r o				3151	
25791	Japhug	horizontal	ndom	nd o m				3433	
25792	Japhug	hot	sɤɕke	s ɤ ɕ k e				3494	
25793	Japhug	inside	ɯ-ŋgɯ	ɯ ŋg ɯ				3346	
25794	Japhug	to knead	rɤlaj	r ɤ l a j				3540	
25796	Japhug	late	dal	d a l		tib[dal]		3424	
25797	Japhug	to learn	βzjoz	β z j o z		tib[sbʲaŋs]		3075	
25798	Japhug	light (of weight)	ʑo	ʑ o				3456	
25799	Japhug	to marry (a man marries a woman)	nɤrʑaβ	n ɤ r ʑ a β				3528	
25803	Japhug	outside	ɯ-pɕi	ɯ p ɕ i		tib[pʰʲi]		3331	
25804	Japhug	to run	rɟɯɣ	r ɟ ɯ ɣ		tib[rgʲug]		3398	
25805	Japhug	salty	tsri	ts r i				3471	
25806	Japhug	soft	mpɯ	m p ɯ				3577	
25807	Japhug	the ant	qro	q r o				3212	
25808	Japhug	the armpit	tɯ-pjaχpa	t ɯ p j a χ p a				3278	
25809	Japhug	the bamboo	ɟu	ɟ u				3220	
25810	Japhug	the barley (tibetan or highland)	tɤɕi	t ɤ ɕ i				3250	
25814	Japhug	the dew	tɤʑri	t ɤ ʑ r i				3045	
25815	Japhug	the earthworm	qandʐe	q a ndʐ e				3207	
25816	Japhug	the flea	mdzadi	m dz a d i				3191	
25817	Japhug	the fox	qachɣa	q a ch ɣ a				3177	
25818	Japhug	the frog	qaɕpa	q a ɕ p a				3181	
25820	Japhug	the frost	ɕŋɤr	ɕ ŋ ɤ r				3036	
25821	Japhug	the goat	tshɤt	tsh ɤ t				3620	
25822	Japhug	the hail	sɤrwa	s ɤ r w a				3023	
25823	Japhug	the hoof	tɤ-qaʁrɯ	t ɤ q a ʁ r ɯ				3141	
25824	Japhug	high / tall	mbro	m b r o				3409	
25826	Japhug	the lung	tɯ-rtshɤz	t ɯ r tsh ɤ z				3095	
25827	Japhug	the mud	tɤrcoʁ	t ɤ r c o ʁ				3065	
25828	Japhug	the nit	ndʑrɯ	ndʑ r ɯ				3635	
25829	Japhug	the otter	tɕhɯɕrɤm	tɕh ɯ ɕ r ɤ m		Tibetan		3632	
25830	Japhug	the pig	paʁ	p a ʁ				3156	
25831	Japhug	the rainbow	ndʑa	n dʑ a		Tibetan[ɴdʑa]		3013	
25833	Japhug	the sea	rɟɤmtshu	r ɟ ɤ m tsh u		tib[rgʲa.mtsʰo]		3122	
25834	Japhug	the sheep	qaʑo	q a ʑ o				3614	
25835	Japhug	the sickle	tɯɲcɣa	t ɯ ɲ c ɣ a				3299	
25836	Japhug	the son	tɤ-tɕɯ	t ɤ tɕ ɯ				3131	
25837	Japhug	the sparrow	kumpɣɤtɕɯ	k u m p ɣ ɤ tɕ ɯ				3596	
25838	Japhug	the thigh	tɯ-χpɣi	t ɯ χ p ɣ i				3084	
25839	Japhug	the tiger	khu	kʰ u				3569	
25840	Japhug	the wheat	qaj	q a j				3241	
25841	Japhug	the wolf	spjaŋkɯ	s p j a ŋ k ɯ		tib[spʲaŋ.ki]		3161	
25843	Japhug	to wipe	pɕiz	p ɕ i z		tib[pʰjis]		3499	
25844	Japhug	today	jisŋi	j i s ŋ i				3358	
25845	Japhug	tomorrow	fso	f s o				3376	
25846	Japhug	yesterday	jɯfɕɯr	j ɯ f ɕ ɯ r				3373	
25847	Japhug	young	xtɕi	x tɕ i				3858	
25848	Japhug	all	lonba	l o n mb a		tib[lon.pa]		1275	
25849	Japhug	to vomit	qioʁ	q i o ʁ				2821	
30313	Japhug	to burn [intransitive]	nɯt	n ɯ t				3675	
30317	Khaling	to be alive	ʔusôm gɵpɛ	s o m				1331	
30319	Khaling	above	tūŋ	t u ŋ				1316	
30320	Limbu	above	ɛtthaŋ	ɛ t th a ŋ				1184	
30321	Limbu	to be alive	hiŋ	h i ŋ				1332	
30323	Limbu	below, under	jo	j o				1340	
30324	Khaling	below, under	jukkʌ	j u k k ʌ				1340	
30325	Khaling	to blow (of wind)	khel	kh e l				1390	
30326	Limbu	to blow (of wind)	muːtt	m u t t				1389	
30327	Khaling	to buy	ʔiŋ	ʔ i ŋ				1430	
30328	Limbu	to buy	iŋ 	i ŋ				1430	
30329	Khaling	to chew	kɛm	k ɛ m				1431	
30330	Limbu	to chew	khamt 	kh a m t 				1431	
30331	Khaling	correct (right)	ʔʌtshʌŋŋʌ	ʔ ʌ tsh ʌ ŋ ŋ ʌ				1470	
30333	Khaling	to cry (weep)	ŋok	ŋ o k				1485	
30334	Limbu	to cry (weep)	haːp	h aː p				1255	
30335	Khaling	dirty	phor	ph o r		Nepali		3897	
30336	Khaling	to dig	dha	dh a				1490	
30337	Limbu	to dig	tɔ	t ɔ				1490	
30338	Khaling	the dream	semɛ	s e m ɛ				1518	
30339	Limbu	the dream	sɛpmaŋ	s ɛ p m a ŋ				1516	
30340	Khaling	the dust	phʌrki	ph ʌ r k i				1554	
30341	Limbu	the dust	hiːk	h iː k				1555	
30342	Khaling	far	kakthʌm	k a k th ʌ m				1606	
30343	Limbu	far	maːŋgha	m aː ŋ gh a				1607	
30344	Khaling	five	bhɵ̂ŋ	bh ɵ ŋ				1647	
30345	Khaling	to flow	sop	s o p				1667	
30346	Khaling	the flower	pūŋmɛ	p u ŋ m ɛ				1676	
30347	Limbu	the flower	phuŋ	ph u ŋ				1676	
30348	Khaling	the forest	thuːnɛm	th uː n ɛ m				1705	
30349	Limbu	the forest	siŋla	s i ŋ l a				1706	
30350	Khaling	the fruit	sasrus	s a s r u s				1720	
30351	Limbu	the fruit	se	s e				1720	
30352	Khaling	the grass	luːsʌ‍̄m	l uː s ʌ‍ m				1773	
30353	Limbu	the grass	liŋ	l i ŋ				1774	
30354	Khaling	he or she [third person singular]	ʔʌ̄m	ʔ ʌ m				1820	
30355	Limbu	he or she [third person singular]							
30356	Khaling	heavy	pɛ̄l	p ɛ l				1860	
30357	Limbu	heavy	liːpt	l iː p t	doubtful			1855	
30358	Khaling	here	tɛbi	t ɛ b i				1874	
30359	Limbu	here	kɔ	k ɔ				1875	
30360	Khaling	to hide (conceal)	gup	g u p				1888	
30361	Limbu	to hide (conceal)	ciks 	c i k s 				1889	
30362	Khaling	to hold	ghrikt	gh r i k t				1891	
30363	Limbu	to hold	putt	p u t t				1898	
30364	Khaling	the house	kʌ̄m	k ʌ m				1908	
30365	Limbu	the house	him 	h i m 				1908	
30366	Khaling	to hunt	dʌbu mu-	d ʌ b u				1936	
30367	Limbu	to hunt	naːtt 	n aː t t 				1935	
30368	Khaling	the husband	dumbu	d u m b u				1953	
30369	Limbu	the husband	japmi 	j a p m i 				1954	
30370	Khaling	the lake	dhi	dh i				1999	
30371	Limbu	the lake	warɔk	w a r ɔ k				2000	
30372	Khaling	to laugh	ret	r e t				2001	
30373	Khaling	left	pēŋ	p e ŋ				3775	
30374	Limbu	left	phɛŋwa	ph ɛ ŋ w a				3775	
30375	Limbu	to lie down	lɛks	l ɛ k s				2035	
30376	Khaling	to lie down	lakt-si	l a k t s i				2035	
30377	Limbu	the mosquito	yɔtlaŋge	j ɔ t l a ŋ g e				2105	
30378	Khaling	the mother	mɛ̂m	m ɛ m				2109	
30379	Limbu	the mother	ma	m a				2109	
30380	Khaling	narrow	mʌbhɛppɛ	m ʌ bh ɛ p p ɛ				2163	
30381	Khaling	near	phɛ̄r	ph ɛ r				2173	
30382	Limbu	near	niːttaŋ	n iː t t a ŋ				2168	
30383	Khaling	the needle (for sewing)	ʦɵmɛ	ʦ ɵ m ɛ				2190	
30384	Limbu	the needle (for sewing)	sɔmmet	s ɔ m m e t				2187	
30385	Khaling	old (of person)	dʉspɛ	d ʉ s p ɛ				2217	
30386	Limbu	old (of person)	lɛtt	l ɛ t t				2216	
30387	Limbu	to plant (vegetals, rice)	lett 	l e t t 				2231	
30388	Khaling	to plant (vegetals, rice)	jâː mʉ	j âː m ʉ				2228	
30389	Khaling	to play	tsem-si	ts e m s i				2245	
30390	Limbu	to play	ca 	c a 				2246	
30391	Khaling	to pull	thut	th u t				2256	
30392	Limbu	to pull	uːks 	uː k s 				2255	
30393	Khaling	to push	tol	t o l				3949	
30394	Limbu	to push	cɔnt 	c ɔ n t				2264	
30395	Limbu	the rain	wahit	w a h i t				2270	
30396	Limbu	the mouse or rat	suba	s u b a				2278	
30397	Khaling	the mouse or rat	ʔispɵ	ʔ i s p ɵ				2278	
30398	Khaling	to reside (live)	mu	m u				2306	
30399	Limbu	to reside (live)	nɛss 	n ɛ s s				2302	
30400	Khaling	right	dzhʌp	dzh ʌ p				3777	
