ID	LANGUAGE	GLOSS	IPA	SEGMENTS	SOURCE	A	U	PS	PD	UE	EC	RF	XV	XE	NG	NP	NS	AME	NT	SO	DT	ANALIMAŊ	OULDN'T	AŊTɕEN	OɕMEITIK	ERY	SN	IKKA	STIK		ITTLE	IKI	HARGAN	OUNGEST	ND	AKMA	AZA.	INZA.	SED	CONV22ː1424)	APDZA.	OɕMEI	ETE	HILDREN	APɕET.	EPHEWS	ROTHER	AR	I.	JARGA	APɕI	TO	HE	AVE	ESTOK	ESLANDOK	09)	ALLEY	OUSES.	983ː	RAK(S)KATA.	IDZI	WOHNEN,	SʰAŊTSʰAŊI	RASɕUM.	OɕAK.	RELMEN.	RITɕEK.	WANTSʰA.	ROɕA	RE	ROɕAK.	ACHOTHER.	BROŊSKATA)	ROŊMENǃ	XCAVATE"	OT	HASHUR	?)	OSLASSEN"	HILDRENǃ	UTMEN.	P)	ATER.	AUT	EBRÄUCHLICH!	KʰARMASTOK"	OSE"	OLD	SMALL"	BEDEUTUNG	IELD-WORKER,	OTS	INTERTIME	O	SCAPE"	UREK	AS	EREMONIEN	ERKÖRPERN	ORMANT	TYMOLOGICALLY	ORD	EFORE.	IGHT	GYADUNG".	OUTSʰA.	HROWN	ISTAKE)	321:200)	N	RAIN	D	RUɕI	ORKING.	OING	OKNAŊ	:64)	FLEXIBEL"	EŊDʑI.	OL1ː28	AT	ERAǃ	AːSTOKǃ	PPROPRIATE	ENʑI.	NUR	RAŊDʑOK.	ʰITɕI	EMAŊ	DUNG	Aː.	NSINCERELY.	KURIMTIK	PERFORM	FINGER)NAGEL,	ER	ZIŊTɕUM	ALDOK	ʰATɕIK	OI,	RUNKEN	OUGHT	3:	HNE	ZOMRAŊS	JADZALA,	KʰAƮːAː	ɕʰA	AL	ʰJAMEN	OME,	OGETHER,	THER	..	TOGETHER).	ZOT.	ZUƮʰU	JADZALA	AD	ʰADʑA	IGHT).	EACHING.	CCUSTOMATED"	Iː.	UNCH	STYLE,	REMATION	A.	VERY	ʰUPTɕARE.	ʑUŊDOK	HERE	E	ʑWALTDʑI.	QUALLY.	EUTET	ONASTERY?	BERPRÜFEN!	UNCTION	ONASTERY..	ITTING	JANA	ZHANGZHUNG	OR	OETISCHE	OOD	CCASION	GOISTIC,	ENAK	ARDAŊDOK	ʰIPɕA,	GOMPA]	OOLISHNESS,	IELD.	FFECTIONATELY.	UARRELING.	IKE	AT)	STRAY"	JOTPA	T.	PO	TD	ORM	AGARE.	OK	OME	OTI	WAŊDʑI	ENAK.	HEY	ROWN	ANT	OMAǃ	UDDHAǃ	HOUGHTS	Y	W	LACE"	E.	5.29)	OY'S	ʰUPTɕI	OW.	USAMMEKOMMEN"	ANEINANDER	EAS.	PLUCKING)	64)	ERE	ESTERN	SAID	ROM	NDERSTAND.	Aː	OOD,	FF,	ELTɕEK.	ELGATA.	ELMEN.	ELTɕARE.	ɕʰOTDʑI	PPROVAL	IRECTLY	ANTɕEK.	RUCK.	ERSON	EARS	ESAR).	IKTɕIPAHENʑI.	TRIKE"	APTɕEK.	INDZA.	2.2.588)	LET	ESTERDAY,	IT)	ʰOKDZA.	ARKNESS).	EEN	ARKNESS	AMEN	OOD.	LTE.	EGETABLES.	ʰURTɕARE.	EALIZED	EALIZING	OTSA.	HINGS)"	V'S).	MMEDIATELY.	WAŊDE	ROUGHT	AMEN.	TD)	SUKƮʰU)	ALF	RADITIONAL	LACKSMITH	XPECTED	ONGS	ENDʑI.	ONK	ASHING	INʑET.	UNS	EED	TL	ESSENGER	OMPA.	EMEDʑOK	IED,	NA	NQ	ITH	EARS)	EAR	BARK",	NARR.	ʰADZU	ʑAŊDʑUŊKI	ONƮʰEK.	E)	HANGZHUNG.	OOR)	AY	HEN	WAK.	AGEK.	ILLAR.	AɕIROK	OPE	UF	SHA)	ʰARTɕAŊ	OƮAL	OTTLES.	OULD	ʰARTSA.	ʰETTɕARE.	ʰETTɕEK.	OGETHER"	WEEP	FOREARM"	ʰA	OWN?ǃ	JORGAːSTOK	IRCLE	WAIST'	I:.	RIVEN	ʰUKSA	OUND	AKʰUKSA.	LS	ALLENDER	CHONGS	GAINST"	ANTSUKTIK	AKSɕI	HICH	AMɕIPAHENDʑI.	CCEPT"	ANG,	ANGS,	HARACTERISTIC	UZA.	ONAM	CHLECHT"	CCORDING	BALKENREITER"?	TB	L	G	AMA	ALJOSH	ONASTERY	ORK	EEING	NOWING	ORKING	IKMEN.	ESTERDAY.	USGESPROCHEN,	A-HA-TA-LHA	UDRASAI	AJMDOK	MAŊǃ	OŊʑARE.	OMITING.	CAUSE	OTTɕEK.	IKTɕUMʑI.	WATMENLA?	ONEY?	WASDZA.	WASDʑIǃ	ŊGI	ATTɕʰI,	MABAT]	ZATɕʰI	AKING	EOPLE	EOPLE,	068)	RANGTSE)	REATHY	LD	2.2.247	EANS	WAŊTSʰA.	USA.	I)	ERVOUS,	IRECT"	Z	ENAŊ	HAN	ENDURE,	ONTɕOKTOK	OTKJATANAǃ	EFINITELY	WAŊTɕʰI	HEAVEN-STONE"	ANTSʰA.	ONTROL	RETTAK.	E,	93)	EME	I	OMPA)	I'M	OMPA)).	ORDʑE	SHERING	NƏY	ʰALAK	SOKSE	ECAUSE	UBUɕATIK	ORTɕI	INCHEN	LEAN).	ANTɕA	F	EE	OBILE	AːTALA?	CCEPTANCE	B	EXPERIENCE,	BREATHE,	LIPAHENTɕʰOK.	VENING.	MTɕA	ORNING	OWN	IELD	00)	ISTOK	IVERBANK	ZUKTSA.	22)	HEAP	ZIK	HEEP.	OVE	ADAKSTSUK	ADAKH.	ʰANDZA.	URED	ŊLIɕDOK	ROFIT	THROW,	SAPɕI	PIERCE,	EN?	TYMON	AFTERNOON")	OILET	MURMELTIER"	ʰJARTɕEK.	ARRIED.	ʰOKTSA.	UɕAROK	OWN)	OILETS	RANSFER"	UT	SAMPA	EMOVED.	ʰRALTSʰA.	66)	OOF.	SUNATIK	AKE	ʰULMEN.	INCLUDING	ʰAKʰA	CONV22:889)	IVER.	ʰAMZAŊ	IKZA.	ORJE	IRECT	NDZI.	ANCE	UPɕI	NOT:	LOUGH).	MOKE	ʰIRDZA.	HERE)	UTɕA	IM.	USAMMENHANG	RANKHEITSBEZEICHNUNGEN	ONE?"	ULDZANAŊ	OAD).	Iː	ʑOTTɕI	1S	2S	3S	1P	2P	3P	TSI)	AKTAK.	ARKA	ARKIERUNG"	IKKI	LACE	ARURI	ERE!	ARE.	ARGER	BUTTOCKS'	ɕAɕDZA.	UNWAHRSCHEINLICHː	EDEUTUNG	NTERESSANT!	THER)	ALDZI	ECRET	MGANGSSPRACHLICHER	ɕOKDʑI	ɕOKKUDZA.	COVER"	ROPOSAL.	ROBLEMS	ICHTǃ	JENMOI	IFE.	IFFICULT	ʰIRTAK	AVING	IRED"	MERICAS	ɕʰILMEN.	ɕʰOKKARE.	ɕʰOK?	ROUND	REPARED,	EMPLATE	IVE"	ʰULTɕʰA.	OMETHING	ʰADZU.	EPDʑI	EIPA	OMORROW.	ʑOTCA	LESSING	ʰONDZA.	IPSA.	IPMEN.	AM	OMEN.	OKDZA.	ORBU.	ATTOK	TTACH"	AKEN	WAY	AUSE"	IECES,	INDEUTIG	AT-DIALEKTEN	EAR,	RU(S)KATA.	SAKDʑI	PA.	FT	OOKED	CARPENTER)	HOP,	OTTLES	UT,	OINTED"	TILL	NOW	ONAM)	ORBU)	IKKIDZA.	SʰAŊTɕEK.	SʰAPSTOK	JADʑI	IED	ʰADZUI	ERVOUS"	XPRESSING	HOS	ʰULTɕA.	SHOGS.	EN.	EFT).	SʰWASKATA.	AMPO).	A	SYWAR	TC.	ASSER	ONDERN	ENMEN	ARTHQUAKE.	WAKʰEK.	WAː	ONEY)	WANMEN.	WANZA.	ENTENCE	NTENTIONAL	ʰAKMEN.	ʰAMATʰOME	ERSON.	ʰAŊCARE.	ʰAŊMENLA?	ʰAŊTAK.	ʰAŊMEN.	AWA	RAŊMAŊ,	RAŊMAŊ	ʰADZUTSʰI	JOKPATSUK	ALTSʰI	INANIS,	ELL,	5ː166)	LIEING)	INE)ǃ	APPROPRIATE	IS	OU	ʰIRGUZA.	ʰIRMEN.	OOK.	ROPING	ʰONMEN.	OOM).	INZA,	ʰUKKIZA.	UDDENLY	GREED.	LET.	AUGHTER.	RROGANT	ʰAKLUŊ	ʰOTKJARE.	ATERIAL	DAN	WOOLEN	OTNAŊRE,	CHIEVE"	ʰUPɕUM	ʰUPKATALA	ANNOT	IBTEAN	CCURRING	YANGSI
40	Bunan	like, similar	astik	a s t i k	Widmer2014			qual			-		... eri pradʰaːn tʰotpa aste	... one similar to our chiefs called Agu						TD	24/Feb/2014							taldok tɕʰak astik, cot	tsutsuna da!	little bit (of things like) fodder and a	bit (of things like) grass!	agu kʰargan ga niː riŋga	Gani.																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																							
41	Bunan	sister (eldest)	atɕʰe	a tɕʰ e	Widmer2014			n			WT a che ~ a ce ~ a zhe									AB	18/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
42	Bunan	sisters	atɕʰenomo	a tɕʰ e n o m o	Widmer2014			n			s. atɕʰe / nomo									TD	24/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
43	Bunan	brother (elder)	atɕʰo	a tɕʰ o	Widmer2014			n			WT a jo ~ a co									AB	18/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
44	Bunan	brothers	atɕʰobet	a tɕʰ o b e t	Widmer2014			n			cf. atɕʰo / bet									TD	24/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
45	Bunan	newborn (male)	atuk	a t u k	Widmer2014			n			-									ZC	24/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
46	Bunan	kiss	aw	a w	Widmer2014			n			WT o ~ 'o		ɟizi taldok aw damen.	I gave her a kiss.	MS					AB	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
47	Bunan	father	awa	a w a	Widmer2014			n			WT a pha ~ a pa / PTB *pʷa	Jk. awa								ZC	19/Jul/2011																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
48	Bunan	uncle (father's brother)	awa kjuktsi	awa kjuktsi	Widmer2014	awatsi		n			WT a pha ~ a pa "Vater"						TD: 4th eldest / term for Tashis nephews to address him (i.e. the			AB	10/Dec/2013													of five brothers)																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																						
49	Bunan	look crossly at somebody	awamik kan	awamik kan	Widmer2014			v	-tɕa	for men	-				cEA					Sharab	24/Jun/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
50	Bunan	wall	ba	b a	Widmer2014			n			WT -	Jk. ba			MS					ZC	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
51	Bunan	mixed breed of cow & 3rd genertation yak	baɕi	b a ɕ i	Widmer2014			n			WT ba									AB / TD	23/Feb/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
52	Bunan	in three days	bajaks	b a j a ks	Widmer2014			adv (time)			WT -									AB / TD	24/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
53	Bunan	mask	bak	b a k	Widmer2014			n			WT 'bag				MS					RS / PS	10/Feb/2014																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
54	Bunan	sweet deep-fried bread	bakɕatsi	b a kɕ a ts i	Widmer2014			n			WT bag "flour"									AB	07/Feb/2013																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																			
