ID	reflex	GLOSS	gfn	srcabbr	lgid	language	srcid
314661	nam²	smelly	vi	PB-CLDB	1778	Tiddim	1166
314662	nam² sia¹	bed bug		PB-CLDB	1778	Tiddim	1167
314663	nam³ > nap³	kiss	v	PB-CLDB	1778	Tiddim	1168
314664	nam³ > nap³	smell	v	PB-CLDB	1778	Tiddim	1169
314666	nang¹	you (sg)		PB-CLDB	1778	Tiddim	1170
314667	nang¹ ma?²	you (pl)		PB-CLDB	1778	Tiddim	1171
314668	nang² > nan³	give support to something which is about to fall;	v	PB-CLDB	1778	Tiddim	1172
314669	nang³ > nat³	weak	vi	PB-CLDB	1778	Tiddim	1173
314671	nap³	nasal mucus		PB-CLDB	1778	Tiddim	1174
314673	nau²	younger		PB-CLDB	1778	Tiddim	1175
314674	nau² ngeːk¹	baby		PB-CLDB	1778	Tiddim	1176
314676	nau² pang¹	child; young		PB-CLDB	1778	Tiddim	1177
314677	naː² > nat³	feel pain	v	PB-CLDB	1778	Tiddim	1178
314678	naːi¹	near	vi	PB-CLDB	1778	Tiddim	1179
314679	naːi²	form pus; pus; sap	v	PB-CLDB	1778	Tiddim	1180
314680	naːi² lung¹	silk worm		PB-CLDB	1778	Tiddim	1181
314681	naːi² mit³	rheum (of the eye)		PB-CLDB	1778	Tiddim	1182
314682	naːi³ > nai?³	go near; approach	v	PB-CLDB	1778	Tiddim	1183
314684	naːk¹ gu?³	rib bone		PB-CLDB	1778	Tiddim	1184
314685	naːk²	breathe	v	PB-CLDB	1778	Tiddim	1185
314686	naːk² la?¹	suffocate	v	PB-CLDB	1778	Tiddim	1186
314688	naːk³	nose		PB-CLDB	1778	Tiddim	1187
314689	naːk³ gu?³	nose ridge		PB-CLDB	1778	Tiddim	1188
314690	naːl¹	slippery	vi	PB-CLDB	1778	Tiddim	1189
314691	ne?³	come near; approach	v	PB-CLDB	1778	Tiddim	1190
314692	ne?³	lip		PB-CLDB	1778	Tiddim	1191
314693	nei³ > nei?³	own; have	v	PB-CLDB	1778	Tiddim	1192
314694	nem¹	last for a longer time due to greater quantity	v	PB-CLDB	1778	Tiddim	1193
314695	nen³ > net³	press down with hands	v	PB-CLDB	1778	Tiddim	1194
314696	neng² > nen³	disdain	v	PB-CLDB	1778	Tiddim	1195
314697	neː¹ > neːk¹	eat	v	PB-CLDB	1778	Tiddim	1196
314698	neːl¹	soft and smooth	vi	PB-CLDB	1778	Tiddim	1197
314699	neːl²	approach in order to get a favour	v	PB-CLDB	1778	Tiddim	1198
314700	neːm²	flexible	vi	PB-CLDB	1778	Tiddim	1199
314701	neːn²	of the consistency of fine particles	vi	PB-CLDB	1778	Tiddim	1200
314702	neːu¹	small	vi	PB-CLDB	1778	Tiddim	1201
314703	ni¹ pi¹	sunday		PB-CLDB	1778	Tiddim	1202
314704	ni¹ pi¹ kaːl²	week		PB-CLDB	1778	Tiddim	1203
314705	ni¹ pi¹ khua¹ vaːk¹	monday		PB-CLDB	1778	Tiddim	1204
314706	ni¹ pi¹ zo?³ ni¹ li²	thursday		PB-CLDB	1778	Tiddim	1205
314707	ni¹ pi¹ zo?³ ni¹ ni?³	tuesday		PB-CLDB	1778	Tiddim	1206
314708	ni¹ pi¹ zo?³ ni¹ nga²	friday		PB-CLDB	1778	Tiddim	1207
314709	ni¹ pi¹ zo?³ ni¹ thum²	wednesday		PB-CLDB	1778	Tiddim	1208
314710	ni¹ su?³	date palm		PB-CLDB	1778	Tiddim	1209
314711	ni¹ taːk¹	evening		PB-CLDB	1778	Tiddim	1210
314712	ni¹ zang¹	sun's ray		PB-CLDB	1778	Tiddim	1211
314714	ni²	day		PB-CLDB	1778	Tiddim	1212
314715	ni² kaːi¹	late afternoon		PB-CLDB	1778	Tiddim	1213
314716	ni² no¹	father's younger sister		PB-CLDB	1778	Tiddim	1214
314717	ni² pi¹	father's elder sister		PB-CLDB	1778	Tiddim	1215
314719	ni?³	two		PB-CLDB	1778	Tiddim	1216
314720	niak²	slimy	vi	PB-CLDB	1778	Tiddim	1217
314721	nial¹	deny; refuse; reject	v	PB-CLDB	1778	Tiddim	1218
314722	niam¹	low	vi	PB-CLDB	1778	Tiddim	1219
314723	niang² tuːi¹	tea		PB-CLDB	1778	Tiddim	1220
314724	nil?³	anoint	v	PB-CLDB	1778	Tiddim	1221
314725	nim²	dye	v	PB-CLDB	1778	Tiddim	1222
314726	nim²	feel nauseated (without vomitting)	v	PB-CLDB	1778	Tiddim	1223
314727	nip³	soft	vi	PB-CLDB	1778	Tiddim	1224
314729	niː²	father's sister		PB-CLDB	1778	Tiddim	1225
314730	niːk¹	lungi (for women)		PB-CLDB	1778	Tiddim	1226
314731	niːl¹	push a pile of things over a surface	v	PB-CLDB	1778	Tiddim	1227
314732	niːm²	cloudy	vi	PB-CLDB	1778	Tiddim	1228
314733	niːn³ > nit³	dirty	vi	PB-CLDB	1778	Tiddim	1229
314734	niːng² maːi²	rubber		PB-CLDB	1778	Tiddim	1230
314735	niːt¹	blow nose	v	PB-CLDB	1778	Tiddim	1231
314736	no?³	hasten; do things in haste	v	PB-CLDB	1778	Tiddim	1232
314737	nol?³	refuse to receive a thing; refuse to accept an inv	v	PB-CLDB	1778	Tiddim	1233
314738	nom²	moist	vi	PB-CLDB	1778	Tiddim	1234
314739	nong² > non³	deaf	vi	PB-CLDB	1778	Tiddim	1235
314741	nou¹	calf		PB-CLDB	1778	Tiddim	1236
314742	nou³ > nou?³	tickle and make somebody laugh	v	PB-CLDB	1778	Tiddim	1237
314744	noːi¹	breast		PB-CLDB	1778	Tiddim	1238
314745	noːi¹	soft and mushy	vi	PB-CLDB	1778	Tiddim	1239
314747	noːi¹ muːk¹	nipple		PB-CLDB	1778	Tiddim	1240
314748	noːk²	touch body while moving [as in a crowd]	v	PB-CLDB	1778	Tiddim	1241
314749	noːn²	carry something in instalments again and again	v	PB-CLDB	1778	Tiddim	1242
314750	noːt¹	rub; mop	v	PB-CLDB	1778	Tiddim	1243
314751	nu?³	apply ointment	v	PB-CLDB	1778	Tiddim	1244
314753	nu¹	mother		PB-CLDB	1778	Tiddim	1245
314754	nu¹ kik¹	step mother		PB-CLDB	1778	Tiddim	1246
314755	nu¹ no¹	father's younger brother's wife; mother's younger		PB-CLDB	1778	Tiddim	1247
314756	nu¹ nung¹	late		PB-CLDB	1778	Tiddim	1248
314757	nu¹ pi¹	father's elder brother's wife; mother's elder sist		PB-CLDB	1778	Tiddim	1249
314758	nu¹ te¹	mother's sister		PB-CLDB	1778	Tiddim	1250
314759	nu² nung¹ > nu² nun¹	lagging; behind; late	vi	PB-CLDB	1778	Tiddim	1251
314760	nu³ mei³	female person		PB-CLDB	1778	Tiddim	1252
314761	nu³ ngaːk¹	young spinster		PB-CLDB	1778	Tiddim	1253
314762	nu³ pa³	husband and wife		PB-CLDB	1778	Tiddim	1254
314763	nu³ pa³ kop³	couple		PB-CLDB	1778	Tiddim	1255
314764	nu³ phal¹	wife's sister		PB-CLDB	1778	Tiddim	1256
314766	nuai¹	under		PB-CLDB	1778	Tiddim	1257
314767	nuai²	crumple; twist the ear	v	PB-CLDB	1778	Tiddim	1258
314768	nuak²	sulk and not cooperate	v	PB-CLDB	1778	Tiddim	1259
314769	nuak³ haːt¹	naughty		PB-CLDB	1778	Tiddim	1260
314770	nuam¹	joyful; yearn for; want to do something	vi	PB-CLDB	1778	Tiddim	1261
314771	nuam³ > nop³	comfortable; enjoyable	vi	PB-CLDB	1778	Tiddim	1262
314772	nung¹ > nun¹	alive	vi	PB-CLDB	1778	Tiddim	1263
314773	nung¹ > nun¹	blow like wind	v	PB-CLDB	1778	Tiddim	1264
314775	nung²	back (of the body)		PB-CLDB	1778	Tiddim	1265
314776	nung² gu?¹	backbone		PB-CLDB	1778	Tiddim	1266
314777	nung² tha¹gui¹ pi¹	spine		PB-CLDB	1778	Tiddim	1267
314778	nuːi² > nui?³	laugh	v	PB-CLDB	1778	Tiddim	1268
314779	nuːl²	wipe	v	PB-CLDB	1778	Tiddim	1269
314780	nga?³	receive; get	v	PB-CLDB	1778	Tiddim	1270
314781	nga¹ (sa¹)	fish		PB-CLDB	1778	Tiddim	1271
314784	nga²	five		PB-CLDB	1778	Tiddim	1272
314785	ngai?³	sweet; harmonious; melodious; loud	vi	PB-CLDB	1778	Tiddim	1273
314787	ngal² taːk²	shin		PB-CLDB	1778	Tiddim	1274
314788	ngal³	wild boar		PB-CLDB	1778	Tiddim	1275
314790	ngam²	dare	v	PB-CLDB	1778	Tiddim	1276
314791	ngap³ > nga?³	cross a river or brook by foot	v	PB-CLDB	1778	Tiddim	1277
314792	ngaː² > ngat³	face	v	PB-CLDB	1778	Tiddim	1278
314793	ngaː³ > ngak³	put down; place	v	PB-CLDB	1778	Tiddim	1279
314794	ngaːi² > ngai?³	love; listen	v	PB-CLDB	1778	Tiddim	1280
314795	ngaːk¹	wait	v	PB-CLDB	1778	Tiddim	1281
314796	ngaːp¹	dare; have zeal or strength to do something	v	PB-CLDB	1778	Tiddim	1282
314797	ngaːt¹	tightly twined; long thin and hard [as fine rice g	vi	PB-CLDB	1778	Tiddim	1283
314799	ngaːu²	long-tailed monkey		PB-CLDB	1778	Tiddim	1284
314801	ngei¹	usually		PB-CLDB	1778	Tiddim	1285
314802	nget³	moth; gnat		PB-CLDB	1778	Tiddim	1286
314804	nget³ > nge?³	worm eaten [of wood]	vi	PB-CLDB	1778	Tiddim	1287
314805	ngeːk¹	tender	vi	PB-CLDB	1778	Tiddim	1288
314806	ngeːn²	net		PB-CLDB	1778	Tiddim	1289
314807	ngeːn³ > nget³	request	v	PB-CLDB	1778	Tiddim	1290
314808	ngia¹	fox		PB-CLDB	1778	Tiddim	1291
314809	ngiat¹	gnaw	v	PB-CLDB	1778	Tiddim	1292
314810	ngiːk³	growl	v	PB-CLDB	1778	Tiddim	1293
314811	ngiːm²	aim at	v	PB-CLDB	1778	Tiddim	1294
314812	ngo?³	put blame upon	v	PB-CLDB	1778	Tiddim	1295
314813	ngoi¹	intestines		PB-CLDB	1778	Tiddim	1296
314814	ngol?³	starve somebody as a punishment	v	PB-CLDB	1778	Tiddim	1297
314815	ngot³ > ngo?³	easily breakable	vi	PB-CLDB	1778	Tiddim	1298
314816	ngou²	fair in complexion	vi	PB-CLDB	1778	Tiddim	1299
314818	ngoːi²	fishing basket		PB-CLDB	1778	Tiddim	1300
314819	ngoːl²	fast	v	PB-CLDB	1778	Tiddim	1301
314821	ngoːng²	neck		PB-CLDB	1778	Tiddim	1302
314823	o¹ le²	crocodile		PB-CLDB	1778	Tiddim	1303
314824	ok³ > o?³	wear on the neck	v	PB-CLDB	1778	Tiddim	1304
314825	om¹	present	vi	PB-CLDB	1778	Tiddim	1305
314826	om¹ mo?³	restless		PB-CLDB	1778	Tiddim	1306
314827	om³ daːn³	manners		PB-CLDB	1778	Tiddim	1307
314828	om³ na²	location		PB-CLDB	1778	Tiddim	1308
314829	om³ zia³	conduct		PB-CLDB	1778	Tiddim	1309
314830	ong?¹ ga?³	coconut		PB-CLDB	1778	Tiddim	1310
314831	op³	brood over eggs	v	PB-CLDB	1778	Tiddim	1311
314833	oː¹	voice; sound		PB-CLDB	1778	Tiddim	1312
314834	oː¹ uːn¹	low voice		PB-CLDB	1778	Tiddim	1313
314835	oːi²	agree; allow; permit	v	PB-CLDB	1778	Tiddim	1314
314836	oːi²	sit near a fire; bask	v	PB-CLDB	1778	Tiddim	1315
314837	oːi³ > oi?³	sing a lullaby or to hum a tune for making a baby	v	PB-CLDB	1778	Tiddim	1316
314838	oːk¹	caught	vi	PB-CLDB	1778	Tiddim	1317
314839	oːk²	get choked in the throat	v	PB-CLDB	1778	Tiddim	1318
314841	oːm²	chest		PB-CLDB	1778	Tiddim	1319
314842	oːm² taːl¹	crawl		PB-CLDB	1778	Tiddim	1320
314843	oːn¹	million		PB-CLDB	1778	Tiddim	1321
314844	oːn¹	slanting	vi	PB-CLDB	1778	Tiddim	1322
314845	oːng¹ > oːn¹	empty	vi	PB-CLDB	1778	Tiddim	1323
314846	oːng³ > ot³	shout	v	PB-CLDB	1778	Tiddim	1324
314848	pa¹	father		PB-CLDB	1778	Tiddim	1325
314849	pa¹ no¹	father's younger brothers (reference); mother's yo		PB-CLDB	1778	Tiddim	1326
314850	pa¹ pa¹	mother's elder sister's husband		PB-CLDB	1778	Tiddim	1327
314851	pa¹ pi¹	father's elder brothers (reference); mother's elde		PB-CLDB	1778	Tiddim	1328
314852	pa¹ te¹	paternal uncles		PB-CLDB	1778	Tiddim	1329
314854	pa¹ te?³	mushroom		PB-CLDB	1778	Tiddim	1330
314855	pa³ kaːn²	plate		PB-CLDB	1778	Tiddim	1331
314858	pa³ sal¹	husband; male		PB-CLDB	1778	Tiddim	1332
314860	pa³ sian³	god		PB-CLDB	1778	Tiddim	1333
314861	pa³ tau³	nervous		PB-CLDB	1778	Tiddim	1334
314862	pa?³	immediately		PB-CLDB	1778	Tiddim	1335
314863	pa?³ toːi³	honour by words or celebration	v	PB-CLDB	1778	Tiddim	1336
314864	pai²	go	v	PB-CLDB	1778	Tiddim	1337
314865	pal?³	blossom	v	PB-CLDB	1778	Tiddim	1338
314866	pal¹	wade through short bushes or grass	v	PB-CLDB	1778	Tiddim	1339
314867	pan¹	very thin	vi	PB-CLDB	1778	Tiddim	1340
314868	pan³ > pat³	start	v	PB-CLDB	1778	Tiddim	1341
314869	pang² > pan³	lie in wait	v	PB-CLDB	1778	Tiddim	1342
314870	pang² kaː²	fan		PB-CLDB	1778	Tiddim	1343
314872	pang?³	side		PB-CLDB	1778	Tiddim	1344
314873	pap³ > pa?³	dip or soak in water	v	PB-CLDB	1778	Tiddim	1345
314874	pat³	cotton		PB-CLDB	1778	Tiddim	1346
314875	pau³	language		PB-CLDB	1778	Tiddim	1347
314876	pau³ peːng¹	mischievous		PB-CLDB	1778	Tiddim	1348
314877	paː¹ > paːt¹	thin	vi	PB-CLDB	1778	Tiddim	1349
314878	paːi¹	conceive; carry something on one's body covered by	v	PB-CLDB	1778	Tiddim	1350
314879	paːi²	adore; worship	v	PB-CLDB	1778	Tiddim	1351
314881	paːi²	sheath		PB-CLDB	1778	Tiddim	1352
314882	paːi³ > pai?³	cast away	v	PB-CLDB	1778	Tiddim	1353
314883	paːk²	flower		PB-CLDB	1778	Tiddim	1354
314886	paːk² nguːm¹	bud		PB-CLDB	1778	Tiddim	1355
314887	paːng¹ > pan¹	physically obstruct a person or an animal by means	v	PB-CLDB	1778	Tiddim	1356
314888	paːt¹	become frayed by use [of clothes]; frayed because	v	PB-CLDB	1778	Tiddim	1357
314889	paːu²	say; speak	v	PB-CLDB	1778	Tiddim	1358
314890	pe?³	join; link	v	PB-CLDB	1778	Tiddim	1359
314891	pei²	rotate; shake head; screw; spin	v	PB-CLDB	1778	Tiddim	1360
314892	pei²	wheel		PB-CLDB	1778	Tiddim	1361
314893	pen²	most		PB-CLDB	1778	Tiddim	1362
314894	peng¹ > pen¹	exempted	vi	PB-CLDB	1778	Tiddim	1363
314895	pet³ > pe?³	bite	v	PB-CLDB	1778	Tiddim	1364
314896	peu²	catapult	v	PB-CLDB	1778	Tiddim	1365
314897	peːk lung¹	marbles		PB-CLDB	1778	Tiddim	1366
314898	peːk¹	flat		PB-CLDB	1778	Tiddim	1367
314899	peːk¹	kick like a horse or a donkey	v	PB-CLDB	1778	Tiddim	1368
314900	peːk²	wag the tail; pop up on the surface [as fish]	v	PB-CLDB	1778	Tiddim	1369
314901	peːk³	flat	vi	PB-CLDB	1778	Tiddim	1370
314902	peːl³ > pel?³	go away so as to avoid something or somebody	v	PB-CLDB	1778	Tiddim	1371
314903	peːm²	migrate and settle	v	PB-CLDB	1778	Tiddim	1372
314905	peːng²	twins		PB-CLDB	1778	Tiddim	1373
314906	peːng² > peːn³	be twins; become less in strength [of liquids lik	vi	PB-CLDB	1778	Tiddim	1374
314907	peːng² kuːl²	trumpet		PB-CLDB	1778	Tiddim	1375
314908	pi¹	plenty		PB-CLDB	1778	Tiddim	1376
314909	pi¹ no¹	mother's younger brother's wife		PB-CLDB	1778	Tiddim	1377
314910	pi¹ pi¹	mother's elder brother's wife		PB-CLDB	1778	Tiddim	1378
314911	pi²	foot		PB-CLDB	1778	Tiddim	1379
314913	pi²	mother's brother's wife; grandmother; grandfather'		PB-CLDB	1778	Tiddim	1380
314914	pia¹ > piak¹	give	v	PB-CLDB	1778	Tiddim	1381
314915	pial¹	stray away from the main path	v	PB-CLDB	1778	Tiddim	1382
314916	pial² khang²	part of house		PB-CLDB	1778	Tiddim	1383
314917	piang² > pian³	come into existence; formed; happen; occur	v	PB-CLDB	1778	Tiddim	1384
314918	piau²	river bank		PB-CLDB	1778	Tiddim	1385
314919	pil?³	peel off	v	PB-CLDB	1778	Tiddim	1386
314920	pil²	wise	vi	PB-CLDB	1778	Tiddim	1387
314921	piː²	go and take back somebody from a place	v	PB-CLDB	1778	Tiddim	1388
314922	piːk²	swing the head for hitting with the snout [of a wi	v	PB-CLDB	1778	Tiddim	1389
314923	piːng¹ pei²	whirl wind		PB-CLDB	1778	Tiddim	1390
314924	poi²	crippled	vi	PB-CLDB	1778	Tiddim	1391
314925	pol?³	mix	v	PB-CLDB	1778	Tiddim	1392
314926	pol²	blister	v	PB-CLDB	1778	Tiddim	1393
314927	pom²	grasp; hug	v	PB-CLDB	1778	Tiddim	1394
314928	pong² > pon³	mortgage	v	PB-CLDB	1778	Tiddim	1395
314929	pong² mo?¹	bread		PB-CLDB	1778	Tiddim	1396
314930	pou²	germinate; be created [as a job]	v	PB-CLDB	1778	Tiddim	1397
314931	poːi²	sow crops; mix food and curry	v	PB-CLDB	1778	Tiddim	1398
314932	poːi³	feast		PB-CLDB	1778	Tiddim	1399
314934	poːl²	associate		PB-CLDB	1778	Tiddim	1400
314935	poːl²	church		PB-CLDB	1778	Tiddim	1401
314936	poːm¹	swollen due to soaking	vi	PB-CLDB	1778	Tiddim	1402
314937	poːm³ > pop³	join a group	v	PB-CLDB	1778	Tiddim	1403
314938	poːn²	form a scar	v	PB-CLDB	1778	Tiddim	1404
314939	pu¹ no¹	mother's younger brother		PB-CLDB	1778	Tiddim	1405
314940	pu¹ pi¹	mother's elder brother		PB-CLDB	1778	Tiddim	1406
314942	pu²	grand father; grandfather's sister's husband; gran		PB-CLDB	1778	Tiddim	1407
314943	pu² te¹	mother's brothers		PB-CLDB	1778	Tiddim	1408
314944	pua?³	repair; improve	v	PB-CLDB	1778	Tiddim	1409
314946	pua¹	outside		PB-CLDB	1778	Tiddim	1410
314947	pua¹ > puak¹	carry outside	v	PB-CLDB	1778	Tiddim	1411
314948	puak¹	burst	vi	PB-CLDB	1778	Tiddim	1412
314949	puak²	filled up by air like belly or balloon	vi	PB-CLDB	1778	Tiddim	1413
314950	puam²	raw as a fruit	vi	PB-CLDB	1778	Tiddim	1414
314952	puan¹	cloth		PB-CLDB	1778	Tiddim	1415
314953	puan¹ aːk¹	shirt		PB-CLDB	1778	Tiddim	1416
314954	puan¹ lom¹	bedding		PB-CLDB	1778	Tiddim	1417
314955	puan¹ mong¹	hem		PB-CLDB	1778	Tiddim	1418
314956	puan¹ sil?³	clothing		PB-CLDB	1778	Tiddim	1419
314957	puan¹ teːn¹	lungi (for men)		PB-CLDB	1778	Tiddim	1420
314958	puan¹ zaː²	blanket		PB-CLDB	1778	Tiddim	1421
314959	puang² > puan³	of light slate colour	vi	PB-CLDB	1778	Tiddim	1422
314960	pul?³	detach and fall in abundance [as leaves in the fal	v	PB-CLDB	1778	Tiddim	1423
314961	pum¹	spherical	vi	PB-CLDB	1778	Tiddim	1424
314962	pum³ (pi¹)	body		PB-CLDB	1778	Tiddim	1425
314963	pung² > pun³	multiply by reproduction	v	PB-CLDB	1778	Tiddim	1426
314964	puːk¹	fall	v	PB-CLDB	1778	Tiddim	1427
314965	puːl³ > pul?³	die in large numbers due to epidemics	v	PB-CLDB	1778	Tiddim	1428
314966	pha?³	spread a flat object [e.g. a mattress]	v	PB-CLDB	1778	Tiddim	1429
314968	phak³	astringent taste		PB-CLDB	1778	Tiddim	1430
314969	phal?³	spread something evenly for drying	v	PB-CLDB	1778	Tiddim	1431
314970	phal²	allow	v	PB-CLDB	1778	Tiddim	1432
314971	phal³ bi³	winter		PB-CLDB	1778	Tiddim	1433
314972	pham²	die (poetic use)	v	PB-CLDB	1778	Tiddim	1434
314973	phan¹	knit; embroider; weave with bamboo or cane	v	PB-CLDB	1778	Tiddim	1435
314974	phat³	praise; glorify	v	PB-CLDB	1778	Tiddim	1436
314975	phaː¹ > phaːk¹	reach the level of something else	v	PB-CLDB	1778	Tiddim	1437
314976	phaː³ > phat³	good	vi	PB-CLDB	1778	Tiddim	1438
314977	phaːi² tam¹	part of house		PB-CLDB	1778	Tiddim	1439
314978	phaːk²	leprous	vi	PB-CLDB	1778	Tiddim	1440
314979	phe?³	put a ring in the nasal septum of cattle	v	PB-CLDB	1778	Tiddim	1441
314980	phe²	fin		PB-CLDB	1778	Tiddim	1442
314982	phei²	level; flat		PB-CLDB	1778	Tiddim	1443
314984	phei³	thigh		PB-CLDB	1778	Tiddim	1444
314985	phei³ thuam³ (sung²) tual¹	trousers		PB-CLDB	1778	Tiddim	1445
314986	phel?³	extinguish a fire; pacify people who are fighting	v	PB-CLDB	1778	Tiddim	1446
314987	phel¹	untie; unbutton; dismantle; loosen	v	PB-CLDB	1778	Tiddim	1447
314988	phen¹	stick out the tongue	v	PB-CLDB	1778	Tiddim	1448
314989	pheː¹ > pheːt¹	twinkle	v	PB-CLDB	1778	Tiddim	1449
314991	pheːk²	mat		PB-CLDB	1778	Tiddim	1450
314992	pheːn¹	open a book	v	PB-CLDB	1778	Tiddim	1451
314993	phi?³	spit out copiously	v	PB-CLDB	1778	Tiddim	1452
314994	phia?³	shabby haired; pass loose motions	vi	PB-CLDB	1778	Tiddim	1453
314995	phia¹	blink	v	PB-CLDB	1778	Tiddim	1454
314996	phia¹	flash	v	PB-CLDB	1778	Tiddim	1455
314997	phia¹ > phiat¹	twinkle [=phe:1]	v	PB-CLDB	1778	Tiddim	1456
314998	phial²	plunder; go on a rampage	v	PB-CLDB	1778	Tiddim	1457
314999	phiat¹	wash face; sweep	v	PB-CLDB	1778	Tiddim	1458
315000	phiau³ koːi¹	sickle		PB-CLDB	1778	Tiddim	1459
315001	phim²	needle		PB-CLDB	1778	Tiddim	1460
315002	phin¹	provoke; challenge	v	PB-CLDB	1778	Tiddim	1461
315003	phiːn³	drizzle	v	PB-CLDB	1778	Tiddim	1462
315004	phiːt²	whistle		PB-CLDB	1778	Tiddim	1463
315005	phok³ > pho?³	rough [not smooth]	vi	PB-CLDB	1778	Tiddim	1464
315006	phol?³	take out a thing from a neat arrangement	v	PB-CLDB	1778	Tiddim	1465
315007	phong?³ > phot³	wake up somebody; lift up a person	v	PB-CLDB	1778	Tiddim	1466
315008	phong²	raft		PB-CLDB	1778	Tiddim	1467
315009	phot¹¹	tentatively		PB-CLDB	1778	Tiddim	1468
315010	phou²	keep in sun for drying	v	PB-CLDB	1778	Tiddim	1469
315011	phoːk¹	regain consciousness; feel a sensation [e.g. the s	v	PB-CLDB	1778	Tiddim	1470
315012	phoːng¹ > phoːn¹	wake up somebody involuntarily	v	PB-CLDB	1778	Tiddim	1471
315013	phoːng² > phoːn³	wake up somebody voluntarily by making loud noises	v	PB-CLDB	1778	Tiddim	1472
315014	phuai²	crumple; pinch hard; scratch severely with nails	v	PB-CLDB	1778	Tiddim	1473
315015	phuak¹ > phua?³	name; invent a lie	v	PB-CLDB	1778	Tiddim	1474
315016	phui³ tong²	cherry		PB-CLDB	1778	Tiddim	1475
315017	phung¹ zi¹	monk		PB-CLDB	1778	Tiddim	1476
315018	phung²	base		PB-CLDB	1778	Tiddim	1477
315019	phuː¹ > phuːt¹	push with head against stiff resistance	v	PB-CLDB	1778	Tiddim	1478
315020	phuːk¹	cause to fall	v	PB-CLDB	1778	Tiddim	1479
315021	phuːl²	seep up as water; complain about one's unhappiness	v	PB-CLDB	1778	Tiddim	1480
315022	sa?³	thick	vi	PB-CLDB	1778	Tiddim	1481
315023	sa¹	flesh		PB-CLDB	1778	Tiddim	1482
315025	sa¹ buai¹	table		PB-CLDB	1778	Tiddim	1483
315026	sa¹ cia¹	mongoose (variety)		PB-CLDB	1778	Tiddim	1484
315027	sa¹ gaːp¹	muscle		PB-CLDB	1778	Tiddim	1485
315028	sa¹ geːp¹	dried meat		PB-CLDB	1778	Tiddim	1486
315030	sa¹ gi?³|	seven		PB-CLDB	1778	Tiddim	1487
315032	sa¹ haːng²	tiger		PB-CLDB	1778	Tiddim	1488
315033	sa¹ hoːk¹	sweet lime		PB-CLDB	1778	Tiddim	1489
315034	sa¹ kol¹ khaːu²	whip		PB-CLDB	1778	Tiddim	1490
315036	sa¹ kol³	horse		PB-CLDB	1778	Tiddim	1491
315038	sa¹ |ku?³	porcupine		PB-CLDB	1778	Tiddim	1492
315039	sa¹ khi¹ tuːi¹ huːp²	rainbow		PB-CLDB	1778	Tiddim	1493
315041	sa¹ |khi²	barking deer		PB-CLDB	1778	Tiddim	1494
315043	sa¹ |ngaːk²	wild cat		PB-CLDB	1778	Tiddim	1495
315044	sa¹ pi¹	wild beast		PB-CLDB	1778	Tiddim	1496
315045	sa¹ phu³ lip³	armadillo		PB-CLDB	1778	Tiddim	1497
315046	sa¹ san¹	cutting board		PB-CLDB	1778	Tiddim	1498
315048	sa¹ thak¹	wild goat		PB-CLDB	1778	Tiddim	1499
315050	sa¹ vun¹	leather		PB-CLDB	1778	Tiddim	1500
315052	sa¹ zuk³	big deer		PB-CLDB	1778	Tiddim	1501
315053	sa²	hot		PB-CLDB	1778	Tiddim	1502
315055	sa² zian¹	accounts		PB-CLDB	1778	Tiddim	1503
315056	sai²	kibitz (= offer unsolicited advice)	v	PB-CLDB	1778	Tiddim	1504
315057	sai²	shop		PB-CLDB	1778	Tiddim	1505
315058	sak³	let; cause [occurs in compound verbs only]	v	PB-CLDB	1778	Tiddim	1506
315059	sak³	north		PB-CLDB	1778	Tiddim	1507
315060	sak³ > sa?³	hard; rigid	vi	PB-CLDB	1778	Tiddim	1508
315061	sal³ > sal?³	stare at; flash a torch	v	PB-CLDB	1778	Tiddim	1509
315062	sam¹	call	v	PB-CLDB	1778	Tiddim	1510
315064	sam¹	hair		PB-CLDB	1778	Tiddim	1511
315065	sam¹ pheːk²	parted hair		PB-CLDB	1778	Tiddim	1512
315066	sam²	chant; curse	v	PB-CLDB	1778	Tiddim	1513
315067	sam³ > sap³	lacking; deficient	vi	PB-CLDB	1778	Tiddim	1514
315069	san³	place meant for a purpose		PB-CLDB	1778	Tiddim	1515
315070	sang² > san³	pass wind	v	PB-CLDB	1778	Tiddim	1516
315071	sang² gam² meːl² mak¹	just before dark		PB-CLDB	1778	Tiddim	1517
315072	sat¹	chip		PB-CLDB	1778	Tiddim	1518
315073	sat³ > sa?³	shake very hard a thing like rope; creeper; wire;	v	PB-CLDB	1778	Tiddim	1519
315074	saː² > sak³	hot	vi	PB-CLDB	1778	Tiddim	1520
315075	saː³ > sak³	mix together ingredients and put them in the ferme	v	PB-CLDB	1778	Tiddim	1521
315076	saː³ > sak³	sing	v	PB-CLDB	1778	Tiddim	1522
315077	saː³ > sak³	think as; feel as; have an opinion as	v	PB-CLDB	1778	Tiddim	1523
315079	saːi²	elephant		PB-CLDB	1778	Tiddim	1524
315080	saːi²	trigger; strike a match	v	PB-CLDB	1778	Tiddim	1525
315081	saːi² vok¹	big boar		PB-CLDB	1778	Tiddim	1526
315082	saːk¹	take out something from a container; form a group	v	PB-CLDB	1778	Tiddim	1527
315083	saːl¹	squeeze out slowly [e.g. a seed from a fruit; pimp	v	PB-CLDB	1778	Tiddim	1528
